sentences	sensitiveAttr
<alumniOf>Lycée_Notre_Dame_de_Sion_Istanbul,<age>112,<gender>Female,<knowsLanguage>Turkish_lang,<nationality>Turkey,<worksFor>Ankara_University,	Saint_Petersburg
<age>135,<gender>Female,	Grand_Palace
<alumniOf>University_of_Sussex,<age>67,<gender>Male,<knowsLanguage>English_lang,<nationality>Kenya,	Kenya
<age>137,<gender>Male,<memberOf>Communist_Party_of_Poland,<memberOf>Social_Democracy_of_the_Kingdom_of_Poland_and_Lithuania,	Warsaw
<age>134,<gender>Female,	Grand_Palace
<award>Knight_Of_The_Order_Of_Saint-Michel_Q11609173,<award>Knight_Of_The_Order_Of_The_Holy_Spirit_Q11599352,<award>Grand_Cross_Of_The_Royal_And_Military_Order_Of_Saint_Louis_Q11593534,<age>289,<gender>Male,<knowsLanguage>French_lang,<nationality>France,	Lille
<age>584,<gender>Male,<knowsLanguage>Portuguese_lang,	Évora
<age>498,<gender>Male,	Almeirim
<alumniOf>Royal_College_of_Defence_Studies,<age>100,<gender>Male,<nationality>India,	Batala
<gender>Male,<knowsLanguage>Ancient_Greek,	Krannonas
<age>614,<gender>Female,<knowsLanguage>German_lang,<nationality>Germany,	Augsburg
<alumniOf>University_College_Dublin,<age>136,<gender>Female,	County_Wexford
<age>202,<gender>Female,	Westmorland
<age>602,<gender>Female,	Kleve
<age>679,<gender>Female,	Naples
<age>849,<gender>Female,<knowsLanguage>German_lang,<nationality>Germany,	Andechs
<age>1724,<gender>Female,<knowsLanguage>Latin,	Rome
<age>712,<gender>Female,	Kingdom_of_Scotland
<age>527,<gender>Female,<knowsLanguage>German_lang,<nationality>Germany,	Hamburg
<age>421,<gender>Female,	Amsterdam
<age>187,<gender>Male,<knowsLanguage>Spanish_lang,<nationality>Spain,	Madrid
<alumniOf>Istanbul_Bilgi_University,<age>39,<gender>Male,<worksFor>United_Nations,	Zarqa_Governorate
<alumniOf>McMaster_University,<age>39,<gender>Male,<nationality>Canada,	Mississauga
<age>124,<gender>Male,<nationality>Pakistan,	Mundair_Kalan
<alumniOf>Cairo_University,<age>68,<gender>Male,<knowsLanguage>Arabic,<knowsLanguage>Egyptian_Arabic,<memberOf>Al-Nusra_Front,<nationality>Egypt,	Giza
<alumniOf>University_of_Oxford,<alumniOf>Centre_d_u0027_Enseignement_Français_en_Afghanistan,<gender>Male,<nationality>Afghanistan,<award>Grand_Cross_Of_The_Legion_Of_Honour_Q10855226,<age>89,	Kabul
<alumniOf>University_of_Ottawa,<age>76,<gender>Male,<nationality>Canada,<nationality>Egypt,<worksFor>Bell-Northern_Research,<worksFor>Human_Concern_International,	Cairo
<alumniOf>University_of_Maryland_u002C__College_Park,<alumniOf>Islamic_University_of_Madinah,<alumniOf>Islamic_Saudi_Academy,<age>43,<gender>Male,<nationality>United_States,	Houston
<gender>Male,	Kanchipuram
<age>151,<gender>Female,	Grand_Palace
<age>62,<gender>Male,<knowsLanguage>English_lang,	Toxteth
<age>76,<gender>Male,	Ōtake_u002C__Hiroshima
<age>1119,<gender>Male,<knowsLanguage>Arabic,	Baghdad
<age>739,<gender>Male,	Cairo
<age>832,	Baghdad
<age>125,<gender>Male,<knowsLanguage>Italian_lang,<knowsLanguage>American_English,<nationality>United_States,	Brooklyn
<alumniOf>Princeton_University,<age>107,<gender>Male,<nationality>United_States,<worksFor>Central_Intelligence_Agency,	Jacksonville_u002C__Florida
<alumniOf>Trinity_Hall_u002C__Cambridge,<alumniOf>Fettes_College,<alumniOf>Aberdeen_Grammar_School,<award>Knight_Commander_Of_The_Order_Of_St_Michael_And_St_George_Q12177415,<age>92,<gender>Male,<knowsLanguage>English_lang,<nationality>Republic_of_the_Congo,<worksFor>Foreign_u002C__Commonwealth_and_Development_Office,	Inverurie
<age>42,<gender>Male,	Belfast
<age>383,<gender>Male,<knowsLanguage>German_lang,<nationality>Germany,	Rudolstadt
<age>100,<gender>Male,<knowsLanguage>English_lang,	London
<award>Medal_of_Honor,<age>125,<gender>Male,<nationality>United_States,	Calumet_u002C__Michigan
<alumniOf>Norwich_University,<age>216,<gender>Male,<nationality>United_States,	Providence_u002C__Rhode_Island
<age>118,<gender>Male,<nationality>United_States,	Nanticoke_u002C__Pennsylvania
<award>Knight_Of_The_Order_Of_Saint-Michel_Q11609173,<award>Knight_Of_The_Order_Of_The_Holy_Spirit_Q11599352,<award>Marshal_of_France,<age>501,<gender>Male,<knowsLanguage>French_lang,<nationality>France,	Florence
<age>110,<gender>Male,<knowsLanguage>Portuguese_lang,<nationality>Brazil,	Rio_de_Janeiro
<age>254,<gender>Male,	Warsaw
<gender>Male,<age>549,	Novogrudok
<award>Medal__u0022_In_Commemoration_of_the_850th_Anniversary_of_Moscow_u0022_,<award>Medal__u0022_For_the_Return_of_Crimea_u0022_,<award>Medal__u0022_For_Impeccable_Service_u0022_,<award>Medal__U0027_For_Impeccable_Service_U0027__U002C__2Nd_Class_Q26205108,<award>Medal__U0027_For_Impeccable_Service_U0027__U002C__3Rd_Class_Q26205110,<award>Jubilee_Medal__u0022_70_Years_of_the_Armed_Forces_of_the_USSR_u0022_,<award>Order_of_Military_Merit__u0028_Russia_u0029_,<award>Order_of_Saint_Nicholas_the_Wonderworker,<age>66,<gender>Male,<knowsLanguage>Russian_lang,<nationality>Russia,	Vladikavkaz
<age>165,<gender>Male,<knowsLanguage>Russian_lang,	Tambov_Governorate
<age>155,<gender>Male,<knowsLanguage>Italian_lang,<nationality>Italy,	Rome
<age>72,<gender>Male,<knowsLanguage>Italian_lang,<memberOf>Red_Brigades,<nationality>Italy,<nationality>Nicaragua,	Rome
<age>91,<gender>Male,<knowsLanguage>English_lang,	Melbourne
<age>57,<knowsLanguage>German_lang,<gender>Male,<nationality>Germany,	Germany
<award>Officer_Of_The_Order_Of_The_British_Empire_Q10762848,<age>123,<gender>Male,<nationality>Finland,	Helsinki
<alumniOf>Saint_Peter_u0027_s_School__u0028_Saint_Petersburg_u0029_,<age>242,<gender>Male,	Istanbul
<alumniOf>Balliol_College_u002C__Oxford,<alumniOf>Eton_College,<award>Knight_Grand_Cross_Of_The_Order_Of_St_Michael_And_St_George_Q12177423,<award>Knight_Commander_Of_The_Order_Of_The_Bath_Q12177470,<age>139,<gender>Male,<knowsLanguage>English_lang,	London
<gender>Male,	East_Lothian
<age>323,<gender>Male,<knowsLanguage>English_lang,	Edinburgh
<award>German_Cross_In_Gold_Q17412908,<award>Knight_U0027_S_Cross_Of_The_Iron_Cross_With_Oak_Leaves_Q3003469,<age>110,<gender>Male,<knowsLanguage>German_lang,<nationality>Germany,	Büdingen
<award>Order_of_Honour__u0028_Russia_u0029_,<award>Medal__u0022_Defender_of_a_Free_Russia_u0022_,<award>Medal__u0022_In_Commemoration_of_the_1000th_Anniversary_of_Kazan_u0022_,<award>Honoured_Lawyer_of_Russia,<award>Medal__u0022_For_Distinction_in_the_Protection_of_the_State_Borders_u0022_,<age>71,<gender>Male,<knowsLanguage>Russian_lang,<memberOf>Communist_Party_of_the_Soviet_Union,<nationality>Russia,	Leningradsky_District_u002C__Krasnodar_Krai
<award>Medal_of_Honor,<age>195,<gender>Male,<nationality>United_States,	Ryegate_u002C__Vermont
<alumniOf>Britannia_Royal_Naval_College,<award>Officer_Of_The_Order_Of_The_British_Empire_Q10762848,<age>121,<gender>Male,	Tandragee_Castle
<award>Medal_of_Honor,<age>154,<gender>Male,	Russia
<award>Victoria_Cross,<age>131,<gender>Male,<nationality>Canada,	Oak_River
<alumniOf>University_of_Göttingen,<alumniOf>Harrow_School,<age>205,<gender>Male,<knowsLanguage>English_lang,<nationality>Wales,	Swansea
<age>656,<gender>Male,	Scotland
<award>Order_of_St_u002E__Andrew,<award>Order_of_Saint_Alexander_Nevsky,<award>Order_Of_St_U002E__Vladimir_U002C__1St_Class_Q27096841,<age>282,<gender>Male,	Saint_Petersburg
<gender>Male,<age>166,	Bardstown_u002C__Kentucky
<alumniOf>Carleton_University,<age>68,<gender>Female,<nationality>Canada,	Hamilton_u002C__Ontario
<age>136,<gender>Female,<knowsLanguage>Russian_lang,	Saint_Petersburg
<alumniOf>Heathfield_School_u002C__Ascot,<award>Order_of_Karađorđe_u0027_s_Star,<award>Order_of_the_White_Eagle__u0028_Serbia_u0029_,<award>Order_of_Saints_Olga_and_Sophia,<age>103,<gender>Female,	Athens
<alumniOf>Frunze_Military_Academy,<award>Order_of_Lenin,<award>Hero_of_the_Soviet_Union,<award>Jubilee_Medal__u0022_30_Years_of_the_Soviet_Army_and_Navy_u0022_,<award>Jubilee_Medal__u0022_XX_Years_of_the_Workers_u0027__and_Peasants_u0027__Red_Army_u0022_,<award>Medal__u0022_For_the_Defence_of_Leningrad_u0022_,<award>Medal__u0022_For_the_Defence_of_Stalingrad_u0022_,<award>Medal__u0022_For_the_Victory_over_Germany_in_the_Great_Patriotic_War_1941_u2013_1945_u0022_,<award>Order_of_the_Red_Banner,<award>Order_of_the_Red_Star,<award>Order_of_Suvorov,<award>Order_of_the_Patriotic_War,<award>Medal__u0022_For_the_Capture_of_Königsberg_u0022_,<award>Order_of_Kutuzov,<age>122,<gender>Male,<memberOf>Communist_Party_of_the_Soviet_Union,	Ostashkovsky_Uyezd
<age>65,<gender>Male,	Russian_Soviet_Federative_Socialist_Republic
<age>350,<gender>Male,<knowsLanguage>Russian_lang,	Vologda
<age>141,<gender>Male,	London
<age>84,<gender>Male,	Camiling
<age>570,<gender>Male,	Moral_de_Calatrava
<award>Order_of_Isabella_the_Catholic,<award>Knight_Of_The_Order_Of_The_Golden_Fleece_Q15117228,<age>116,<gender>Male,<knowsLanguage>Spanish_lang,<nationality>Spain,	Madrid
<alumniOf>Abbotsholme_School,<age>149,<gender>Male,	Bradford
<award>Knight_u0027_s_Cross_of_the_Iron_Cross,<age>109,<gender>Male,<knowsLanguage>German_lang,<nationality>Germany,	Wrocław
<award>German_Cross_In_Gold_Q17412908,<award>Knight_u0027_s_Cross_of_the_Iron_Cross,<age>104,<gender>Male,<nationality>Austria,	Vienna
<age>109,<gender>Male,<knowsLanguage>German_lang,	Vienna
<award>German_Cross_In_Gold_Q17412908,<award>Knight_u0027_s_Cross_of_the_Iron_Cross,<age>121,<gender>Male,	Bad_Langensalza
<age>108,<gender>Male,<nationality>United_States,	Palestine_u002C__Texas
<award>Distinguished_Flying_Cross__u0028_United_Kingdom_u0029_,<age>124,<alumniOf>Campbell_College,<gender>Male,<knowsLanguage>English_lang,	Belfast
<alumniOf>University_of_Tasmania,<award>Centenary_Medal,<age>98,<gender>Male,<knowsLanguage>English_lang,	Hobart
<alumniOf>Cornell_University,<alumniOf>Cardozo_Education_Campus,<age>147,<gender>Male,<knowsLanguage>Classical_Chinese,<knowsLanguage>Old_Mandarin,<nationality>Taiwan,	Suzhou
<award>Knight_u0027_s_Cross_of_the_Iron_Cross,<age>104,<gender>Male,	Chernyakhovsk
<alumniOf>Phillips_Academy,<age>152,<gender>Male,<nationality>United_States,	Orange_u002C__New_Jersey
<age>177,<gender>Male,	Bath_u002C__Somerset
<age>54,<gender>Male,<nationality>Yemen,	Yemen
<age>52,<gender>Male,	Halhul
<gender>Male,	Bijapur
<age>93,<gender>Male,<nationality>Iran,	Hamadan
<age>216,<gender>Male,<nationality>Nigeria,	Wurno
<age>70,<gender>Male,<nationality>Iraq,	Iraq
<alumniOf>Imam_Mohammad_Ibn_Saud_Islamic_University,<age>70,<gender>Male,	Riyadh
<age>653,<gender>Female,<knowsLanguage>English_lang,	Up_Holland
<age>134,<gender>Female,<nationality>Switzerland,	Basel
<age>674,<gender>Female,	Arundel_Castle
<age>178,<gender>Female,<nationality>United_States,	Virginia
<age>117,<gender>Female,<knowsLanguage>Portuguese_lang,<nationality>Brazil,	São_Manuel
<age>464,<gender>Female,	Althorp
<age>156,<gender>Female,<knowsLanguage>French_lang,<nationality>France,	Paris
<age>79,<gender>Male,<nationality>United_States,	Florida
<age>81,<gender>Male,<nationality>United_States,	Albany_u002C__Georgia
<age>126,<gender>Male,	Alice_u002C__Texas
<age>68,<gender>Male,	Nauru
<age>103,<gender>Male,	Wilno_u002C__Ontario
<age>114,<gender>Female,	London
<age>93,<gender>Male,<knowsLanguage>English_lang,<nationality>Canada,<worksFor>McMaster_University,	Woodville_u002C__Ontario
<gender>Male,	Monsanto__u0028_Idanha-a-Nova_u0029_
<age>233,<gender>Female,	Wrocław
<age>215,<gender>Female,	Regensburg
<age>177,<gender>Female,	Weyerbusch
<award>Medal_of_Honor,<age>195,<gender>Male,<nationality>United_States,	Dover-Foxcroft_u002C__Maine
<age>854,<gender>Male,	Craon_u002C__Mayenne
<gender>Male,<nationality>United_States,<age>222,	Hanover_u002C__Virginia
<age>247,<gender>Female,<knowsLanguage>German_lang,<nationality>Germany,	Kirchheimbolanden
<age>55,<gender>Male,<nationality>Israel,	Rishon_LeZion
<age>803,<gender>Female,	Monmouthshire
<age>64,<gender>Male,<nationality>Iran,	Iran
<age>106,<gender>Male,<nationality>Iran,	Tehran
<age>746,<gender>Male,<nationality>Uzbekistan,	Bukhara
<age>724,<gender>Male,<nationality>Chagatai_Khanate,	Uzbekistan
<alumniOf>Harvard_University,<age>124,<gender>Male,<memberOf>Republican_Party__u0028_United_States_u0029_,<nationality>United_States,	Corning__u0028_city_u0029__u002C__New_York
<age>221,<gender>Male,	Barnard_u002C__Vermont
<age>37,<gender>Female,<nationality>Republic_of_Ireland,	Kilkenny
<alumniOf>Brown_University,<alumniOf>Tulane_University,<alumniOf>Memphis_College_of_Art,<alumniOf>Woodward_Academy,<alumniOf>Tulane_University_School_of_Liberal_Arts,<age>56,<gender>Female,<nationality>United_States,	Plains_u002C__Georgia
<gender>Female,<nationality>Republic_of_Ireland,	Dublin
<age>2652,<gender>Female,	Media__u0028_region_u0029_
<age>95,<gender>Female,<knowsLanguage>German_lang,<nationality>Germany,	Ansbach
<age>253,<gender>Female,<knowsLanguage>Spanish_lang,<nationality>Spain,	Buenos_Aires
<gender>Female,	Iași
<age>149,<gender>Male,	Villa_San_Donato
<award>Medal__U0027_For_Impeccable_Service_U0027__U002C__3Rd_Class_Q26205110,<age>60,<gender>Male,<knowsLanguage>Russian_lang,<nationality>Russia,	Dolzhansky_District
<alumniOf>University_of_Edinburgh,<age>134,<gender>Male,	Penuganchiprolu
<alumniOf>University_of_Göttingen,<alumniOf>University_of_Zagreb,<award>Knight_Grand_Cross_Of_The_Order_Of_Merit_Of_The_Italian_Republic_Q14539974,<award>Great_Cross_With_Star_And_Sash_Of_The_Order_Of_Merit_Of_The_Federal_Republic_Of_Germany_Q10905171,<award>Knight_Commander_U0027_S_Cross_Of_The_Order_Of_Merit_Of_The_Federal_Republic_Of_Germany_Q10905235,<award>Cross_Of_The_Order_Of_Merit_Of_The_Federal_Republic_Of_Germany_Q10905380,<age>94,<gender>Male,<knowsLanguage>German_lang,<nationality>Germany,<worksFor>Mercedes-Benz_Group,	Tallinn
<age>56,<gender>Male,<nationality>Argentina,	Buenos_Aires
<age>224,<gender>Male,	Linlithgow
<age>175,<gender>Male,	Saint-Léonard_u002C__New_Brunswick
<alumniOf>Cornell_University,<alumniOf>Walsh_School_of_Foreign_Service,<age>63,<gender>Male,<worksFor>Georgetown_University,	New_York_City
<age>58,<gender>Male,<nationality>Nigeria,	Nigeria
<award>Medal_of_Honor,<age>180,<gender>Male,	United_States
<award>Commander_Of_The_Order_Of_The_British_Empire_Q12201477,<award>Distinguished_Service_Order,<award>Legionnaire_Of_Legion_Of_Merit_Q17231624,<age>127,<gender>Male,	Belgaum
<alumniOf>James_E_u002E__Rogers_College_of_Law,<award>Purple_Heart,<age>103,<gender>Male,<memberOf>Republican_Party__u0028_United_States_u0029_,<nationality>United_States,	Nogales_u002C__Arizona
<age>577,<gender>Male,	Uglich
<age>533,<gender>Male,	Moscow
<age>344,<gender>Male,<knowsLanguage>Ukrainian_lang,	Volodymyr__u0028_city_u0029_
<age>569,<gender>Male,	Kościelec_u002C__Kuyavian-Pomeranian_Voivodeship
<age>394,<gender>Male,	Kamianets-Podilskyi
<age>70,<gender>Male,<nationality>United_States,	Duluth_u002C__Minnesota
<age>52,<gender>Male,<knowsLanguage>German_lang,<memberOf>Chaos_Computer_Club,<nationality>Germany,	Hamburg
<age>121,<gender>Male,<nationality>United_States,	Hoboken_u002C__New_Jersey
<age>88,<gender>Male,<nationality>United_States,	Boston
<age>1223,<gender>Female,<knowsLanguage>English_lang,<nationality>Wales,	Wales
<age>1074,<gender>Male,	Kaesong
<gender>Female,	County_Cork
<age>424,<gender>Female,	Jarosław
<age>423,<gender>Female,	Paliano
<age>252,<gender>Female,	Hamburg
<age>364,<gender>Female,	Kraków
<award>Order_of_Lenin,<award>Hero_of_the_Soviet_Union,<award>Order_of_the_Red_Star,<age>102,<gender>Female,	Karelia
<age>294,<gender>Female,	Lviv
<age>423,<gender>Female,<knowsLanguage>German_lang,<nationality>Germany,	Bouxwiller_u002C__Bas-Rhin
<age>1061,<gender>Female,<knowsLanguage>Old_East_Slavic,<knowsLanguage>Medieval_Greek,	Constantinople
<age>481,<gender>Female,	Alsace
<age>177,<gender>Female,<nationality>United_States,	Albany_u002C__New_York
<age>454,<gender>Female,	Florence
<age>445,<gender>Female,	County_of_Bentheim
<age>643,<gender>Female,	Celje
<age>494,<gender>Female,	Kassel
<age>482,<gender>Female,	Dillenburg
<age>667,<gender>Female,	Trabzon
<age>624,<gender>Female,	Principality_of_Wallachia
<age>409,<gender>Female,	Arundel_Castle
<age>597,<gender>Female,	Caversham_Park
<age>421,<gender>Female,<nationality>Denmark,	Tryggevælde
<alumniOf>University_of_Toronto,<alumniOf>Queen_u0027_s_University_at_Kingston,<age>71,<gender>Female,<nationality>Canada,<worksFor>McGill_University,	Quebec_City
<age>348,<gender>Female,<knowsLanguage>French_lang,<nationality>France,	Paris
<age>420,<gender>Female,	England
<age>567,<gender>Female,<knowsLanguage>English_lang,	Warwick_Castle
<gender>Female,<knowsLanguage>English_lang,<alumniOf>University_of_New_England__u0028_Australia_u0029_,<age>72,	Armidale
<age>468,<gender>Female,	Althorp
<age>548,<gender>Female,	Blickling
<age>112,<gender>Female,<knowsLanguage>French_lang,<nationality>France,	Annecy
<age>633,<gender>Female,	County_Westmeath
<alumniOf>Parsons_School_of_Design,<award>Croix_de_Guerre,<award>Order_of_Carol_I,<award>Order_of_Saints_Olga_and_Sophia,<award>Order_of_Agricultural_Merit,<age>100,<gender>Female,<knowsLanguage>English_lang,<knowsLanguage>French_lang,<knowsLanguage>Italian_lang,<knowsLanguage>Romanian_lang,<nationality>Romania,<worksFor>Bloomingdale_u0027_s,<worksFor>Macy_u0027_s,	16th_arrondissement_of_Paris
<age>1876,<gender>Female,	Rome
<age>180,<gender>Female,	Ireland
<age>70,<gender>Female,<nationality>Sweden,	Stockholm
<age>1740,<gender>Male,<knowsLanguage>Latin,	Rome
<age>64,<gender>Male,<nationality>United_States,	Washington_u002C__D_u002E_C_u002E_
<age>425,<gender>Male,<knowsLanguage>English_lang,	Bishop_Burton
<alumniOf>Georgetown_University,<alumniOf>Brown_University,<alumniOf>Georgetown_Preparatory_School,<age>58,<gender>Male,<memberOf>Democratic_Party__u0028_United_States_u0029_,<nationality>United_States,	Boston
<award>Knight_banneret,<age>546,<gender>Male,	Kexby_u002C__North_Yorkshire
<alumniOf>Eton_College,<alumniOf>King_u0027_s_College_u002C__Cambridge,<age>463,<gender>Male,	London
<age>262,<gender>Female,<knowsLanguage>French_lang,<nationality>France,	Paris
<award>German_Cross_In_Gold_Q17412908,<award>Knight_u0027_s_Cross_of_the_Iron_Cross,<age>111,<gender>Male,<nationality>Austria,	Vienna
<award>Order_of_St_u002E__Andrew,<award>Order_of_the_White_Eagle__u0028_Poland_u0029_,<age>367,<gender>Male,	Munich
<age>99,<gender>Male,	Selci_Đakovački
<age>184,<gender>Male,<nationality>United_States,	Chojnice
<age>119,<gender>Male,	Dubliany_u002C__Lviv_Raion_u002C__Lviv_Oblast
<age>74,<gender>Female,<nationality>United_States,	Arecibo_u002C__Puerto_Rico
<age>674,<gender>Female,<knowsLanguage>Italian_lang,	Milan
<age>549,<gender>Male,	Naples
<age>257,<gender>Male,	Milan
<age>77,<gender>Male,<knowsLanguage>Italian_lang,<nationality>Italy,	Villa_San_Giovanni
<age>132,<gender>Male,<nationality>United_States,	Sicily
<age>417,<gender>Male,<knowsLanguage>Spanish_lang,<nationality>Spain,	Madrid
<age>129,<gender>Male,	Brooklyn
<age>133,<gender>Male,	Grand_Palace
<alumniOf>University_of_Puerto_Rico_at_Humacao,<age>76,<gender>Male,<memberOf>New_Progressive_Party__u0028_Puerto_Rico_u0029_,<nationality>United_States,	Naguabo_u002C__Puerto_Rico
<age>288,<gender>Female,	Przemyśl
<age>191,<gender>Male,<memberOf>Romanian_Academy,	Avdella
<gender>Male,	Thingalur
<age>1743,<gender>Female,	Byblos
<award>Order_of_the_Starry_Cross,<age>132,<gender>Female,<knowsLanguage>German_lang,<nationality>Austria,	Vienna
<age>188,<gender>Female,	Vienna
<award>Order_of_the_Starry_Cross,<age>142,<gender>Female,<knowsLanguage>German_lang,<nationality>Austria,	Linz
<award>Order_of_the_Starry_Cross,<age>247,<gender>Female,	Milan
<alumniOf>University_of_Lisbon,<award>Knight_Of_The_Order_Of_The_Golden_Fleece_Q15117228,<age>91,<gender>Male,<nationality>Hungary,	Budapest
<age>308,<gender>Male,	Vienna
<alumniOf>Trinity_College_Dublin,<age>221,<gender>Male,	Derry
<alumniOf>The_Citadel,<alumniOf>Mattoon_High_School,<age>88,<gender>Male,<nationality>United_States,	Mattoon_u002C__Illinois
<age>824,<gender>Male,	France
<alumniOf>Keble_College_u002C__Oxford,<award>Officer_Of_The_Order_Of_The_British_Empire_Q10762848,<award>Companion_Of_The_Order_Of_St_Michael_And_St_George_Q12177413,<award>Knight_Bachelor,<age>143,<gender>Male,<knowsLanguage>English_lang,	Henfield
<alumniOf>Addiscombe_Military_Seminary,<award>Knight_Commander_Of_The_Order_Of_The_Bath_Q12177470,<age>203,<gender>Male,	Mumbai
<age>469,<gender>Male,<knowsLanguage>German_lang,<nationality>Germany,	Neuenhaus
<alumniOf>University_of_Pennsylvania,<age>43,<gender>Male,<nationality>United_States,	Grand_Forks_u002C__North_Dakota
<gender>Male,	Khanate_of_Sibir
<alumniOf>University_of_Maine,<alumniOf>Bangor_High_School__u0028_Maine_u0029_,<age>106,<gender>Male,<nationality>United_States,	Bangor_u002C__Maine
<alumniOf>Harvard_Law_School,<award>Knight_Of_The_Legion_Of_Honour_Q10855271,<age>98,<gender>Male,<nationality>United_States,	New_York_City
<alumniOf>University_of_St_u002E__Joseph_u0027_s_College,<award>Companion_Of_The_Order_Of_St_Michael_And_St_George_Q12177413,<age>147,<gender>Male,<memberOf>Conservative_Party_of_Canada__u0028_1867_u2013_1942_u0029_,<nationality>Canada,	Carleton-sur-Mer
<age>145,<gender>Male,	Dixon_u002C__Illinois
<alumniOf>University_of_Wisconsin_u2013_Madison,<age>133,<gender>Male,<memberOf>Democratic_Party__u0028_United_States_u0029_,	De_Pere_u002C__Wisconsin
<alumniOf>College_of_Literature_u002C__Science_u002C__and_the_Arts,<alumniOf>Georgetown_University,<age>80,<gender>Male,<nationality>United_States,<worksFor>United_Nations,	Jackson_u002C__Michigan
<alumniOf>Dalhousie_University,<age>109,<gender>Male,<knowsLanguage>English_lang,	Pictou_County
<alumniOf>Yale_University,<alumniOf>Hotchkiss_School,<age>104,<gender>Male,<nationality>United_States,	Summit_u002C__New_Jersey
<alumniOf>Cornell_University,<alumniOf>New_York_State_College_of_Agriculture_and_Life_Sciences_at_Cornell_University,<award>Eagle_Scout,<age>128,<gender>Male,<nationality>United_States,	Brooklyn
<alumniOf>S_u002E__Thomas_u0027__College_u002C__Mount_Lavinia,<age>138,<gender>Male,<nationality>Sri_Lanka,	Panadura
<age>214,<gender>Male,	Marylebone
<award>Order_of_the_Garter,<age>537,<gender>Male,<knowsLanguage>English_lang,	Winchester
<age>255,<gender>Male,<nationality>United_States,	Brookfield_u002C__Massachusetts
<age>209,<gender>Male,<nationality>United_States,	Sullivan_Township_u002C__Tioga_County_u002C__Pennsylvania
<age>288,<gender>Male,<nationality>United_States,	North_Billerica_u002C__Massachusetts
<age>134,<gender>Male,	Bangkok
<gender>Female,	Alania
<gender>Male,	Urmia
<alumniOf>Nalanda_College_u002C__Colombo,<gender>Male,	Sri_Lanka
<age>574,<gender>Female,	Loënga
<age>729,<gender>Female,	Bagan
