sentences	sensitiveAttr
<Cooperate_economically>Iran,<Arrest_detain_or_charge_with_legal_action>Citizen_(Australia),<Consult>Majid_Takht_Ravanchi,<Sign_formal_agreement>Japan,<Express_intent_to_cooperate>Japan,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Fiji,<Express_intent_to_meet_or_negotiate>South_Korea,<Host_a_visit>Ashraf_Ghani_Ahmadzai,<Host_a_visit>Cristina_Fernández_de_Kirchner,<Sign_formal_agreement>Andrew_Robb,<Engage_in_negotiation>South_Korea,<Arrest_detain_or_charge_with_legal_action>Dissident_(China),<Host_a_visit>Vincent_C._Siew,<Host_a_visit>Abhisit_Vejjajiva,<Consult>Iran,<Engage_in_negotiation>Japan,<Host_a_visit>Henry_Kissinger,<Host_a_visit>Jakaya_Mrisho_Kikwete,	<Afghanistan>
<Make_a_visit>Serbia,	<North_Atlantic_Treaty_Organization>
<Deny_responsibility>China,	<Police_(Namibia)>
<Criticize_or_denounce>Julie_Bishop,<Bring_lawsuit_against>Lawyer/Attorney_(Australia),<fight_with_small_arms_and_light_weapons>Police_(Australia),	<Military_(China)>
<Engage_in_symbolic_act>Citizen_(United_Kingdom),	<Justin_Trudeau>
<Make_an_appeal_or_request>Media_(India),<Reject>Governor_(India),<Criticize_or_denounce>Jitan_Ram_Manjhi,<Express_intent_to_meet_or_negotiate>Court_Judge_(India),<Threaten>Company_-_Owner_or_Operator_(India),<Engage_in_symbolic_act>Jawaharlal_Nehru,	<Education_(Nigeria)>
<Demonstrate_or_rally>Legislature_(Indonesia),<Bring_lawsuit_against>Police_(Indonesia),<Criticize_or_denounce>Muslim_(Indonesia),	<Imad_Mugniyah>
<Demand_settling_of_dispute>Hassan_Joho,<Accuse>Police_(Kenya),<Provide_aid>Police_(Kenya),<Criticize_or_denounce>Government_(Kenya),<Consult>Alfred_Mutua,	<Volvo>
<Express_intent_to_meet_or_negotiate>Malaysia,	<Foreign_Affairs_(Chile)>
<Make_pessimistic_comment>Head_of_Government_(Mongolia),	<Other_Authorities_/_Officials_(Switzerland)>
<Accuse>Government_(Namibia),<Accuse>Police_(Namibia),	<Ruling_Party_(India)>
<Criticize_or_denounce>Suleiman_Abba,<Express_intent_to_cooperate>Ministry_(Nigeria),<Make_an_appeal_or_request>Government_(Nigeria),<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Ministry_(Nigeria),	<Employee_(Kuwait)>
<Criticize_or_denounce>Head_of_Government_(South_Korea),	<Arnaud_Montebourg>
<Make_an_appeal_or_request>Government_(Sudan),	<Head_of_Government_(Germany)>
<Make_empathetic_comment>East_African_Community,	<Other_Authorities_/_Officials_(Egypt)>
<Yield>Industry_(Thailand),	<Martin_McGuinness>
<Use_unconventional_violence>Police_(Uganda),	<Lawyer/Attorney_(Turkey)>
<Reject>Amnesty_International,	<Congress_(Philippines)>
<Make_an_appeal_or_request>Party_Member_(Zambia),	<Employee_(Philippines)>
<Investigate>Government_(Burundi),	<High_Commission_for_Refugees>
<Express_intent_to_meet_or_negotiate>Rafael_Ramírez,<Host_a_visit>Congress_(United_States),<Host_a_visit>Zhang_Dejiang,<Investigate>Ruben_Dario_Alzate,	<Combatant_(Islamic_State_of_Iraq_and_the_Levant)>
<Use_unconventional_violence>Citizen_(Australia),	<Media_(Swaziland)>
<Use_conventional_military_force>Mamadou_Ndala,	<Defense_/_Security_Ministry_(Angola)>
<Arrest_detain_or_charge_with_legal_action>Citizen_(India),	<Mark_Lyall_Grant>
<Make_a_visit>Colombia,	<Police_(Hong_Kong)>
<Reject>Citizen_(India),<Threaten>Citizen_(India),	<Medical_Personnel_(India)>
<Return_release_person(s)>Citizen_(Nigeria),<Make_an_appeal_or_request>Citizen_(Nigeria),	<Oversight_Court_(Nigeria)>
<Engage_in_negotiation>Lawyer/Attorney_(United_Kingdom),	<Government_(Panama)>
<Investigate>Citizen_(Zambia),	<Chief_Court_Judge_(Zambia)>
<Engage_in_symbolic_act>Citizen_(Australia),	<Head_of_Government_(Germany)>
<Use_unconventional_violence>Military_(Brazil),	<Police_(Senegal)>
<Use_unconventional_violence>Student_(Mexico),	<Social_Democratic_Party_(Lithuania)>
<Express_intent_to_meet_or_negotiate>South_Korea,	<Armed_Gang_(Afghanistan)>
<Express_intent_to_meet_or_negotiate>Burundi,	<Legislature_(Turkey)>
<Consult>Barack_Obama,<Accuse>Government_Official_(Russia),	<Arseniy_Yatsenyuk>
<Make_a_visit>Islam_Karimov,	<Holy_See>
<Arrest_detain_or_charge_with_legal_action>Drug_Gang_(Syria),	<Member_of_Legislative_(Govt)_(Kenya)>
<Consult>Victoria_Nuland,<Consult>Tamar_Beruchashvili,	<Middle_East>
<Consult>Head_of_Government_(Nigeria),	<Catherine_Ashton>
<Consult>Media_(India),	<Ministry_(Czech_Republic)>
<Reject>Citizen_(Tonga),	<Civic_Group_(Croatia)>
<Praise_or_endorse>Federica_Mogherini,	<New_Zealand>
<Appeal_for_de-escalation_of_military_engagement>Ethnic_Group_(Nigeria),	<Government_(Nigeria)>
<Rally_opposition_against>Citizen_(India),<Accuse>Bhupinder_Singh_Hooda,	<Thief_(India)>
<Make_a_visit>Iraq,	<Defense_/_Security_Ministry_(Angola)>
<Praise_or_endorse>Iran,	<Barack_Obama>
<Consult>Government_(Sierra_Leone),	<South_Sudan>
<Make_an_appeal_or_request>Serbia,	<Armed_Gang_(Egypt)>
<Use_unconventional_violence>Citizen_(Nigeria),	<François_Hollande>
<Obstruct_passage_block>Guatemala,	<Election_Commission_(India)>
<Consult>Ministry_(Belgium),<Express_intent_to_meet_or_negotiate>Reuven_Rivlin,<Make_a_visit>Poland,	<Foreign_Affairs_(Russia)>
<Criticize_or_denounce>France,<Host_a_visit>China,<Host_a_visit>Head_of_Government_(India),	<Frank_Bainimarama>
<Consult>Media_(India),	<International_Monetary_Fund>
<Consult>Media_(India),	<Government_Affiliated_Bank_(Brazil)>
<Engage_in_negotiation>Head_of_Government_(Egypt),	<Labor_and_Employment_Ministry_(Bahrain)>
<Consult>Foreign_Affairs_(Russia),	<Jason_C._Hu>
<Grant_asylum>Citizen_(Australia),	<Rupiah_Banda>
<Engage_in_symbolic_act>Foreign_Affairs_(Comoros),	<Haaretz>
<Consult>Abdelkader_Messahel,	<Other_Authorities_/_Officials_(Libya)>
<Praise_or_endorse>Iran,	<Oil_Tanker_(Bangladesh)>
<Criticize_or_denounce>Armed_Force_(Russia),	<Dmitry_Anatolyevich_Medvedev>
<Make_an_appeal_or_request>Ali_Abdullah_Saleh,<Make_a_visit>France,	<Angola>
<Make_an_appeal_or_request>Hellenic_Armed_Forces,	<Member_of_Parliament_(Germany)>
<Praise_or_endorse>Military_(Lebanon),<Engage_in_diplomatic_cooperation>Kuwait,<Arrest_detain_or_charge_with_legal_action>Men_(France),<Make_pessimistic_comment>Iran,<Host_a_visit>European_Parliament,<Express_intent_to_cooperate_economically>Iran,<Host_a_visit>Abdel_Fattah_Al-Sisi,<Arrest_detain_or_charge_with_legal_action>Women_(France),<Host_a_visit>House_of_Representatives_(Jordan),	<Boko_Haram>
<Make_a_visit>Fiji,<Engage_in_negotiation>Julie_Bishop,	<Fiji>
<Express_intent_to_cooperate>Xi_Jinping,<Express_intent_to_meet_or_negotiate>Guinea,<Express_intent_to_meet_or_negotiate>Canada,<Engage_in_negotiation>Head_of_Government_(Egypt),	<Boko_Haram>
<Consult>Retno_Marsudi,	<Japan>
<Engage_in_negotiation>Abdel_Fattah_Al-Sisi,	<Military_Personnel_-_Special_(Kenya)>
<Yield>Citizen_(Singapore),	<Vietnam>
<Accede_to_demands_for_rights>Citizen_(Kenya),	<Militia_(Kenya)>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Citizen_(Nigeria),<Demonstrate_military_or_police_power>Indigenous_People_(Nigeria),<Arrest_detain_or_charge_with_legal_action>Citizen_(Nigeria),	<Medical_Personnel_(Nigeria)>
<Make_pessimistic_comment>Asylum_Seeker_(South_Africa),	<Defense_/_Security_Ministry_(Nigeria)>
<Conduct_suicide_car_or_other_non-military_bombing>Sudan,	<Riek_Machar>
<Make_an_appeal_or_request>Government_(Sweden),	<The_Standard>
<Consult>Rustam_Azimov,	<Thailand>
<Demand>Court_Judge_(Zambia),	<Freedom_Fighter_(Zambia)>
<Praise_or_endorse>United_Arab_Emirates,	<Iraq>
<Arrest_detain_or_charge_with_legal_action>Criminal_(Palestinian_Territory_Occupied),	<Israeli_Defense_Forces>
<Criticize_or_denounce>Citizen_(Kenya),	<Government_(Kenya)>
<Express_intent_to_meet_or_negotiate>Xi_Jinping,<Make_a_visit>New_Zealand,	<Japan>
<Consult>Food_and_Agriculture_Organization,<Make_a_visit>France,	<Boko_Haram>
<Make_a_visit>Qatar,	<Other_Authorities_/_Officials_(Greece)>
<Consult>Nicos_Anastasiades,	<Coalition_of_the_Radical_Left>
<Express_intent_to_meet_or_negotiate>Citizen_(India),	<Company_-_Owner_or_Operator_(India)>
<Criticize_or_denounce>Education_(Nigeria),	<Ministry_(Nigeria)>
<Consult>Abdulla_Yameen,<Consult>Pervez_Musharraf,<Make_an_appeal_or_request>Barack_Obama,	<Benazir_Bhutto>
<Engage_in_negotiation>Abdullah_bin_Nasser_bin_Khalifa_Al-Thani,	<Argentine_Naval_Prefecture>
<Consult>Xi_Jinping,	<Nadine_Heredia>
<Appeal_for_judicial_cooperation>Member_of_the_Judiciary_(Sri_Lanka),	<Liberals_(Canada)>
<Make_an_appeal_or_request>Businessperson_(Taiwan),	<Election_Commission_(India)>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Citizen_(Cote_d'Ivoire),	<Ministry_(Brazil)>
<Praise_or_endorse>House_of_Representatives_(Japan),	<Tanzania>
<Consult>Xi_Jinping,	<Cambodia>
<Use_unconventional_violence>Citizen_(Nigeria),	<Associated_Press>
<Make_an_appeal_or_request>Sam_Nda-Isaiah,	<Malawi>
<Reject>Citizen_(Nigeria),	<Government_(Nigeria)>
<Threaten>Indigenous_People_(Nigeria),	<Tamerlan_Tsarnaev>
<Cooperate_economically>Vietnam,	<Fumio_Kishida>
<Engage_in_material_cooperation>Iran,	<Ministry_(Liberia)>
<Host_a_visit>Mohammad_Nahavandian,<Host_a_visit>Cleric_(Iraq),<Express_intent_to_cooperate>Iraq,<Host_a_visit>Haider_Al-Abadi,<Host_a_visit>Nuri_al-Maliki,<Express_intent_to_meet_or_negotiate>Citizen_(Saudi_Arabia),<Engage_in_negotiation>China,<Cooperate_economically>Iraq,<Engage_in_negotiation>Foreign_Affairs_(United_States),<Consult>Nuri_al-Maliki,<Express_intent_to_cooperate>Oman,	<Morteza_Sarmadi>
<Meet_at_a_'third'_location>Mohammad_Javad_Zarif,	<Iran>
<Express_intent_to_cooperate>Iran,<Occupy_territory>Kuwait,<Employ_aerial_weapons>Oil_Tanker_(Iraq),<Arrest_detain_or_charge_with_legal_action>Member_of_Parliament_(Iraq),	<National_Alliance_(Iraq)>
<Express_intent_to_meet_or_negotiate>Kazakhstan,	<Afghanistan>
<Meet_at_a_'third'_location>China,<Consult>Thailand,<Express_intent_to_cooperate_economically>South_Korea,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>China,<Host_a_visit>Kiichi_Miyazawa,<Make_optimistic_comment>Xi_Jinping,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Citizen_(Yemen),<Praise_or_endorse>Tajikistan,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Association_of_Southeast_Asian_Nations,<Express_intent_to_cooperate>China,<Praise_or_endorse>House_of_Representatives_(Japan),<Arrest_detain_or_charge_with_legal_action>Kyoto_University,	<China>
<Engage_in_symbolic_act>Military_(Lebanon),	<South_Korea>
<Host_a_visit>Ashraf_Ghani_Ahmadzai,	<North_Atlantic_Treaty_Organization>
<Make_an_appeal_or_request>Citizen_(India),	<Tanzania>
<Make_an_appeal_or_request>Media_(Africa),	<Justin_Trudeau>
<Express_intent_to_meet_or_negotiate>Head_of_Government_(Ghana),	<Ministry_(Czech_Republic)>
<Demand_diplomatic_cooperation_(such_as_policy_support)>China,<Express_intent_to_meet_or_negotiate>Oman,<Express_intent_to_meet_or_negotiate>Xi_Jinping,<Make_a_visit>France,<Praise_or_endorse>China,<Express_intent_to_meet_or_negotiate>Mohammad_Javad_Zarif,<Meet_at_a_'third'_location>Saud_bin_Faisal_bin_Abdul-Aziz,<Consult>Saud_bin_Faisal_bin_Abdul-Aziz,<Express_intent_to_meet_or_negotiate>France,<Consult>Catherine_Ashton,	<Iran>
<Express_intent_to_meet_or_negotiate>Head_of_Government_(Ukraine),<Consult>Head_of_Government_(Ukraine),	<Daniel_Ortega>
<Accuse>Police_(Hong_Kong),	<Student_(Hong_Kong)>
<Consult>UN_Security_Council,<Express_intent_to_meet_or_negotiate>Citizen_(Australia),<Coerce>Combatant_(Australia),<Reject>Barack_Obama,<Consult>Kevin_Rudd,	<Barack_Obama>
<Express_intent_to_meet_or_negotiate>Philippines,	<Japan>
<Consult>François_Hollande,	<Tahirul_Qadri>
<Sign_formal_agreement>Ministry_(Tanzania),	<National_Party_(India)>
<Meet_at_a_'third'_location>Tajikistan,	<Government_(Nepal)>
<Engage_in_symbolic_act>Citizen_(Australia),	<Alexander_Stubb>
<Make_a_visit>Nurse_(North_Korea),<Consult>Barack_Obama,	<North_Korea>
<Demand>Kikuyu,	<Environmentalist_(France)>
<Consult>Foreign_Affairs_(United_States),	<Romania>
<Host_a_visit>Gen_Prayut_Chan-o-cha,	<Al_Arabiya>
<Threaten>Citizen_(Australia),<Impose_administrative_sanctions>Women_(Australia),	<Police_(Australia)>
<Arrest_detain_or_charge_with_legal_action>Men_(Kenya),	<Uhuru>
<Accuse>Citizen_(United_Kingdom),	<Frank_Bainimarama>
<Arrest_detain_or_charge_with_legal_action>Citizen_(Zambia),	<People_Associated_with_the_Opposition_(Albania)>
<Express_intent_to_meet_or_negotiate>Lawmaker_(South_Korea),	<Civil_Guard>
<Impose_administrative_sanctions>Religion_(Israel),	<Liberals_(Canada)>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Angola,	<Police_(Sudan)>
<Reject>Member_of_the_Judiciary_(Libya),	<Business_(Netherlands)>
<Praise_or_endorse>Government_(Germany),	<Police_(Greece)>
<Praise_or_endorse>Protester_(Hong_Kong),<Demand>Government_Official_(Taiwan),	<China>
<Express_intent_to_release_persons_or_property>Fishermen_(Sri_Lanka),	<Malawi>
<Express_intent_to_meet_or_negotiate>Representatives_(Russia),	<Iran>
<Provide_humanitarian_aid>Citizen_(Malaysia),	<Armed_Rebel_(Ukraine)>
<Host_a_visit>Kamalesh_Sharma,	<Government_(Ecuador)>
<Criticize_or_denounce>Macky_Sall,	<Canada>
<Make_an_appeal_or_request>Citizen_(India),	<Abdul_Aziz>
<Make_a_visit>Middle_East,	<Government_(Venezuela)>
<Host_a_visit>Foreign_Affairs_(Czech_Republic),<Praise_or_endorse>Citizen_(Germany),	<Iraq>
<Consult>Cameroon,	<Criminal_(Jamaica)>
<Consult>Ogaden_National_Liberation_Front,<Consult>Ministry_(South_Africa),	<Businessperson_(Kenya)>
<Consult>Firhad_Hakim,	<Fidesz>
<Consult>Governor_(Kenya),	<Islamic_(India)>
<Consult>Daniel_Mitov,<Criticize_or_denounce>Citizen_(Bulgaria),	<Ogbeni_Rauf_Aregbesola>
<Make_an_appeal_or_request>Government_(Pakistan),	<Oil_Tanker_(Bangladesh)>
<Praise_or_endorse>Medical_Association_(India),	<Justice_Department/Ministery_(India)>
<Defy_norms_law>Citizen_(India),<Accuse>Rajya_Sabha,	<Head_of_Government_(India)>
<Make_an_appeal_or_request>International_Government_Organizations,	<Ministry_(Iran)>
<Criticize_or_denounce>Government_(Venezuela),	<Al_Jazeera>
<Make_an_appeal_or_request>Public_Service_Ministry/Department_(Bangladesh),<Reject>Citizen_(Bangladesh),	<Criminal_(El_Salvador)>
<Arrest_detain_or_charge_with_legal_action>Roger_B._Wilson,	<Civil_Guard>
<Sexually_assault>Employee_(India),	<South_Sudan>
<Abduct_hijack_or_take_hostage>Intelligence_Officer_(Philippines),	<Industrial_/_Textiles_/_Mining_Ministry_(Azerbaijan)>
<Consult>Abdel_Fattah_Al-Sisi,	<China>
<Express_intent_to_cooperate>China,<Praise_or_endorse>Barack_Obama,	<Indigenous_People_(India)>
<Host_a_visit>María_Ángela_Holguín,	<United_Arab_Emirates>
<Make_an_appeal_or_request>Citizen_(Nigeria),	<Police_(Jamaica)>
<Use_unconventional_violence>Employee_(India),	<Armed_Rebel_(Syria)>
<fight_with_small_arms_and_light_weapons>Company_-_Owner_or_Operator_(Nigeria),	<Nadine_Heredia>
<Accuse>Government_(Syria),	<Government_(Ecuador)>
<Sign_formal_agreement>City_Mayor_(Argentina),	<Thailand>
<Make_an_appeal_or_request>Employee_(Cote_d'Ivoire),	<Israeli_Defense_Forces>
<Impose_administrative_sanctions>Armed_Rebel_(Syria),<fight_with_small_arms_and_light_weapons>Armed_Gang_(Lebanon),	<Armed_Gang_(Benin)>
<Use_conventional_military_force>Myanmar,	<Lawyer/Attorney_(Belgium)>
<Occupy_territory>Philippines,<Mobilize_or_increase_armed_forces>Philippines,<Arrest_detain_or_charge_with_legal_action>Abu_Sayyaf,<Investigate>Philippines,	<Criminal_(Philippines)>
<Accuse>Government_(Sudan),	<Imad_Mugniyah>
<Use_conventional_military_force>Thailand,	<Head_of_Government_(Latvia)>
<Provide_military_aid>Combatant_(Iraqi_Kurds),	<Combatant_(Turkey)>
<Consult>Media_(Africa),	<Business_(Bahrain)>
<Use_conventional_military_force>Afghanistan,<Use_conventional_military_force>Attacker_(Afghanistan),	<Media_(Romania)>
<fight_with_small_arms_and_light_weapons>Citizen_(India),	<Sergey_Viktorovich_Lavrov>
<Use_conventional_military_force>Moro_Islamic_Liberation_Front,	<Abu_Sayyaf>
<Occupy_territory>Iraq,	<Henry_M._Paulson>
<Consult>Martin_Stropnický,	<Jan_Kohout>
<Make_an_appeal_or_request>Population_(Angola),<Consult>Governor_(Angola),	<Angola>
<Consult>Gurbanguly_Berdymukhammedov,<Express_intent_to_meet_or_negotiate>United_Arab_Emirates,	<Mehr_News_Agency>
<Reject>International_Monetary_Fund,	<Armed_Gang_(Lebanon)>
<Express_intent_to_meet_or_negotiate>Citizen_(Kyrgyzstan),	<Henry_M._Paulson>
<Demand>Citizen_(Nigeria),<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Citizen_(Nigeria),	<Other_Authorities_/_Officials_(Nigeria)>
<Praise_or_endorse>Head_of_Government_(Pakistan),<Express_intent_to_meet_or_negotiate>Iran,	<Chuck_Hagel>
<Appeal_for_release_of_persons_or_property>Citizen_(Singapore),	<Government_(Singapore)>
<Praise_or_endorse>Government_(South_Africa),<Consult>Media_(Africa),	<South_Africa>
<Make_an_appeal_or_request>Civil_Servant_(Thailand),	<Thailand>
<Engage_in_material_cooperation>Police_(Israel),	<Businessperson_(Kenya)>
<Accuse>Sudan,	<Bolivia>
<Praise_or_endorse>Other_Authorities_/_Officials_(Egypt),	<Court_Judge_(Nigeria)>
<Make_a_visit>China,<Make_an_appeal_or_request>China,<Consult>Sergey_Viktorovich_Lavrov,<Engage_in_negotiation>Catherine_Ashton,<Make_optimistic_comment>Oman,<Meet_at_a_'third'_location>Catherine_Ashton,<Express_intent_to_meet_or_negotiate>John_Kerry,<Halt_negotiations>John_Kerry,	<Iran>
<Make_a_visit>Iran,	<Iraq>
<Criticize_or_denounce>Government_(South_Africa),	<Main_Opposition_(South_Africa)>
<Grant_diplomatic_recognition>China,<Provide_aid>Sierra_Leone,	<Tamerlan_Tsarnaev>
<fight_with_small_arms_and_light_weapons>Citizen_(Nigeria),	<Villager_(Hong_Kong)>
<Host_a_visit>Association_of_Southeast_Asian_Nations,<Make_pessimistic_comment>Barack_Obama,	<Police_(United_States)>
<Arrest_detain_or_charge_with_legal_action>Fishermen_(Vietnam),	<Business_(Bahrain)>
<Reduce_or_break_diplomatic_relations>Philippines,	<China>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>China,<Mobilize_or_increase_armed_forces>Middle_East,<Host_a_visit>Xi_Jinping,<Host_a_visit>Head_of_Government_(China),	<Ministry_(Zimbabwe)>
<Accuse>Police_(Belgium),	<UN_Security_Council>
<Consult>Nikos_Christodoulides,	<Police_(Dominican_Republic)>
<Consult>Morocco,	<Middle_East>
<Consult>North_Atlantic_Treaty_Organization,	<Somali_National_Army>
<Make_a_visit>Xi_Jinping,	<Government_(Kenya)>
<Engage_in_symbolic_act>Ashraf_Ghani_Ahmadzai,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Afghanistan,	<Military_(Russia)>
<Demand>Citizen_(South_Korea),<Engage_in_diplomatic_cooperation>Laos,<Reduce_relations>Citizen_(North_Korea),<Engage_in_negotiation>Dmitry_Anatolyevich_Medvedev,<Host_a_visit>Envoy_(United_States),<Host_a_visit>Media_Personnel_(United_States),<Criticize_or_denounce>Japan,	<South_Korea>
<Express_intent_to_meet_or_negotiate>Iran,	<Iraq>
<Host_a_visit>Iran,	<Poland>
<Demonstrate_for_policy_change>Government_(Georgia),	<Media_Personnel_(Australia)>
<Praise_or_endorse>Ibrahim_Hassan_Dankwambo,	<Government_(Nigeria)>
<Investigate>Police_(Philippines),	<Moro_Islamic_Liberation_Front>
<Provide_humanitarian_aid>Citizen_(Turkey),	<Hezbollah>
<Accuse>Citizen_(Greece),	<Foreign_Affairs_(India)>
<Arrest_detain_or_charge_with_legal_action>Citizen_(South_Korea),	<Chief_Court_Judge_(Zambia)>
<Make_an_appeal_or_request>Citizen_(South_Korea),	<Volvo>
<Make_an_appeal_or_request>Citizen_(India),	<Police_(United_States)>
<Consult>Nicos_Anastasiades,<Consult>Nikos_Christodoulides,	<Veterans_(Croatia)>
<Make_a_visit>China,	<National_Liberation_Army>
<Consult>Sergey_Viktorovich_Lavrov,	<Legislature_(Libya)>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Kathleen_Wynne,	<William_Ruto>
<Accuse_of_crime_corruption>Citizen_(India),	<Government_Affiliated_Bank_(Brazil)>
<Abduct_hijack_or_take_hostage>Citizen_(Australia),<Arrest_detain_or_charge_with_legal_action>Criminal_(Australia),	<Sue-Ellen_Kovack>
<Arrest_detain_or_charge_with_legal_action>Mambury_Njie,	<Foroyaa>
<Investigate>Women_(China),	<Medical_Personnel_(Japan)>
<Use_tactics_of_violent_repression>Mob_(Kenya),<Return_release_person(s)>Men_(Kenya),	<Immigrants_(Ethiopia)>
