sentences	sensitiveAttr
<fight_with_small_arms_and_light_weapons>Police_(Saudi_Arabia),	<Umar_al_Bashir>
<fight_with_small_arms_and_light_weapons>Citizen_(Thailand),	<Media_Personnel_(Thailand)>
<fight_with_small_arms_and_light_weapons>Citizen_(Thailand),	<Police_(Middle_East)>
<Use_unconventional_violence>Combatant_(Al_Qaeda),<Express_accord>Government_(Syria),	<United_Progressive_Alliance>
<Use_unconventional_violence>Citizen_(Yemen),	<Ri_Su_Yong>
<Consult>Government_Official_(United_States),	<Head_of_Government_(Ukraine)>
<Make_an_appeal_or_request>Government_(United_Arab_Emirates),	<Armed_Gang_(Egypt)>
<Host_a_visit>John_Kerry,	<Head_of_Government_(Ukraine)>
<Use_unconventional_violence>Afghanistan,	<Legislature_(Libya)>
<fight_with_artillery_and_tanks>Mamadou_Ndala,	<Police_(Namibia)>
<Use_unconventional_violence>Citizen_(Germany),	<Ethnic_Group_(India)>
<Use_unconventional_violence>Military_Personnel_(Libya),	<Benazir_Bhutto>
<fight_with_small_arms_and_light_weapons>Israeli_Defense_Forces,	<Daniel_Barrera_Barrera>
<fight_with_small_arms_and_light_weapons>Citizen_(Tanzania),	<Catherine_Ashton>
<Use_unconventional_violence>Lee_Rigby,	<Other_Authorities_/_Officials_(Hong_Kong)>
<Make_empathetic_comment>Citizen_(Australia),	<Owen_Ellington>
<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Member_of_Parliament_(Bangladesh),<Accuse>Activist_(Jamaat_I_Islami),	<Government_(South_Africa)>
<Make_an_appeal_or_request>Governor_(India),	<Amit_Shah>
<Arrest_detain_or_charge_with_legal_action>Men_(Bahrain),	<Republican_People's_Party>
<Express_intent_to_meet_or_negotiate>Abdul_Hamid,<Make_an_appeal_or_request>Citizen_(Bangladesh),	<Awami_(People's)_League>
<Praise_or_endorse>Coalition_of_the_Radical_Left,	<Office_of_the_United_Nations_High_Commissioner_for_Human_Rights>
<Provide_military_aid>Armed_Rebel_(Syria),<Express_intent_to_meet_or_negotiate>Japan,<Make_a_visit>North_Atlantic_Treaty_Organization,<Appeal_for_release_of_persons_or_property>Other_Authorities_/_Officials_(Venezuela),<Consult>Canada,<Criticize_or_denounce>Afghanistan,<Make_a_visit>France,<Engage_in_negotiation>Legislature_(Iraq),<Express_intent_to_meet_or_negotiate>Philippines,<Express_intent_to_meet_or_negotiate>Mexico,<Provide_economic_aid>Afghanistan,<Express_intent_to_cooperate_economically>Vietnam,<Reject>China,<Express_intent_to_meet_or_negotiate>François_Hollande,	<North_Atlantic_Treaty_Organization>
<Demand>Citizen_(Australia),	<Governor_(Spain)>
<Express_intent_to_meet_or_negotiate>Barack_Obama,<Engage_in_negotiation>Benny_Gantz,<Consult>Barack_Obama,<Deny_responsibility>Cabinet_/_Council_of_Ministers_/_Advisors_(United_States),	<John_Kerry>
<Criticize_or_denounce>Azubuike_Ihejirika,	<Uhuru_Muigai_Kenyatta>
<fight_with_small_arms_and_light_weapons>Education_(Nigeria),	<Government_(Nigeria)>
<Engage_in_diplomatic_cooperation>France,	<Business_(Russia)>
<fight_with_small_arms_and_light_weapons>Criminal_(Pakistan),	<Pakistan_Tehreek-e-Insaf>
<Criticize_or_denounce>Citizen_(Cote_d'Ivoire),	<City_Mayor_(Croatia)>
<Express_intent_to_cooperate>Iran,<Demand_diplomatic_cooperation_(such_as_policy_support)>Iran,	<Armed_Gang_(Benin)>
<Criticize_or_denounce>Labor_Party_(United_Kingdom),	<Oil_Tanker_(Bangladesh)>
<Make_an_appeal_or_request>Sergey_Viktorovich_Lavrov,	<Ethnic_Group_(India)>
<Host_a_visit>Xi_Jinping,<Threaten>Government_(Syria),<Engage_in_negotiation>Foreign_Affairs_(South_Korea),<Make_a_visit>China,<Make_a_visit>South_Korea,<Consult>Xi_Jinping,<Express_intent_to_cooperate>Philippines,<Sign_formal_agreement>Benjamin_Netanyahu,	<Fumio_Kishida>
<Make_a_visit>South_Korea,<Impose_embargo_boycott_or_sanctions>North_Korea,<Express_intent_to_meet_or_negotiate>Iran,	<Liberal_Party_(Canada)>
<Engage_in_diplomatic_cooperation>China,	<Lawyer/Attorney_(Uganda)>
<Engage_in_negotiation>Keiji_Furuya,	<Head_of_Government_(Nigeria)>
<Engage_in_negotiation>Wendy_Sherman,<Express_intent_to_meet_or_negotiate>People_Associated_with_the_Opposition_(Ukraine),<Make_an_appeal_or_request>Government_(Venezuela),<Discuss_by_telephone>Sergey_Viktorovich_Lavrov,<Make_a_visit>United_Arab_Emirates,<Express_intent_to_meet_or_negotiate>Sergey_Viktorovich_Lavrov,<Consult>Vitali_Klitschko,	<Iran>
<Arrest_detain_or_charge_with_legal_action>Military_Personnel_(India),	<Media_(Africa)>
<Reject>Philippines,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Tanzania,<Host_a_visit>Michael_Sata,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>African_Union,<Make_an_appeal_or_request>North_Korea,<Host_a_visit>Mamnoon_Hussain,<Make_an_appeal_or_request>Japan,<Host_a_visit>Ministry_(Mainland_Affairs_Council),<Make_empathetic_comment>Citizen_(South_Korea),<Host_a_visit>Nicolai_Wammen,<Make_an_appeal_or_request>Citizen_(International),<Praise_or_endorse>Cabinet_/_Council_of_Ministers_/_Advisors_(United_States),<Engage_in_diplomatic_cooperation>Cape_Verde,<Express_intent_to_cooperate_economically>Romania,<Reject>France,<Make_optimistic_comment>Vietnam,<Host_a_visit>Kamla_Persad-Bissessar,<Threaten>Vietnam,<Host_a_visit>Kim_Jong-Un,<Criticize_or_denounce>Japan,<Reject>Lawmaker_(Japan),<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>France,<Host_a_visit>John_Kerry,<Praise_or_endorse>Iraq,<Host_a_visit>Foreign_Affairs_(Mongolia),	<Afghanistan>
<Discuss_by_telephone>Sergey_Kuzhugetovich_Shoygu,<Consult>Japan,	<Iran>
<Appeal_to_engage_in_or_accept_mediation>Peter_O'Neill,<Threaten>Election_Commission_(Australia),<Demonstrate_or_rally>Police_(Australia),	<Military_(China)>
<Reject>Sheikh_Hasina_Wajed,<Demand>Employee_(Bangladesh),<Make_an_appeal_or_request>Abdul_Hamid,	<Justin_Trudeau>
<Use_unconventional_violence>Criminal_(Brazil),	<Dalbir_Singh>
<Make_an_appeal_or_request>Military_Personnel_-_Special_(Cote_d'Ivoire),	<Pope_Francis>
<Deny_responsibility>Newspaper_(Germany),	<Member_of_Legislative_(Govt)_(Kenya)>
<Use_unconventional_violence>Aam_Aadmi_Party,<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Employee_(India),<Accuse>Teesta_Setalvad,<Use_unconventional_violence>Company_-_Owner_or_Operator_(India),<Make_an_appeal_or_request>Aam_Aadmi_Party,<Deny_responsibility>Raj_Thackeray,<Criticize_or_denounce>Minister_Patnaik,<Make_an_appeal_or_request>Labor_Department_(India),<Make_an_appeal_or_request>Environment_Department/Ministry_(India),<Make_an_appeal_or_request>Associated_Press,<Express_intent_to_cooperate>Court_Judge_(India),<Make_an_appeal_or_request>Employee_(India),<Bring_lawsuit_against>Sunil_Kumar,<Sexually_assault>Medical_Personnel_(India),<Express_intent_to_meet_or_negotiate>Head_of_Government_(India),<Make_an_appeal_or_request>Omar_Abdullah,	<Education_(Nigeria)>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Iran,	<Business_(Canada)>
<Accuse>Gideon_Mung'aro,<Use_unconventional_violence>Governor_(Kenya),<Make_an_appeal_or_request>William_Ruto,<Make_an_appeal_or_request>Uhuru_Muigai_Kenyatta,<Demonstrate_or_rally>William_Kabogo,<Demand>Governor_(Kenya),<Criticize_or_denounce>Police_(Kenya),<Bring_lawsuit_against>Government_(Kenya),<Make_an_appeal_or_request>Public_Works_(Kenya),	<Volvo>
<Demonstrate_or_rally>Police_(Kosovo),	<United_Arab_Emirates>
<Make_an_appeal_or_request>Ministry_(Kyrgyzstan),	<Secretariat_(Egypt)>
<Criticize_or_denounce>National_Front_Malaysia,	<Foreign_Affairs_(Chile)>
<Criticize_or_denounce>Government_(Namibia),<Physically_assault>Court_Judge_(Namibia),<Make_an_appeal_or_request>Election_Commission_(Namibia),	<Ruling_Party_(India)>
<Make_an_appeal_or_request>Education_(Nigeria),<Accuse>Nigerian_National_Petroleum_Corporation,<Deny_responsibility>Congress_(Nigeria),<Criticize_or_denounce>Kashim_Shettima,<Criticize_or_denounce>Government_(Nigeria),<Bring_lawsuit_against>Government_(Nigeria),<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Other_Authorities_/_Officials_(Nigeria),	<Employee_(Kuwait)>
<Reject>North_Korea,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>North_Korea,	<Cabinet_/_Council_of_Ministers_/_Advisors_(United_States)>
<Express_intent_to_meet_or_negotiate>South_Korea,	<Arnaud_Montebourg>
<Occupy_territory>Police_(Sudan),	<Head_of_Government_(Germany)>
<Use_unconventional_violence>Tanzania,<Threaten>Criminal_(Tanzania),	<Other_Authorities_/_Officials_(Egypt)>
<Express_intent_to_meet_or_negotiate>Thailand,<Obstruct_passage_block>Thailand,<Reject>Thaksin_Shinawatra,<Demonstrate_or_rally>Thailand,<Use_unconventional_violence>Protester_(Thailand),<Appeal_for_military_aid>Thailand,<fight_with_small_arms_and_light_weapons>Thailand,<Demonstrate_or_rally>Student_(Thailand),<Criticize_or_denounce>Protester_(Thailand),	<Martin_McGuinness>
<Use_unconventional_violence>Nationalist_Movement_Party,	<Government_(France)>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Nuri_al-Maliki,	<Government_(Nepal)>
<Criticize_or_denounce>Northern_Ireland,<Reject>Conservative_Party_(United_Kingdom),<Bring_lawsuit_against>Scientist_(United_Kingdom),<Make_an_appeal_or_request>Theresa_May,<Use_unconventional_violence>Alex_Salmond,<fight_with_small_arms_and_light_weapons>Police_(United_States),	<Member_of_Parliament_(Ukraine)>
<Use_unconventional_violence>Police_(Yemen),<Abduct_hijack_or_take_hostage>Citizen_(Germany),	<Volvo>
<Accuse>Citizen_(Kenya),<Make_an_appeal_or_request>Political_Parties_(Zambia),<Make_an_appeal_or_request>Professor_(Zambia),	<Employee_(Philippines)>
<Make_a_visit>Philippines,	<Governor_(Spain)>
<Express_intent_to_cooperate_on_intelligence>Mexico,	<Combatant_(Islamic_State_of_Iraq_and_the_Levant)>
<Use_unconventional_violence>Armed_Rebel_(Syria),	<Abu_Sayyaf>
<Use_unconventional_violence>Militant_(Yemen),	<Thief_(India)>
<Protest_violently_riot>Labor_Union_(Nigeria),	<Industry_(South_Africa)>
<Make_an_appeal_or_request>Party_Member_(Thailand),	<Moro_National_Liberation_Front>
<Consult>Head_of_Government_(Pakistan),	<Armed_Rebel_(Yemen)>
<Accuse>Enrico_Letta,	<Al_Jazeera>
<Criticize_or_denounce>Government_(South_Africa),	<Tonga>
<Consult>Election_Commission_(India),	<Student_(Tanzania)>
<Express_intent_to_cooperate>Citizen_(India),<Arrest_detain_or_charge_with_legal_action>Men_(India),	<Medical_Personnel_(India)>
<Return_release_person(s)>Citizen_(Kenya),<Demand>Governor_(Kenya),	<Media_(Saudi_Arabia)>
<Accuse>Citizen_(Nigeria),	<Oversight_Court_(Nigeria)>
<Express_intent_to_meet_or_negotiate>Citizen_(Australia),	<Head_of_Government_(Germany)>
<Abduct_hijack_or_take_hostage>Men_(Mexico),	<Social_Democratic_Party_(Lithuania)>
<Consult>Foreign_Affairs_(Venezuela),	<Government_(Argentina)>
<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>China,	<Armed_Gang_(United_States)>
<Consult>Radio_Mitre,	<Government_(Argentina)>
<Consult>Bulgarian_National_Radio,	<Milos_Zeman>
<Express_intent_to_meet_or_negotiate>Serbia,	<Austria_Press_Agency>
<Make_a_visit>Foreign_Affairs_(South_Korea),	<Benjamin_Netanyahu>
<Mediate>Ethiopia,	<United_States_Senate>
<Reject>Police_(Ukraine),	<Ministry_(Afghanistan)>
<Demand_diplomatic_cooperation_(such_as_policy_support)>Military_(Lebanon),	<Associated_Press>
<Consult>Mahmoud_Ahmadinejad,	<Sergey_Viktorovich_Lavrov>
<Praise_or_endorse>Government_(Nigeria),	<Canadian_Armed_Forces>
<Engage_in_diplomatic_cooperation>Governor_(Angola),	<Ministry_(Zimbabwe)>
<Consult>Council_of_States,	<Ministry_(Czech_Republic)>
<Praise_or_endorse>Citizen_(Nigeria),	<Other_Authorities_/_Officials_(Libya)>
<Accuse>Citizen_(India),<Complain_officially>Citizen_(India),	<Thief_(India)>
<Accuse>Citizen_(Saudi_Arabia),	<Héctor_Beltrán_Leyva>
<Make_an_appeal_or_request>Citizen_(United_Kingdom),	<Police_(Cambodia)>
<Praise_or_endorse>Ministry_(Jordan),	<Ministry_(Jordan)>
<Consult>United_Arab_Emirates,	<Medical_Personnel_(Peru)>
<Consult>Uhuru_Muigai_Kenyatta,	<Government_Official_(Afghanistan)>
<Make_a_visit>South_Sudan,	<James_Wani_Igga>
<Consult>Riek_Machar,	<Iran>
<Make_a_visit>Iran,	<South_Sudan>
<Make_an_appeal_or_request>China,	<Iran>
<Express_intent_to_meet_or_negotiate>Mikhail_Margelov,	<Ivan_Gasparovic>
<Praise_or_endorse>Military_(France),	<Al-Shabaab>
<Make_an_appeal_or_request>Verkhovna_Rada,	<Armed_Gang_(Egypt)>
<Consult>Yannis_Stournaras,	<North_Atlantic_Treaty_Organization>
<Consult>Media_Personnel_(Chile),	<Bolivia>
<Use_conventional_military_force>Citizen_(Nigeria),	<Main_Opposition_(South_Africa)>
<Demand>Interim_Government_(Thailand),<Consult>Kittiratt_Na-Ranong,<Impose_administrative_sanctions>Thailand,	<Asylum_Seeker_(Sudan)>
<Make_a_visit>European_Central_Bank,	<Labor_Union_(Nigeria)>
<Provide_humanitarian_aid>Citizen_(Cote_d'Ivoire),	<Oluṣẹgun_Ọbasanjọ>
<Make_an_appeal_or_request>Citizen_(United_Kingdom),	<Foreign_Affairs_(United_States)>
<Make_a_visit>Serbia,	<Labor_and_Employment_Ministry_(Bahrain)>
<Consult>Cristina_Fernández_de_Kirchner,	<Abu_Sayyaf>
<Engage_in_negotiation>Ethiopia,	<Morocco>
<Make_an_appeal_or_request>Citizen_(India),	<Court_Judge_(Mexico)>
<Make_a_visit>Iran,	<Armed_Band_(Lebanon)>
<Consult>Iran,	<Combatant_(Islamic_State_of_Iraq_and_the_Levant)>
<Praise_or_endorse>South_Korea,<Express_intent_to_meet_or_negotiate>China,	<Main_Opposition_(South_Africa)>
<Express_intent_to_meet_or_negotiate>John_Kerry,<Make_a_visit>France,<Express_intent_to_meet_or_negotiate>Envoy_(United_States),	<Armenia>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Other_Authorities_/_Officials_(Egypt),<Make_an_appeal_or_request>North_Korea,<Make_an_appeal_or_request>Blogger_(China),	<South_Korea>
<Consult>Foreign_Affairs_(Russia),	<Foreign_Affairs_(India)>
<Make_empathetic_comment>Japan,	<European_Parliament>
<Express_intent_to_meet_or_negotiate>United_Arab_Emirates,<Make_a_visit>Aïchatou_Mindaoudou_Souleymane,<Make_a_visit>Japan,<Criticize_or_denounce>North_Korea,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Business_(Uruguay),	<Angola>
<Praise_or_endorse>Citizen_(Yemen),	<Military_(France)>
<Make_an_appeal_or_request>Children_(Zimbabwe),	<Industry_(South_Africa)>
<Host_a_visit>Jean-Yves_Le_Drian,<Meet_at_a_'third'_location>China,<Consult>Ministry_(Iran),<Express_intent_to_cooperate>Japan,<Host_a_visit>Antonis_Samaras,<Engage_in_negotiation>China,<Consult>Foreign_Affairs_(Ukraine),<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Iran,<Engage_in_diplomatic_cooperation>Iraq,<Host_a_visit>Foreign_Affairs_(Russia),<Host_a_visit>Foreign_Affairs_(United_States),<Use_conventional_military_force>Citizen_(Mali),<Criticize_or_denounce>François_Hollande,<Host_a_visit>Barack_Obama,<Consult>François_Hollande,<Express_intent_to_meet_or_negotiate>Iran,	<Boko_Haram>
<Consult>Julie_Bishop,	<Fiji>
<Express_intent_to_meet_or_negotiate>Military_(France),<Make_a_visit>Elizabeth_II,<Make_a_visit>China,	<Boko_Haram>
<Criticize_or_denounce>Citizen_(Nigeria),	<Emilio_Pérez_Touriño>
<Criticize_or_denounce>Angela_Merkel,	<United_Arab_Emirates>
<Consult>Political_Parties_(Italy),	<Military_Personnel_-_Special_(Kenya)>
<Accuse>Men_(Kenya),	<Militia_(Kenya)>
<Praise_or_endorse>Sushil_Koirala,	<Member_of_the_Judiciary_(Nigeria)>
<Reject_proposal_to_meet_discuss_or_negotiate>Citizen_(Nigeria),<Accuse>Chibuike_Rotimi_Amaechi,<Make_pessimistic_comment>Citizen_(Nigeria),	<Medical_Personnel_(Nigeria)>
<Demand_de-escalation_of_military_engagement>Armed_Rebel_(Pakistan),	<Activist_(United_States)>
<Praise_or_endorse>Government_(France),	<Angola>
<Impose_administrative_sanctions>South_Africa,<Consult>Member_of_the_Judiciary_(South_Africa),	<Defense_/_Security_Ministry_(Nigeria)>
<Engage_in_material_cooperation>Hezbollah,<Criticize_or_denounce>Yasir_Arafat,<Accuse>Armed_Rebel_(Syria),	<Armed_Rebel_(Syria)>
<Sign_formal_agreement>Afghanistan,	<Civic_Group_(Kenya)>
<Return_release_person(s)>Detainee_(Venezuela),	<Office_of_the_United_Nations_High_Commissioner_for_Human_Rights>
<Make_a_visit>Seyoum_Mesfin,	<Police_(United_States)>
<Give_ultimatum>Police_(Ukraine),	<Cobra_Matata>
<Accuse>Armed_Rebel_(Syria),	<Priest_(Holy_See_(Vatican_City_State))>
<Engage_in_negotiation>People_Associated_with_the_Opposition_(Ukraine),	<Police_(Senegal)>
<Criticize_or_denounce>Planning_Commission_(India),	<Education_Ministry_(France)>
<Criticize_or_denounce>Finance_/_Economy_/_Commerce_/_Trade_Ministry_(Japan),<Cooperate_economically>Japan,	<Japan>
<Accuse>Citizen_(Kenya),<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Citizen_(Kenya),	<James_Ongwae>
<Consult>High_Commission_for_Refugees,	<Militant_(Yemen)>
<Express_intent_to_cooperate>Democratic_Party,<Consult>Kim_Hwang_Sik,	<Defense_/_Security_Ministry_(India)>
<Arrest_detain_or_charge_with_legal_action>Criminal_(Guatemala),	<Bala_Abdulkadir_Mohammed>
<Arrest_detain_or_charge_with_legal_action>Citizen_(Nigeria),	<Court_Judge_(Mexico)>
<Demand>Citizen_(Zambia),	<Nurse_(United_States)>
<Consult>Labor_and_Employment_Ministry_(Bahrain),	<Business_(Bahrain)>
<Praise_or_endorse>Abdiweli_Shaykh_Ahmad,	<Joaquim_Barbosa>
<Express_intent_to_meet_or_negotiate>Treasury/Finance_Ministry_(Saudi_Arabia),	<Boko_Haram>
<Make_an_appeal_or_request>Company_-_Owner_or_Operator_(United_Arab_Emirates),	<Abdel_Fattah_Al-Sisi>
<Praise_or_endorse>Japan,<Consult>Akhilesh_Yadav,<Rally_opposition_against>Citizen_(India),	<Company_-_Owner_or_Operator_(India)>
<Host_a_visit>Canada,	<Police_(United_States)>
<Criticize_or_denounce>Citizen_(Nigeria),<Praise_or_endorse>Treasury/Finance_Ministry_(Nigeria),	<Ministry_(Nigeria)>
<Appeal_for_economic_cooperation>Businessperson_(Pakistan),	<Benazir_Bhutto>
<Appeal_for_intelligence>Police_(Ukraine),	<Verkhovna_Rada>
<Express_intent_to_meet_or_negotiate>Other_Authorities_/_Officials_(Namibia),	<Tahirul_Qadri>
<Make_a_visit>City_Mayor_(Netherlands),	<Media_(Saudi_Arabia)>
<Praise_or_endorse>Government_(Syria),<Host_a_visit>Mohammad_Javad_Zarif,	<Armed_Rebel_(Syria)>
<Engage_in_diplomatic_cooperation>Other_Authorities_/_Officials_(Chad),<Express_intent_to_provide_humanitarian_aid>Refugee_(Democratic_Republic_of_Congo),	<Iran>
<Consult>Police_(Malaysia),	<City_Mayor_(Italy)>
<Host_a_visit>Cabinet_/_Council_of_Ministers_/_Advisors_(United_States),	<Vytenis_Povilas_Andriukaitis>
<Demand>Citizen_(Thailand),	<Franklin_Drilon>
<Make_an_appeal_or_request>Morocco,<Make_a_visit>South_Sudan,<Accuse_of_human_rights_abuses>Uhuru_Muigai_Kenyatta,	<China>
<Make_an_appeal_or_request>Government_(Pakistan),	<Tahirul_Qadri>
<Accuse_of_crime_corruption>Abdelilah_Benkirane,	<New_Zealand>
<Accuse>Citizen_(India),	<Freedom_Fighter_(Zambia)>
<Make_a_visit>Tanzania,	<Canadian_Armed_Forces>
<Use_unconventional_violence>Police_(Yemen),	<Hubert_Alexander_Ingraham>
<Arrest_detain_or_charge_with_legal_action>Men_(South_Africa),	<Japan>
<Express_intent_to_meet_or_negotiate>Uhuru_Muigai_Kenyatta,<Express_intent_to_provide_economic_aid>Malawi,	<Colombia>
<Consult>Agence_France-Presse,	<Armenia>
<Host_a_visit>North_Korea,<Consult>China,<Host_a_visit>Nabih_Berri,<Engage_in_diplomatic_cooperation>South_Korea,<Consult>Foreign_Affairs_(Lebanon),<Engage_in_diplomatic_cooperation>Mexico,<Sign_formal_agreement>China,<Host_a_visit>Central_Intelligence_Agency,<Express_intent_to_meet_or_negotiate>Philippines,<Praise_or_endorse>Hezbollah,<Express_intent_to_meet_or_negotiate>China,<Engage_in_negotiation>Bertie_Ahern,<Host_a_visit>Portugal,<Consider_policy_option>Militant_(Syria),<Engage_in_diplomatic_cooperation>Thailand,<Host_a_visit>Jack_Straw,<Engage_in_negotiation>Kofi_Annan,	<Morteza_Sarmadi>
<Expel_or_deport_individuals>Militant_(Iraq),<Host_a_visit>Nuri_al-Maliki,<Cooperate_militarily>Iran,<Host_a_visit>Sergey_Viktorovich_Lavrov,	<National_Alliance_(Iraq)>
<Arrest_detain_or_charge_with_legal_action>Criminal_(Ireland),<Express_intent_to_meet_or_negotiate>Iran,	<Army_Personnel_(Egypt)>
<Make_an_appeal_or_request>Police_(Gambia),	<Villager_(Hong_Kong)>
<Consult>Head_of_Government_(Afghanistan),	<Government_(Pakistan)>
<Use_unconventional_violence>Hezbollah,	<Security_Council_(Russia)>
<Praise_or_endorse>Romania,	<Găgăuzia>
<Make_a_visit>Iran,<Express_intent_to_meet_or_negotiate>Iran,	<National_Youth_Service>
<Consult>William_Ruto,<Express_intent_to_cooperate>Citizen_(Tanzania),	<Tanzania>
<Praise_or_endorse>Government_(Sudan),	<Guerrilla_(El_Salvador)>
<Engage_in_diplomatic_cooperation>China,<Express_intent_to_cooperate>Foreign_Affairs_(United_States),<Meet_at_a_'third'_location>North_Korea,<Engage_in_symbolic_act>Royal_Administration_(Japan),<Host_a_visit>Foreign_Affairs_(United_States),<Host_a_visit>Yoshitaka_Shindo,<Host_a_visit>Barack_Obama,	<China>
<Bring_lawsuit_against>Lawyer/Attorney_(Australia),	<Owen_Ellington>
<Make_a_visit>France,	<France>
<Consult>Iran,	<South_Korea>
<Protest_violently_riot>Police_(Israel),	<Okey_Wali>
<Consult>Le_Luong_Minh,<Make_a_visit>China,<Make_a_visit>Kuwait,<Threaten_to_reduce_or_stop_aid>National_Coalition_for_Syrian_Revolutionary_and_Opposition_Forces,<Engage_in_negotiation>John_Baird,<Express_intent_to_meet_or_negotiate>Arseniy_Yatsenyuk,<Express_intent_to_meet_or_negotiate>Evangelos_Venizelos,<Express_intent_to_meet_or_negotiate>China,<Meet_at_a_'third'_location>Nasser_Judeh,<Engage_in_symbolic_act>Media_Personnel_(Africa),<Discuss_by_telephone>Sergey_Viktorovich_Lavrov,<Consult>Nasser_Judeh,<Make_an_appeal_or_request>Foreign_Affairs_(Russia),<Make_an_appeal_or_request>Other_Authorities_/_Officials_(Egypt),	<Iran>
<Make_an_appeal_or_request>Assemblies_(Nigeria),	<Government_(Nigeria)>
<Discuss_by_telephone>Nuri_al-Maliki,<Make_an_appeal_or_request>Iraq,<Make_a_visit>Shimon_Peres,	<Daniel_Ortega>
<Praise_or_endorse>Daniel_Scioli,	<East_African_Community>
<Make_an_appeal_or_request>Government_(Venezuela),	<Mexico>
<Deny_responsibility>Miguel_Ángel_Osorio_Chong,	<Police_(Hong_Kong)>
<Engage_in_negotiation>Frank_Bainimarama,<Consult>Frank_Bainimarama,	<Barack_Obama>
<Criticize_or_denounce>Protester_(Thailand),	<Protester_(Thailand)>
<Express_intent_to_meet_or_negotiate>Mulatu_Teshome,	<Government_(Jamaica)>
<Meet_at_a_'third'_location>Salil_Shetty,	<Hubert_Alexander_Ingraham>
<Demand_diplomatic_cooperation_(such_as_policy_support)>South_Korea,<Praise_or_endorse>Military_(North_Korea),<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>South_Korea,<Criticize_or_denounce>Lee_Myung_Bak,	<North_Korea>
<Make_an_appeal_or_request>Citizen_(Thailand),	<Bala_Abdulkadir_Mohammed>
<Express_intent_to_meet_or_negotiate>Ministry_(Romania),	<Romania>
<Make_a_visit>Iran,<Consult>Mohammad_Javad_Zarif,	<Armed_Gang_(Benin)>
<Host_a_visit>Catherine_Ashton,<Host_a_visit>Mohammad_Javad_Zarif,	<Pavel_Gubarev>
<Make_an_appeal_or_request>Citizen_(India),	<Lawyer/Attorney_(Uganda)>
<Sign_formal_agreement>Ministry_(Kyrgyzstan),	<Media_Personnel_(United_States)>
