sentences	sensitiveAttr
<Criticize_or_denounce>People_Associated_with_the_Opposition_(Russia),	<Company_-_Owner_or_Operator_(India)>
<Host_a_visit>Foreign_Affairs_(United_States),<Engage_in_diplomatic_cooperation>Angola,<Criticize_or_denounce>Citizen_(Guinea),	<Court_Judge_(Mexico)>
<Make_a_visit>Tajikistan,	<Thailand>
<Make_an_appeal_or_request>Political_Parties_(Kosovo),	<Catherine_Ashton>
<Consult>Xi_Jinping,<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Ethiopia,	<Japan>
<Demand>Protester_(Egypt),	<Boko_Haram>
<Praise_or_endorse>Employee_(India),<Reject>Tarun_Gogoi,	<Company_-_Owner_or_Operator_(India)>
<Reject>Boko_Haram,<Make_an_appeal_or_request>Citizen_(Nigeria),	<Ministry_(Nigeria)>
<Consult>Foreign_Affairs_(United_States),<Host_a_visit>Zhang_Dejiang,	<Armenia>
<Consult>Barack_Obama,	<Arnaud_Montebourg>
<Consult>Media_(Nigeria),	<Ministry_(Nigeria)>
<Praise_or_endorse>Efkan_Ala,	<Air_Force_(Iraq)>
<Impose_embargo_boycott_or_sanctions>Other_Authorities_/_Officials_(Venezuela),	<Criminal_(Australia)>
<Arrest_detain_or_charge_with_legal_action>Citizen_(South_Korea),	<Government_(Sweden)>
<Use_unconventional_violence>Citizen_(India),	<Milos_Zeman>
<Engage_in_negotiation>Amnesty_International,	<Education_(Nigeria)>
<Consult>Head_of_Government_(Gambia),	<Mauritius>
<Return_release_person(s)>Citizen_(Nigeria),	<Media_Personnel_(Pakistan)>
<Provide_humanitarian_aid>Portugal,<Consult>Shkelqim_Cani,	<Colombia>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Slovenia,<Engage_in_diplomatic_cooperation>Kuwait,<Sign_formal_agreement>United_Arab_Emirates,<Meet_at_a_'third'_location>Catherine_Ashton,<Arrest_detain_or_charge_with_legal_action>Hunter_(Spain),<Engage_in_negotiation>UN_Security_Council,<Sign_formal_agreement>Iraq,<Praise_or_endorse>Company_-_Owner_or_Operator_(Iran),<Host_a_visit>Poland,<Consult>Islamic_Preacher_(Iran),	<Morteza_Sarmadi>
<Arrest_detain_or_charge_with_legal_action>Militant_(Iraq),	<National_Alliance_(Iraq)>
<Make_a_visit>Sudan,<Consult>Umar_al_Bashir,	<Media_(Romania)>
<Arrest_detain_or_charge_with_legal_action>Children_(Israel),	<Iran>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Angela_Merkel,	<Găgăuzia>
<Accuse>Riek_Machar,	<Guerrilla_(El_Salvador)>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Vietnam,	<Maldives>
<Consult>Domestic_Affairs_(Yemen),	<Ministry_(Nigeria)>
<Impose_embargo_boycott_or_sanctions>North_Korea,<Make_a_visit>China,<Make_a_visit>Franklin_Drilon,<Host_a_visit>Caroline_Kennedy,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Malaysia,	<China>
<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Citizen_(Thailand),<Consult>Military_Personnel_(Thailand),	<Education_(Angola)>
<Express_intent_to_meet_or_negotiate>France,	<France>
<Express_intent_to_meet_or_negotiate>Riek_Machar,<Make_pessimistic_comment>North_Korea,<Make_pessimistic_comment>Ethiopia,<Consult>Joseph_Kabila,<Make_a_visit>Angola,<Make_a_visit>South_Korea,<Demand>Government_(Palestinian_Territory_Occupied),<Consult>Foreign_Affairs_(Singapore),<Express_intent_to_meet_or_negotiate>Mexico,<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Ethiopia,	<Iran>
<Consult>Raheel_Sharif,	<William_Ruto>
<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Guinea,	<Business_(Bahrain)>
<Make_a_visit>France,	<Héctor_Beltrán_Leyva>
<Praise_or_endorse>Population_(Iraq),<Consult>Victor_Ponta,<Make_a_visit>Fang_Fenghui,<Make_a_visit>Romania,	<Daniel_Ortega>
<Accuse>Military_(United_Kingdom),	<Chimed_Saikhanbileg>
<Use_conventional_military_force>Tim_Hudak,<Make_a_visit>Canada,<Criticize_or_denounce>Tim_Hudak,	<Police_(Bulgaria)>
<Host_a_visit>Ali_Tayyebnia,	<Government_(Nepal)>
<Make_an_appeal_or_request>Citizen_(North_Korea),	<North_Korea>
<Consult>Council_of_Europe,	<Defense_/_Security_Ministry_(Ukraine)>
<Make_an_appeal_or_request>North_Atlantic_Treaty_Organization,	<Verkhovna_Rada>
<Investigate>Iran,	<Criminal_(Argentina)>
<Criticize_or_denounce>Police_(Australia),	<Police_(Australia)>
<Investigate>Citizen_(Venezuela),	<Criminal_(Australia)>
<Criticize_or_denounce>Joaquim_Barbosa,	<Villager_(Philippines)>
<Arrest_detain_or_charge_with_legal_action>Citizen_(Malaysia),	<Ogbeni_Rauf_Aregbesola>
<Make_an_appeal_or_request>Police_(South_Korea),<Arrest_detain_or_charge_with_legal_action>Citizen_(South_Korea),	<Business_(South_Korea)>
<Engage_in_symbolic_act>Laos,	<Criminal_(Israel)>
<Praise_or_endorse>City_Mayor_(Greece),	<Mohamed_Ould_Abdel_Aziz>
<Demand>Vietnam,	<China>
<Appeal_for_intelligence>Election_Commission_(India),	<François_Hollande>
<Engage_in_diplomatic_cooperation>Iran,	<Armed_Rebel_(Ukraine)>
<Make_a_visit>France,	<Iraq>
<Engage_in_diplomatic_cooperation>France,	<Criminal_(Jamaica)>
<Consult>Pinarayi_Vijayan,	<Fidesz>
<Discuss_by_telephone>Party_Member_(Latvia),	<Moro_National_Liberation_Front>
<Engage_in_negotiation>Julia_Gillard,	<Criminal_(Australia)>
<Sexually_assault>Employee_(India),	<Head_of_Government_(India)>
<Make_an_appeal_or_request>Kazakhstan,	<Court_Judge_(Mexico)>
<Investigate>Lawyer/Attorney_(Turkey),	<Criminal_(Pakistan)>
<Physically_assault>Citizen_(Australia),	<South_Sudan>
<Acknowledge_or_claim_responsibility>South_Africa,<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Indigenous_People_(South_Africa),	<Businessperson_(Turkey)>
<Praise_or_endorse>Laos,	<China>
<Make_a_visit>Defense_/_Security_Ministry_(United_States),	<United_Arab_Emirates>
<Abduct_hijack_or_take_hostage>Citizen_(Nigeria),	<Police_(Jamaica)>
<Carry_out_suicide_bombing>Iraq,<Abduct_hijack_or_take_hostage>Hezbollah,	<Military_Personnel_-_Special_(Nigeria)>
<fight_with_small_arms_and_light_weapons>Military_(Mali),	<Student_(South_Korea)>
<Use_unconventional_violence>Citizen_(Nigeria),	<Nadine_Heredia>
<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Citizen_(Yemen),	<Police_(Australia)>
<Use_conventional_military_force>Citizen_(Mali),	<Military_(Central_African_Republic)>
<Use_conventional_military_force>Armed_Rebel_(Mali),<Use_conventional_military_force>Combatant_(Mali),	<Employee_(Canada)>
<Use_conventional_military_force>Drug_Gang_(Mexico),<Arrest_detain_or_charge_with_legal_action>Mexico,	<Insurgent_(Thailand)>
<Use_conventional_military_force>Armed_Gang_(RENAMO),<Confiscate_property>Business_(Mozambique),	<Armed_Rebel_(Yemen)>
<Praise_or_endorse>Riek_Machar,	<Imad_Mugniyah>
<Impose_state_of_emergency_or_martial_law>Thailand,<Use_unconventional_violence>Citizen_(Thailand),<Confiscate_property>Thailand,<Investigate>Citizen_(Thailand),<Arrest_detain_or_charge_with_legal_action>Citizen_(Thailand),<Investigate>Thailand,<Return_release_person(s)>Citizen_(Thailand),	<Head_of_Government_(Latvia)>
<Praise_or_endorse>Military_Personnel_-_Special_(Afghanistan),	<Martin_Spegelj>
<Consult>Sheikh_Hamad_bin_Isa_al_Khalifah,	<Joaquim_Barbosa>
<Use_conventional_military_force>Philippines,	<Philippines>
<Demand_diplomatic_cooperation_(such_as_policy_support)>Government_Official_(Thailand),	<Thailand>
<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>South_Korea,	<Domestic_Affairs_(Kenya)>
<Use_conventional_military_force>Garo_National_Liberation_Army,	<Sergey_Viktorovich_Lavrov>
<Use_conventional_military_force>Terrorist_Leader_(Boko_Haram),	<Raj_Thackeray>
<Praise_or_endorse>Citizen_(India),	<Al_Jazeera>
<Consult>Paul_Kagame,	<Angola>
<Consult>Aristide_Sokambi,	<Government_(France)>
<Demand>Citizen_(Guyana),	<Education_Ministry_(France)>
<Express_intent_to_meet_or_negotiate>Abu_Bakr_Abdullah_al-Qirbi,	<Mehr_News_Agency>
<Express_intent_to_cooperate>Company_-_Owner_or_Operator_(Nigeria),	<Other_Authorities_/_Officials_(Nigeria)>
<Make_an_appeal_or_request>Citizen_(Sudan),	<Government_(Sudan)>
<Use_conventional_military_force>Citizen_(Tanzania),	<Barack_Obama>
<Halt_negotiations>Catherine_Ashton,	<Iran>
<Arrest_detain_or_charge_with_legal_action>Men_(Morocco),<Arrest_detain_or_charge_with_legal_action>Criminal_(Morocco),	<Tamerlan_Tsarnaev>
<Praise_or_endorse>Barack_Obama,	<Armed_Gang_(United_States)>
<Consult>Datuk_Seri_Tengku_Adnan_Tengku_Mansor,	<Ahmed_Abu_Khatallah>
<Arrest_detain_or_charge_with_legal_action>Media_Personnel_(Thailand),	<Business_(Bahrain)>
<Demand>Education_(Azerbaijan),	<National_Liberal_Party>
<Express_intent_to_cooperate>Citizen_(Nigeria),	<Middle_East>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Japan,	<Military_(Russia)>
<Engage_in_diplomatic_cooperation>China,	<South_Korea>
<Consult>Hamas,	<Madeleine_Albright>
<Make_optimistic_comment>Citizen_(Nigeria),	<Sule_Lamido>
<Make_a_visit>Iran,	<Poland>
<Make_an_appeal_or_request>Citizen_(Saudi_Arabia),	<Burundi>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Portugal,	<Middle_East>
<Arrest_detain_or_charge_with_legal_action>Criminal_(El_Salvador),	<Tanzania>
<Provide_humanitarian_aid>Citizen_(Greece),	<Liberals_(Canada)>
<Return_release_person(s)>Indigenous_People_(Israel),	<National_Coalition_for_Syrian_Revolutionary_and_Opposition_Forces>
<Consult>Qatar_Investment_Authority,	<Martin_Spegelj>
<Arrest_detain_or_charge_with_legal_action>Men_(Mexico),	<Héctor_Beltrán_Leyva>
<Arrest_detain_or_charge_with_legal_action>Lawmaker_(Turkey),	<Hezbollah>
<Accuse>Citizen_(United_Kingdom),<Arrest_detain_or_charge_with_legal_action>Charles_Taylor,	<Foreign_Affairs_(India)>
<Return_release_person(s)>Citizen_(Venezuela),	<Social_Democratic_Union>
<Criticize_or_denounce>Alexis_Tsipras,	<Pakistan_Tehreek-e-Insaf>
<Consult>Abdullah_Abdullah,	<Justice_Department/Ministery_(Philippines)>
<Consult>Nuri_al-Maliki,	<Iraq>
<Make_a_visit>Angola,	<Government_(Sudan)>
<Bring_lawsuit_against>Oluṣẹgun_Ọbasanjọ,	<Government_(Kenya)>
<Consult>Shaukat_Aziz,	<Federal_Police>
<Host_a_visit>Foreign_Affairs_(Israel),<Criticize_or_denounce>Vietnam,<Bring_lawsuit_against>China,<Host_a_visit>Barack_Obama,<Arrest_detain_or_charge_with_legal_action>Men_(Philippines),<Demand>Citizen_(Brunei),	<China>
<Cooperate_militarily>Attack_Craft_(Poland),<Host_a_visit>Grand_Duke_Henri,	<Kazakhstan>
<Express_intent_to_cooperate_on_judicial_matters>Philippines,<Accuse>Women_(Australia),<Use_conventional_military_force>Citizen_(Australia),<Use_tactics_of_violent_repression>Citizen_(Australia),<Arrest_detain_or_charge_with_legal_action>Medical_Personnel_(Australia),<Demand>Citizen_(Australia),<Use_conventional_military_force>Women_(Australia),	<Sue-Ellen_Kovack>
<fight_with_small_arms_and_light_weapons>Citizen_(Belgium),	<Lawyer/Attorney_(Belgium)>
<Abduct_hijack_or_take_hostage>Citizen_(Benin),	<Protester_(Thailand)>
<Confiscate_property>Women_(Egypt),	<Agence_France-Presse>
<Arrest_detain_or_charge_with_legal_action>Women_(Indonesia),<Provide_humanitarian_aid>Women_(Indonesia),	<New_Zealand>
<Arrest_detain_or_charge_with_legal_action>Criminal_(Israel),	<Republican_People's_Party>
<Arrest_detain_or_charge_with_legal_action>Children_(Jamaica),	<People_Associated_with_the_Opposition_(Albania)>
<Arrest_detain_or_charge_with_legal_action>Men_(Japan),	<Medical_Personnel_(Japan)>
<Use_conventional_military_force>University_of_Nairobi,<Abduct_hijack_or_take_hostage>Member_of_Legislative_(Govt)_(Kenya),<Impose_administrative_sanctions>Citizen_(Kenya),<Make_an_appeal_or_request>Government_(Kenya),<Consult>Head_of_Government_(Kenya),	<Immigrants_(Ethiopia)>
<Investigate>Men_(New_Zealand),<Discuss_by_telephone>Maurice_Williamson,	<Cleric_(Pakistan)>
<fight_with_small_arms_and_light_weapons>Children_(Philippines),	<National_Police>
<Investigate>Citizen_(Brazil),	<Fighter_Bomber_(Iran)>
<Accuse>Businessperson_(South_Africa),<Provide_humanitarian_aid>South_Africa,<Provide_humanitarian_aid>Men_(South_Africa),	<Romania>
<Investigate>Citizen_(South_Korea),	<Student_(South_Korea)>
<Arrest_detain_or_charge_with_legal_action>Children_(Uganda),<Provide_humanitarian_aid>Citizen_(Uganda),	<Priest_(Uganda)>
<Express_intent_to_meet_or_negotiate>Middle_East,<Make_a_visit>South_Korea,<Make_a_visit>Middle_East,<Make_an_appeal_or_request>Government_(Holy_See_(Vatican_City_State)),	<South_Korea>
<Consult>Cape_Verde,	<Police_(Bulgaria)>
<Demand>Jatuporn_Prompan,	<Insurgent_(Thailand)>
<Obstruct_passage_block>Government_(Georgia),<Demonstrate_for_leadership_change>Government_(Georgia),	<Ethiopia>
<Demonstrate_or_rally>Military_(Thailand),	<Thaksin_Shinawatra>
<Demonstrate_or_rally>China,<Protest_violently_riot>China,	<Ri_Su_Yong>
<Arrest_detain_or_charge_with_legal_action>Head_of_Government_(Peru),	<Abu_Sayyaf>
<Engage_in_negotiation>Sergey_Viktorovich_Lavrov,	<Ukrinform>
<Consult>Massoud_Barzani,	<Ashraf_Ghani_Ahmadzai>
<Consult>Head_of_Government_(Nigeria),<Engage_in_negotiation>Oluṣẹgun_Ọbasanjọ,	<Criminal_(Jamaica)>
<Consult>Igor_Ivanovich_Shuvalov,	<Military_Personnel_(Lebanon)>
<Engage_in_negotiation>Faruk_Celik,	<Antonio_Guerrero_Rodríguez>
<Discuss_by_telephone>Foreign_Affairs_(United_States),<Consult>Head_of_Government_(Ethiopia),	<Umar_al_Bashir>
<Make_an_appeal_or_request>China,	<China>
<Sign_formal_agreement>National_Liberation_Army,	<Civic_Group_(Argentina)>
<Host_a_visit>Joseph_Robinette_Biden,<Host_a_visit>European_Parliament,	<Austria_Press_Agency>
<Make_an_appeal_or_request>Citizen_(Nigeria),	<Foreign_Affairs_(United_States)>
<Demand>Ministry_(Vietnam),	<National_Police>
<Reject>Morgan_Tsvangirai,	<Employee_(Philippines)>
<Consult>Miroslav_Lajcak,<Consult>Head_of_Government_(Peru),<Engage_in_negotiation>Foreign_Affairs_(Slovakia),<Express_intent_to_meet_or_negotiate>Karl_Erjavec,	<ITAR_TASS>
