sentences	sensitiveAttr
<Engage_in_symbolic_act>Catherine_Ashton,	<National_Liberal_Party>
<Praise_or_endorse>China,	<Madeleine_Albright>
<Sign_formal_agreement>South_Korea,	<Congo>
<Make_pessimistic_comment>China,	<Education_(Russia)>
<Consult>Dimitrios_Avramopoulos,	<Coalition_of_the_Radical_Left>
<Use_unconventional_violence>Employee_(Afghanistan),	<Media_(Africa)>
<Use_unconventional_violence>Citizen_(India),<Abduct_hijack_or_take_hostage>Citizen_(India),	<Justin_Trudeau>
<Abduct_hijack_or_take_hostage>Citizen_(Saudi_Arabia),	<Umar_al_Bashir>
<Use_unconventional_violence>Police_(Uganda),	<Police_(Bulgaria)>
<Threaten>Government_(Syria),	<United_Progressive_Alliance>
<Sign_formal_agreement>Malaysia,	<Ukrinform>
<Cooperate_militarily>Separatist_(Armenia),	<Cobra_Matata>
<Demand_diplomatic_cooperation_(such_as_policy_support)>Election_Commission_(Afghanistan),<Express_intent_to_meet_or_negotiate>Abdullah_Abdullah,<Accuse>Abdullah_Abdullah,	<Afghanistan>
<Use_unconventional_violence>Citizen_(Tanzania),	<Catherine_Ashton>
<Demand>Foreign_Affairs_(United_States),	<Republican_People's_Party>
<Make_empathetic_comment>Citizen_(Australia),<Make_an_appeal_or_request>Abdullah_Abdullah,<Impose_embargo_boycott_or_sanctions>Business_(Russia),<Make_an_appeal_or_request>Iraq,<Demand>Iran,<Praise_or_endorse>Mexico,<Express_intent_to_cooperate>Xi_Jinping,<Make_empathetic_comment>Citizen_(Malaysia),<Discuss_by_telephone>Benjamin_Netanyahu,<Discuss_by_telephone>François_Hollande,	<North_Atlantic_Treaty_Organization>
<Accuse_of_aggression>Hamas,<Discuss_by_telephone>Barack_Obama,<Make_an_appeal_or_request>John_Kerry,<Threaten>Hamas,<Reject>Barack_Obama,<Discuss_by_telephone>John_Kerry,<Accuse>Hamas,	<John_Kerry>
<Consult>Party_Member_(Iran),	<Kazakhstan>
<Abduct_hijack_or_take_hostage>Citizen_(Nigeria),<Abduct_hijack_or_take_hostage>Children_(France),	<Government_(Nigeria)>
<Use_conventional_military_force>Citizen_(India),	<Pakistan_Tehreek-e-Insaf>
<Consult>Labor_Union_(Bulgaria),	<Independence_Party>
<Consult>Vanguard,	<Terrorist_Leader_(Syria)>
<Make_an_appeal_or_request>Winston_Peters,	<Government_(Mauritania)>
<Ease_economic_sanctions_boycott_embargo>North_Korea,	<Thailand>
<Appeal_for_de-escalation_of_military_engagement>Hamas,<Praise_or_endorse>Hamas,<Make_pessimistic_comment>Afghanistan,<Consult>Abdullah_Abdullah,	<Fumio_Kishida>
<Host_a_visit>Veera_Somkwamkid,	<Thailand>
<Apologize>Citizen_(Australia),	<Milos_Zeman>
<Engage_in_symbolic_act>Fumio_Kishida,	<Head_of_Government_(Nigeria)>
<Make_an_appeal_or_request>North_Korea,<Engage_in_negotiation>John_Kerry,	<Iran>
<Arrest_detain_or_charge_with_legal_action>Citizen_(India),	<Media_(Africa)>
<Demand>Alfred_Mutua,	<Other_Authorities_/_Officials_(Egypt)>
<Use_unconventional_violence>Police_(Israel),	<Morteza_Sarmadi>
<Make_an_appeal_or_request>South_Korea,<Praise_or_endorse>UN_Security_Council,<Coerce>Men_(Japan),<Consult>North_Korea,<Engage_in_negotiation>South_Africa,<Engage_in_negotiation>France,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>South_Sudan,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>John_Baird,<Engage_in_diplomatic_cooperation>South_Korea,<Consult>Mohammad_Javad_Zarif,<Host_a_visit>Employee_(Myanmar),<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Afghanistan,<Host_a_visit>Liu_Yandong,<Engage_in_symbolic_act>Eduard_Shevardnadze,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>New_Zealand,<Make_optimistic_comment>Xi_Jinping,<Express_intent_to_cooperate>South_Africa,<Make_optimistic_comment>Thailand,<Express_intent_to_cooperate>South_Korea,<Make_a_visit>North_Korea,<Consult>France,<Provide_military_aid>Japan,<Consult>South_Africa,	<Afghanistan>
<Make_an_appeal_or_request>Media_(Nigeria),	<Defense_/_Security_Ministry_(Nigeria)>
<Consult>Hamad_bin_Ali_al-Attiyah,	<Iran>
<Use_unconventional_violence>Royal_Administration_(Australia),<Use_unconventional_violence>Campbell_Newman,<Use_unconventional_violence>Police_(Australia),	<Military_(China)>
<Use_unconventional_violence>Citizen_(Sudan),	<Boko_Haram>
<Consider_policy_option>Scotland_Yard,	<Dalbir_Singh>
<Criticize_or_denounce>Tarun_Gogoi,<Accuse>Raja_Bhaiya,<Express_intent_to_meet_or_negotiate>Election_Commission_(India),<Express_intent_to_cooperate>Villager_(India),<Physically_assault>Company_-_Owner_or_Operator_(India),	<Education_(Nigeria)>
<Criticize_or_denounce>Prabowo_Subianto,	<Imad_Mugniyah>
<Make_an_appeal_or_request>Defense_/_Security_Ministry_(Nigeria),<Criticize_or_denounce>Head_of_Government_(Nigeria),<Make_an_appeal_or_request>Emmanuel_Eweta_Uduaghan,<Reject_plan_agreement_to_settle_dispute>Government_(Nigeria),<Make_an_appeal_or_request>Labor_Union_(Nigeria),<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Government_(Nigeria),<Accuse>Activist_(Nigeria),<Reduce_or_break_diplomatic_relations>Murtala_Nyako,	<Employee_(Kuwait)>
<Ease_administrative_sanctions>South_Korea,	<Arnaud_Montebourg>
<Criticize_or_denounce>News_Editor_(Sudan),	<Head_of_Government_(Germany)>
<Engage_in_symbolic_act>Media_Personnel_(Thailand),<Use_unconventional_violence>Thailand,	<Martin_McGuinness>
<Deny_responsibility>Member_of_the_Judiciary_(United_States),	<Government_(France)>
<Acknowledge_or_claim_responsibility>Member_of_the_Judiciary_(United_Kingdom),	<Member_of_Parliament_(Ukraine)>
<Use_unconventional_violence>Militant_(Yemen),	<Volvo>
<Make_an_appeal_or_request>Citizen_(Namibia),	<Government_(Namibia)>
<Consult>Holding_Company_(New_Zealand),	<Portugal>
<Demand>Police_(Philippines),	<Employee_(Philippines)>
<Use_unconventional_violence>Israeli_Defense_Forces,	<Head_of_Government_(Ukraine)>
<Investigate>Luiz_Inacio_Lula_Da_Silva,	<Business_(Peru)>
<Arrest_detain_or_charge_with_legal_action>Citizen_(India),	<Thief_(India)>
<Praise_or_endorse>Bolivia,	<Guy_Scott>
<Investigate>Thailand,	<Hamdeen_Sabahi>
<Use_tactics_of_violent_repression>Activist_(Belarus),	<Pervez_Musharraf>
<Return_release_person(s)>Citizen_(India),	<Medical_Personnel_(India)>
<Criticize_or_denounce>Citizen_(Nigeria),	<Oversight_Court_(Nigeria)>
<Use_unconventional_violence>Men_(Argentina),	<Lawyer/Attorney_(Argentina)>
<Return_release_person(s)>Medical_Personnel_(Brazil),	<Police_(Senegal)>
<Consult>Xi_Jinping,<Sign_formal_agreement>Xi_Jinping,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Xi_Jinping,<Engage_in_negotiation>Xi_Jinping,	<Government_(Argentina)>
<Make_an_appeal_or_request>Citizen_(Nigeria),	<Head_of_Government_(Nigeria)>
<Make_a_visit>Sudan,<Provide_economic_aid>Myanmar,	<Nurse_(France)>
<Consult>Web_Site_(Lithuania),	<Employee_(India)>
<Consult>Foreign_Affairs_(Hungary),<Praise_or_endorse>Foreign_Affairs_(Norway),	<Middle_East>
<Threaten>Student_(Iran),	<Salvador_Sánchez_Cerén>
<Consult>Vanguard,	<Canadian_Armed_Forces>
<Make_an_appeal_or_request>Nigerian_Bar_Association,	<Government_(Nigeria)>
<Criticize_or_denounce>Governor_(Kenya),	<Police_(Kenya)>
<Make_a_visit>Afghanistan,<Praise_or_endorse>Staffan_de_Mistura,	<Iran>
<Express_intent_to_meet_or_negotiate>Sudan,	<Al-Shabaab>
<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Catherine_Ashton,	<Armed_Gang_(Egypt)>
<Use_conventional_military_force>Citizen_(Nigeria),	<François_Hollande>
<Engage_in_negotiation>Armed_Separatist_(China),	<Police_(Ukraine)>
<Consult>Foreign_Affairs_(Russia),	<Foreign_Affairs_(Russia)>
<Criticize_or_denounce>Luiz_Inacio_Lula_Da_Silva,	<Moro_Islamic_Liberation_Front>
<Make_an_appeal_or_request>Member_of_the_Judiciary_(Nigeria),	<Assemblies_(Nigeria)>
<Make_an_appeal_or_request>Citizen_(Guinea),	<Tahirul_Qadri>
<Consult>Foreign_Affairs_(Yemen),	<Kuwait>
<Express_intent_to_meet_or_negotiate>Sujatha_Singh,	<Court_Judge_(Mexico)>
<Consult>Benjamin_Netanyahu,	<Media_Personnel_(Pakistan)>
<Consult>Pavlo_Klimkin,<Criticize_or_denounce>International_Government_Organizations,	<Armed_Band_(Lebanon)>
<Consult>Bakir_Izetbegović,	<Edgars_Rinkevics>
<Make_a_visit>France,	<Government_(France)>
<Express_intent_to_meet_or_negotiate>Zurab_Abashidze,<Express_intent_to_meet_or_negotiate>Lawmaker_(Russia),	<Armenia>
<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Party_Member_(Iraq),<Consult>Bahrain,<Consult>Abdel_Fattah_Al-Sisi,	<Angola>
<Reject>Citizen_(Venezuela),	<Emilio_Pérez_Touriño>
<Make_optimistic_comment>Citizen_(United_Kingdom),	<Military_(France)>
<Make_pessimistic_comment>Japan,	<Boko_Haram>
<Consult>Angela_Merkel,<Discuss_by_telephone>Angela_Merkel,	<Boko_Haram>
<Express_intent_to_meet_or_negotiate>Pham_Binh_Minh,	<Japan>
<Consult>Edgars_Rinkevics,	<Thaksin_Shinawatra>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Citizen_(Georgia),	<Civic_Group_(Kenya)>
<Provide_economic_aid>National_Iranian_Petrochemical_Company,	<Media_(Romania)>
<Arrest_detain_or_charge_with_legal_action>Militant_(Boko_Haram),<Express_intent_to_cooperate>Citizen_(Nigeria),<Expel_or_deport_individuals>Citizen_(Nigeria),	<Medical_Personnel_(Nigeria)>
<Use_conventional_military_force>Militant_(Syria),	<Armed_Rebel_(Syria)>
<Investigate>Citizen_(Kenya),<Impose_embargo_boycott_or_sanctions>Rostec,	<Civic_Group_(Kenya)>
<Make_empathetic_comment>Canada,	<China>
<Make_an_appeal_or_request>Bank_(Angola),	<Angola>
<Praise_or_endorse>Tarun_Gogoi,	<Education_Ministry_(France)>
<Make_an_appeal_or_request>Police_(Kenya),	<James_Ongwae>
<Host_a_visit>Steve_Pearce,	<Bala_Abdulkadir_Mohammed>
<Criticize_or_denounce>Israeli_Defense_Forces,<Accuse>Benjamin_Netanyahu,<Praise_or_endorse>Iran,<Consult>Al_Jazeera,<Consult>Other_Authorities_/_Officials_(Egypt),<Use_conventional_military_force>Israeli_Defense_Forces,	<Israeli_Defense_Forces>
<Make_a_visit>China,	<Business_(Peru)>
<Make_an_appeal_or_request>Citizen_(India),	<Company_-_Owner_or_Operator_(India)>
<Consult>Media_(Africa),	<Ministry_(Nigeria)>
<Express_intent_to_cooperate>Women_(Ukraine),<Consult>Pavlo_Klimkin,	<Verkhovna_Rada>
<Praise_or_endorse>Margaret_Chan,	<Medical_Personnel_(Switzerland)>
<Express_intent_to_meet_or_negotiate>Sheikh_Hasina_Wajed,	<Provincial_Officials_(China)>
<Consult>Omar_Abdullah,	<Defense_/_Security_Ministry_(India)>
<Consult>City_Mayor_(New_Zealand),	<Dimitrios_Avramopoulos>
<Praise_or_endorse>Government_(Venezuela),<Express_intent_to_meet_or_negotiate>Armenia,	<Government_(United_States)>
<Make_an_appeal_or_request>Other_Authorities_/_Officials_(Turkey),	<Mauritius>
<fight_with_small_arms_and_light_weapons>Afghanistan,	<Foreign_Affairs_(Lebanon)>
<Use_unconventional_violence>Military_(Thailand),	<Employee_(Iraq)>
<Make_a_visit>France,	<Pavel_Gubarev>
<Make_an_appeal_or_request>China,	<Colombia>
<Sign_formal_agreement>Cabinet_/_Council_of_Ministers_/_Advisors_(United_States),<Express_intent_to_meet_or_negotiate>Sudan,<Praise_or_endorse>Iraq,	<Morteza_Sarmadi>
<Criticize_or_denounce>Iranian_Kurds,<Host_a_visit>Hezbollah,	<National_Alliance_(Iraq)>
<Use_conventional_military_force>Hamas,	<Iran>
<Express_intent_to_meet_or_negotiate>China,	<France>
<Demand>North_Korea,<Consult>China,<Provide_economic_aid>Vietnam,<Demand>Citizen_(North_Korea),<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Head_of_Government_(Mexico),<Consider_policy_option>Iran,<Express_intent_to_ease_economic_sanctions_boycott_or_embargo>North_Korea,<Use_conventional_military_force>Military_(China),<Express_intent_to_meet_or_negotiate>Vietnam,	<China>
<Make_an_appeal_or_request>Citizen_(Cote_d'Ivoire),	<Business_(Bahrain)>
<Consult>Combatant_(Australia),	<Other_Authorities_/_Officials_(Africa)>
<Consult>Pavlo_Klimkin,<Accuse_of_aggression>Hamas,<Consult>Party_Member_(Afghanistan),<Make_a_visit>Middle_East,<Engage_in_symbolic_act>Eduard_Shevardnadze,<Consult>Benjamin_Netanyahu,<Demand>Iran,<Discuss_by_telephone>Benjamin_Netanyahu,<Consult>Presidential_Candidate_(Afghanistan),<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Japan,<Consult>Head_of_Government_(Afghanistan),<Express_intent_to_cooperate>Mohammad_Javad_Zarif,<Praise_or_endorse>Japan,<Make_an_appeal_or_request>Government_(Palestinian_Territory_Occupied),	<Iran>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Myanmar,	<Barack_Obama>
<Express_intent_to_meet_or_negotiate>Andrej_Kiska,	<National_Youth_Service>
<Consult>Slovenia,	<Fiji>
<Express_intent_to_meet_or_negotiate>Tajikistan,	<Government_(Nepal)>
<Praise_or_endorse>Iraq,	<Pavel_Gubarev>
<Reduce_relations>Employee_(India),	<Defense_/_Security_Ministry_(Azerbaijan)>
<Demand>Business_(Bulgaria),	<Defense_/_Security_Ministry_(Azerbaijan)>
<Threaten>Citizen_(India),	<Lawyer/Attorney_(Uganda)>
<Make_optimistic_comment>China,	<Al_Arabiya>
<Host_a_visit>Foreign_Affairs_(United_States),	<Nurse_(France)>
<Make_a_visit>North_Korea,	<Farm_Worker_(Nigeria)>
<Demand>Citizen_(South_Korea),	<Military_Personnel_(Libya)>
<Consult>Head_of_Government_(Guatemala),<Threaten_to_reduce_or_stop_aid>Iraq,	<Verkhovna_Rada>
<Demand_that_target_yields>Justice_Department/Ministery_(Czech_Republic),	<Armed_Gang_(United_States)>
<Arrest_detain_or_charge_with_legal_action>Citizen_(United_Kingdom),	<Frank_Bainimarama>
<Arrest_detain_or_charge_with_legal_action>Men_(Zambia),	<People_Associated_with_the_Opposition_(Albania)>
<Engage_in_negotiation>Massoud_Barzani,<Make_pessimistic_comment>Iraq,	<Government_(Bahamas)>
<Express_intent_to_meet_or_negotiate>Romania,	<Rights_Activist_(Kenya)>
<Praise_or_endorse>Joseph_Kabila,	<International_Monetary_Fund>
<Praise_or_endorse>South_Korea,	<France>
<Accuse>Citizen_(Germany),	<Other_Authorities_/_Officials_(United_States)>
<Demonstrate_or_rally>Police_(Greece),	<Head_of_Government_(Greece)>
<Investigate>City_Mayor_(South_Africa),	<Australia_Greens>
<Engage_in_negotiation>Independent_High_Electoral_Commission,	<Other_Authorities_/_Officials_(Zimbabwe)>
<Make_an_appeal_or_request>Terrorist_(Boko_Haram),<Appeal_for_de-escalation_of_military_engagement>Boko_Haram,	<Vytenis_Povilas_Andriukaitis>
<Consult>Tuvalu,	<Afghanistan>
<Praise_or_endorse>Evangelos_Venizelos,	<Justin_Trudeau>
<Make_optimistic_comment>Legislature_(Iraq),	<Iran>
<Consult>Legislature_(Iraq),<Refuse_to_de-escalate_military_engagement>Iraq,<Demand>Nuri_al-Maliki,<Make_a_visit>Legislature_(Iraq),	<Iraq>
<Make_optimistic_comment>Philippines,	<Philippines>
<Host_a_visit>François_Hollande,	<Kazakhstan>
<Consult>Olajide_Laleye,<Make_an_appeal_or_request>Citizen_(Kenya),	<Businessperson_(Kenya)>
<Appeal_for_de-escalation_of_military_engagement>Citizen_(Kenya),	<Islamic_(India)>
<Consult>Head_of_Government_(Ethiopia),	<John_Kerry>
<Praise_or_endorse>Jusuf_Kalla,	<Jean-Yves_Le_Drian>
<Acknowledge_or_claim_responsibility>Member_of_the_Judiciary_(United_States),	<Medical_Personnel_(Japan)>
<Use_unconventional_violence>Businessperson_(South_Africa),	<Businessperson_(Turkey)>
<Host_a_visit>Presidential_Family_(Guatemala),	<Indigenous_People_(India)>
<Use_unconventional_violence>Iraq,<Return_release_person(s)>Citizen_(Turkey),	<Military_Personnel_-_Special_(Nigeria)>
<Use_conventional_military_force>Armed_Gang_(Mexico),<Arrest_detain_or_charge_with_legal_action>Criminal_(Mexico),	<Insurgent_(Thailand)>
<Praise_or_endorse>Military_(Thailand),	<Lawyer/Attorney_(Belgium)>
<Use_conventional_military_force>Citizen_(India),	<Sergey_Viktorovich_Lavrov>
<Arrest_detain_or_charge_with_legal_action>Citizen_(Kenya),	<Employee_(Bosnia_and_Herzegovina)>
<Use_unconventional_violence>Police_(Kenya),	<Fernando_Henrique_Cardoso>
<Praise_or_endorse>Government_(Italy),	<Angola>
<Criticize_or_denounce>Citizen_(Brazil),	<Fumio_Kishida>
<Conduct_strike_or_boycott>Iraq,	<Military_Personnel_(Yemen)>
<Host_a_visit>China,	<Other_Authorities_/_Officials_(Nigeria)>
<Appeal_for_intelligence>Lawyer/Attorney_(South_Korea),	<South_Korea>
<Make_a_visit>Civil_Aviation_Authority,	<Barack_Obama>
<Physically_assault>Citizen_(Kenya),	<UN_Security_Council>
<Engage_in_negotiation>John_Kerry,<Praise_or_endorse>Romania,<Express_intent_to_meet_or_negotiate>Catherine_Ashton,<Consult>Cabinet_/_Council_of_Ministers_/_Advisors_(United_States),<Consult>Catherine_Ashton,<Express_intent_to_cooperate>John_Kerry,	<Iran>
<Grant_diplomatic_recognition>South_Korea,	<Tamerlan_Tsarnaev>
<Host_a_visit>Special_Rapporteurs_of_the_United_Nations,	<Police_(United_States)>
<Make_an_appeal_or_request>Citizen_(Namibia),	<Education_(Russia)>
<Make_a_visit>Romania,	<Simon_Khaya_Moyo>
<Engage_in_symbolic_act>Thailand,	<Other_Authorities_/_Officials_(Nigeria)>
<Make_a_visit>France,	<Indigenous_People_(Nigeria)>
<Praise_or_endorse>North_Korea,	<Immigrants_(Ethiopia)>
<Consult>Evangelos_Venizelos,	<Police_(Dominican_Republic)>
<Impose_administrative_sanctions>Citizen_(Nigeria),	<Catherine_Ashton>
<Express_intent_to_meet_or_negotiate>South_Korea,<fight_with_small_arms_and_light_weapons>South_Korea,<Host_a_visit>Lawmaker_(Japan),	<South_Korea>
<Ease_administrative_sanctions>Men_(United_Kingdom),	<Combatant_(Turkey)>
<Threaten>Iraq,<Consult>Iraq,<Accuse>Iraq,	<Iraq>
<Consult>Kuwait,	<Poland>
<Consult>Sheikh_Ali_Salman,	<Coalition_of_the_Radical_Left>
<Demand>Media_(China),	<Provincial_Officials_(China)>
<Consult>Mauritania,<Consult>International_Government_Organizations,	<People_Associated_with_the_Opposition_(Albania)>
<Praise_or_endorse>Military_Personnel_-_Special_(Nigeria),	<Government_(Nigeria)>
<Impose_embargo_boycott_or_sanctions>Business_(Russia),	<Foreign_Affairs_(India)>
<Sign_formal_agreement>Pervez_Musharraf,	<Detainee_(Lebanon)>
<Criticize_or_denounce>Cristina_Fernández_de_Kirchner,	<Kazakhstan>
<Make_an_appeal_or_request>Citizen_(United_Kingdom),	<Lawyer/Attorney_(Australia)>
<Accuse>France,	<Associated_Press>
<Express_intent_to_meet_or_negotiate>Sergey_Viktorovich_Lavrov,<Consult>Sergey_Viktorovich_Lavrov,	<Cabinet_/_Council_of_Ministers_/_Advisors_(Somalia)>
<Criticize_or_denounce>Cristina_Fernández_de_Kirchner,	<Party_Member_(Malawi)>
<Appeal_for_change_in_leadership>Citizen_(Australia),	<Dimitrios_Avramopoulos>
<Consult>Nasser_Judeh,	<Legislature_(Libya)>
<Expel_or_deport_individuals>Citizen_(Australia),	<Sue-Ellen_Kovack>
<Arrest_detain_or_charge_with_legal_action>Citizen_(Benin),	<Protester_(Thailand)>
<Arrest_detain_or_charge_with_legal_action>Citizen_(South_Korea),	<Media_(Saudi_Arabia)>
<Confiscate_property>Party_Member_(Japan),	<Medical_Personnel_(Japan)>
<fight_with_small_arms_and_light_weapons>Indigenous_People_(Kenya),<Appeal_for_intelligence>Citizen_(Kenya),<Express_intent_to_cooperate>Citizen_(Kenya),	<Immigrants_(Ethiopia)>
<Arrest_detain_or_charge_with_legal_action>Military_(Philippines),<Investigate>Men_(Philippines),<Arrest_detain_or_charge_with_legal_action>Businessperson_(Philippines),<Confiscate_property>Philippines,	<National_Police>
<Arrest_detain_or_charge_with_legal_action>Citizen_(South_Korea),	<Student_(South_Korea)>
<Consult>High_Ranking_Military_Personnel_(Syria),	<Veterans_(Croatia)>
<Arrest_detain_or_charge_with_legal_action>Men_(United_Kingdom),	<Volvo>
<Express_intent_to_meet_or_negotiate>Ethiopia,	<Armed_Rebel_(Yemen)>
<Consult>Head_of_Government_(Palestinian_Territory_Occupied),	<Police_(Jamaica)>
<Host_a_visit>Royal_Administration_(Spain),	<Police_(Bulgaria)>
<Accuse>Citizen_(Indonesia),	<Member_of_Parliament_(Australia)>
<Accuse>Citizen_(Nigeria),	<Defense_/_Security_Ministry_(Malaysia)>
<Consult>Daily_Trust,	<Foreign_Affairs_(Chile)>
<Demonstrate_or_rally>China,	<China>
<Make_an_appeal_or_request>UN_Security_Council,	<Haiti>
<Express_intent_to_cooperate_militarily>Iran,	<Abdel_Fattah_Al-Sisi>
<Criticize_or_denounce>Japan,	<China>
<Consult>Croatian_People's_Party_–_Liberal_Democrats,	<Medical_Personnel_(Jordan)>
<Consult>Arseniy_Yatsenyuk,	<Mustafa_Dzhemilev>
<Make_an_appeal_or_request>Citizen_(Nigeria),	<Government_(Nigeria)>
<Make_a_visit>Philippines,<Praise_or_endorse>Daniel_Ortega,	<City_Mayor_(Indonesia)>
<Consult>Company_-_Owner_or_Operator_(Nigeria),	<Criminal_(Jamaica)>
<Use_unconventional_violence>Sudan_People's_Liberation_Army,	<Umar_al_Bashir>
<Host_a_visit>Victor_Ponta,	<Austria_Press_Agency>
<Express_intent_to_meet_or_negotiate>Morocco,	<Farm_Worker_(Nigeria)>
<Arrest_detain_or_charge_with_legal_action>Citizen_(Thailand),	<Government_(Panama)>
<Demand>South_Korea,	<Japan>
<Attempt_to_assassinate>Intelligence_Officer_(South_Korea),	<Student_(Hong_Kong)>
<Grant_diplomatic_recognition>Viktor_Muzhenko,	<Military_(Russia)>
<Consult>Pavlo_Klimkin,<Accuse>Head_of_Government_(Ukraine),<Make_a_visit>Slovenia,<Express_intent_to_meet_or_negotiate>Citizen_(Bulgaria),<Consult>Cabinet_/_Council_of_Ministers_/_Advisors_(United_States),<Make_an_appeal_or_request>Middle_East,<Make_an_appeal_or_request>UN_Security_Council,	<ITAR_TASS>
<Express_intent_to_cooperate>China,<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Hamas,	<China>
<Host_a_visit>China,<Consult>Prayuth_Chan-ocha,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Thailand,<Sign_formal_agreement>Angola,<Criticize_or_denounce>North_Korea,	<North_Korea>
<Engage_in_diplomatic_cooperation>Iraq,	<Medical_Personnel_(India)>
<Protest_violently_riot>Barack_Obama,	<Royal_Administration_(Saudi_Arabia)>
<Demonstrate_or_rally>Government_(France),	<Election_Commission_(India)>
<Demand>Nurse_(India),	<Foreign_Affairs_(India)>
<Consult>François_Hollande,<Make_pessimistic_comment>France,	<Julie_Bishop>
<Express_intent_to_meet_or_negotiate>Kazakhstan,<Engage_in_diplomatic_cooperation>Bank_(Tajikistan),	<Turkish_Airlines>
<Host_a_visit>Mark_Simmonds,<Host_a_visit>Xi_Jinping,<Arrest_detain_or_charge_with_legal_action>Citizen_(Tanzania),	<Government_(Ecuador)>
<Express_intent_to_meet_or_negotiate>Prayuth_Chan-ocha,	<Congress_(Philippines)>
<Engage_in_diplomatic_cooperation>China,<Arrest_detain_or_charge_with_legal_action>Criminal_(Netherlands),<Arrest_detain_or_charge_with_legal_action>Citizen_(Hungary),	<Cambodia>
<Use_unconventional_violence>Citizen_(India),	<Cristina_Fernández_de_Kirchner>
<Praise_or_endorse>Guerrilla_(Revolutionary_Armed_Forces_of_Colombia),	<Armed_Gang_(Egypt)>
<Make_a_visit>North_Korea,	<Japan>
<Criticize_or_denounce>Children_(South_Sudan),<Threaten_with_sanctions_boycott_embargo>South_Sudan,<Appeal_to_others_to_settle_dispute>Barack_Obama,<Criticize_or_denounce>North_Korea,	<Sudan>
<Arrest_detain_or_charge_with_legal_action>Men_(United_Arab_Emirates),	<Raúl_Castro>
<Make_an_appeal_or_request>China,	<Head_of_Government_(Latvia)>
<Make_a_visit>Thailand,<Defy_norms_law>National_Council_for_Peace_and_Order_of_Thailand,	<Mustafa_Dzhemilev>
<Engage_in_negotiation>Miroslav_Lajcak,	<Civic_Group_(Croatia)>
<Use_unconventional_violence>Israeli_Defense_Forces,	<Government_(Nigeria)>
<Use_conventional_military_force>Citizen_(India),	<Ministry_(Croatia)>
<Engage_in_negotiation>Dmitry_Olegovich_Rogozin,<Consult>Cabinet_/_Council_of_Ministers_/_Advisors_(United_States),	<Emilio_Pérez_Touriño>
