sentences	sensitiveAttr
<Arrest_detain_or_charge_with_legal_action>Criminal_(Boko_Haram),	<Industry_(South_Africa)>
<Express_intent_to_meet_or_negotiate>Citizen_(Nigeria),	<Morteza_Sarmadi>
<Criticize_or_denounce>Brownie_Samukai,	<Media_Personnel_(Australia)>
<Express_intent_to_release_persons_or_property>Citizen_(India),<Demand>Citizen_(India),<Reject>Men_(India),<Express_accord>Citizen_(India),	<Medical_Personnel_(India)>
<Express_accord>Citizen_(Venezuela),	<Media_Personnel_(Pakistan)>
<Coerce>Men_(Zambia),	<Chief_Court_Judge_(Zambia)>
<Use_unconventional_violence>Presidential_Candidate_(Argentina),	<Lawyer/Attorney_(Argentina)>
<Kill_by_physical_assault>Citizen_(Bangladesh),	<Party_Member_(Iraq)>
<fight_with_small_arms_and_light_weapons>Military_(Mexico),	<Social_Democratic_Party_(Lithuania)>
<Accuse>Inspector_General_(Pakistan),	<Other_Authorities_/_Officials_(Switzerland)>
<Abduct_hijack_or_take_hostage>Citizen_(Venezuela),	<Government_(Nigeria)>
<Consult>Pope_Francis,<Praise_or_endorse>Legislature_(Argentina),	<Government_(Argentina)>
<Host_a_visit>North_Atlantic_Treaty_Organization,	<Civic_Group_(Kenya)>
<Arrest_detain_or_charge_with_legal_action>Citizen_(United_Arab_Emirates),	<Villager_(Philippines)>
<Discuss_by_telephone>Citizen_(Nigeria),	<Government_(Bahamas)>
<Criticize_or_denounce>China,	<Armed_Gang_(United_States)>
<Consult>Moro_Islamic_Liberation_Front,	<Ministry_(Malaysia)>
<Expel_or_deport_individuals>Member_of_Parliament_(Australia),	<Police_(Senegal)>
<Acknowledge_or_claim_responsibility>Member_of_the_Judiciary_(United_States),	<Employee_(Iraq)>
<Express_intent_to_meet_or_negotiate>Other_Authorities_/_Officials_(Russia),<Demand>Representatives_(Russia),	<Arseniy_Yatsenyuk>
<Consult>Association_of_Southeast_Asian_Nations,	<Sergey_Viktorovich_Lavrov>
<Express_intent_to_cooperate>Nigerian_Bar_Association,	<Government_(Nigeria)>
<Make_a_visit>Guatemala,	<Militant_(Boko_Haram)>
<Conduct_strike_or_boycott>Iraq,	<Myanmar>
<Praise_or_endorse>Sukhumbhand_Paribatra,	<James_Wani_Igga>
<Make_a_visit>Canada,<Provide_military_protection_or_peacekeeping>South_Sudan,	<Al-Shabaab>
<Sign_formal_agreement>Verkhovna_Rada,	<Armed_Gang_(Egypt)>
<Consult>Dimitrios_Avramopoulos,	<North_Atlantic_Treaty_Organization>
<Abduct_hijack_or_take_hostage>Citizen_(United_Kingdom),	<Police_(Greece)>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Fumio_Kishida,<Consult>Legislature_(Russia),<Discuss_by_telephone>Sergey_Viktorovich_Lavrov,	<Foreign_Affairs_(Russia)>
<Make_an_appeal_or_request>Citizen_(Nigeria),	<Al_Arabiya>
<Reject_proposal_to_meet_discuss_or_negotiate>South_Africa,	<Party_Member_(Afghanistan)>
<Consult>Uhuru_Muigai_Kenyatta,	<Business_(Tonga)>
<Consult>Foreign_Affairs_(United_States),	<Abu_Sayyaf>
<Make_pessimistic_comment>Romania,	<Romania>
<Make_a_visit>Ethiopia,<Host_a_visit>Foreign_Affairs_(United_States),<Consult>Ilkka_Kanerva,	<Armenia>
<Consult>Sergey_Viktorovich_Lavrov,	<Veterans_(Croatia)>
<Make_a_visit>Andrej_Kiska,	<Iran>
<Demand_diplomatic_cooperation_(such_as_policy_support)>Iran,	<Salvador_Sánchez_Cerén>
<Consult>Lawmaker_(Zimbabwe),	<Angola>
<Consult>Canada,<Criticize_or_denounce>Boko_Haram,<Employ_aerial_weapons>Militant_(Iraq),<Host_a_visit>François_Hollande,<Express_intent_to_cooperate>Philippines,	<Boko_Haram>
<Praise_or_endorse>Abdel_Fattah_Al-Sisi,<Praise_or_endorse>Japan,<Consult>Haider_Al-Abadi,	<Boko_Haram>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>China,	<Interfax>
<Make_an_appeal_or_request>Citizen_(Thailand),	<Thailand>
<Consult>Tea_Banh,	<Guinea>
<Host_a_visit>Ayatollah_Seyyed_Ahmad_Alamolhoda,	<Communist_Party_of_Bohemia_and_Moravia>
<Praise_or_endorse>Canada,	<Political_Parties_(Fiji)>
<Provide_humanitarian_aid>Citizen_(Nigeria),<Praise_or_endorse>Muhammadu_Buhari,	<Medical_Personnel_(Nigeria)>
<Expel_or_deport_individuals>Citizen_(Bulgaria),	<Civic_Group_(Kenya)>
<Make_an_appeal_or_request>Government_(Angola),	<Angola>
<Consult>Head_of_Government_(India),	<Education_Ministry_(France)>
<Accuse>William_Ruto,	<James_Ongwae>
<Express_intent_to_cooperate>Mexico,<Express_intent_to_cooperate>Carlos_Raúl_Morales,	<Bala_Abdulkadir_Mohammed>
<Discuss_by_telephone>Barack_Obama,<Engage_in_negotiation>John_Kerry,<Give_ultimatum>Lawmaker_(Iraq),	<Iraq>
<Consult>Taavi_Rõivas,	<Kazakhstan>
<Make_a_visit>Tajikistan,	<Movement_for_Democratic_Change>
<Praise_or_endorse>Governor_(Bahrain),	<Business_(Bahrain)>
<Host_a_visit>Ibrahim_Boubacar_Keïta,<Make_a_visit>Serbia,	<Japan>
<Consult>Nguyen_Phu_Trong,	<Industry_(South_Africa)>
<Consult>Tony_Blair,	<Boko_Haram>
<Make_an_appeal_or_request>Bureaucrat_(India),<Consult>Nguyen_Phu_Trong,<Criticize_or_denounce>Member_of_Parliament_(India),	<Company_-_Owner_or_Operator_(India)>
<Make_an_appeal_or_request>Government_(Nigeria),	<Ministry_(Nigeria)>
<Consult>Xi_Jinping,	<Muhammadu_Buhari>
<Make_a_visit>North_America,	<Verkhovna_Rada>
<Consult>Medical_Association_(Nigeria),<Make_an_appeal_or_request>Citizen_(Nigeria),	<Ministry_(Nigeria)>
<Consult>Abdel_Fattah_Al-Sisi,	<Armed_Band_(Afghanistan)>
<Praise_or_endorse>Military_(Lebanon),	<Armed_Rebel_(Syria)>
<Consult>Representatives_(Syria),	<Business_(New_Zealand)>
<Reject_plan_agreement_to_settle_dispute>Police_(Jordan),	<Criminal_(Argentina)>
<Sign_formal_agreement>Lawmaker_(Russia),	<Holy_See>
<Accuse_of_human_rights_abuses>Peacekeeping_Troop_(Uganda),	<China>
<Use_unconventional_violence>Military_Personnel_-_Special_(Afghanistan),	<Foreign_Affairs_(Lebanon)>
<Accuse>Israeli_Defense_Forces,	<Ukrinform>
<Engage_in_negotiation>Tajikistan,<Consult>Ministry_(Iran),<Host_a_visit>Foreign_Affairs_(Denmark),<Express_intent_to_provide_material_aid>Iraq,<Host_a_visit>Foreign_Affairs_(Italy),<Make_a_visit>Ireland,<Express_intent_to_provide_material_aid>Hamas,<Arrest_detain_or_charge_with_legal_action>Indigenous_People_(Pakistan),<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Afghanistan,<Host_a_visit>France,<Engage_in_negotiation>Santos_Edelmar_Lopez,	<Morteza_Sarmadi>
<Use_conventional_military_force>Militant_(Iraq),	<Legislature_(Iraq)>
<Engage_in_negotiation>Iran,<Host_a_visit>Cabinet_/_Council_of_Ministers_/_Advisors_(United_States),<Consult>François_Hollande,<Host_a_visit>Mohammad_Javad_Zarif,	<National_Alliance_(Iraq)>
<Reject>Imran_Khan,<Consult>Shah_Mehmood_Qureshi,	<Government_(Pakistan)>
<Abduct_hijack_or_take_hostage>Media_Personnel_(United_States),	<Military_Personnel_(Lebanon)>
<Use_conventional_military_force>Qatar,<Arrest_detain_or_charge_with_legal_action>Student_(Palestinian_Territory_Occupied),	<Iran>
<Make_an_appeal_or_request>Iran,	<National_Youth_Service>
<Engage_in_diplomatic_cooperation>South_Korea,<Make_an_appeal_or_request>China,<Express_intent_to_cooperate>Canada,<Engage_in_negotiation>China,<Ease_economic_sanctions_boycott_embargo>North_Korea,<Make_a_visit>North_Korea,<Host_a_visit>Sheikh_Hasina_Wajed,	<China>
<Make_a_visit>Abdel_Fattah_Al-Sisi,	<France>
<Make_a_visit>Canada,	<Labor_and_Employment_Ministry_(Bahrain)>
<Consult>Foreign_Affairs_(United_States),	<Head_of_Government_(Ukraine)>
<Consult>Daniel_Mitov,	<Ministry_(Malaysia)>
<Threaten>Government_(Syria),<Make_a_visit>Afghanistan,<Consult>Party_Member_(Iraq),<Engage_in_negotiation>Haider_Al-Abadi,<Make_a_visit>Iraq,<Discuss_by_telephone>United_Arab_Emirates,	<Iran>
<Reject>Gideon_Gono,	<Ethnic_Group_(Nigeria)>
<Accuse>Citizen_(Australia),	<Education_(Angola)>
<Mobilize_or_increase_armed_forces>South_Africa,	<South_Africa>
<Make_a_visit>Sudan,<Praise_or_endorse>Academic_Staff_Union_of_Universities,	<Indigenous_People_(Nigeria)>
<Make_empathetic_comment>High_Ranking_Military_Personnel_(Nigeria),	<Nigerian_Bar_Association>
<Express_intent_to_meet_or_negotiate>Legislature_(South_Korea),	<North_Korea>
<Express_intent_to_meet_or_negotiate>Angela_Merkel,	<Pavel_Gubarev>
<Investigate>Women_(Canada),	<Police_(Rwanda)>
<Praise_or_endorse>Government_(Nigeria),	<Guerrilla_(Revolutionary_Armed_Forces_of_Colombia)>
<Criticize_or_denounce>Lawmaker_(South_Korea),	<Government_(Panama)>
<Make_an_appeal_or_request>Haider_Al-Abadi,	<Kisii>
<Consult>Verkhovna_Rada,	<Hubert_Alexander_Ingraham>
<Refuse_to_release_persons_or_property>Men_(Kenya),	<Uhuru>
<Arrest_detain_or_charge_with_legal_action>Mexico,	<Police_(Jordan)>
<Reject>Party_Member_(Iraq),<Praise_or_endorse>Haider_Al-Abadi,	<Government_(Bahamas)>
<Praise_or_endorse>Cabinet_/_Council_of_Ministers_/_Advisors_(Libya),	<Business_(Netherlands)>
<Criticize_or_denounce>Police_(Israel),	<Government_(Pakistan)>
<Make_an_appeal_or_request>Other_Authorities_/_Officials_(Hong_Kong),	<China>
<Host_a_visit>Julie_Bishop,	<Nestor_Kirchner>
<Express_intent_to_meet_or_negotiate>Pope_Francis,<Praise_or_endorse>Xi_Jinping,	<Malawi>
<Praise_or_endorse>Pavol_Hrusovský,	<Edgars_Rinkevics>
<Express_intent_to_meet_or_negotiate>Citizen_(Czech_Republic),	<Iran>
<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Citizen_(Malaysia),<Arrest_detain_or_charge_with_legal_action>Citizen_(Australia),	<Armed_Rebel_(Ukraine)>
<Make_optimistic_comment>National_Front_Malaysia,	<Naval_(China)>
<Express_intent_to_meet_or_negotiate>Afghanistan,<Host_a_visit>Xi_Jinping,	<Afghanistan>
<Host_a_visit>Amnesty_International,	<Government_(Ecuador)>
<Make_a_visit>Afghanistan,	<Media_(Pakistan)>
<Make_a_visit>Iran,<Express_intent_to_meet_or_negotiate>Mohammad_Javad_Zarif,	<New_Democracy>
<Host_a_visit>John_Baird,	<Iraq>
<Consult>Citizen_(Sudan),<Consult>Kimani_Wamatangi,<Consult>Bathabile_Dlamini,	<Businessperson_(Kenya)>
<Engage_in_symbolic_act>Citizen_(Nigeria),	<Benjamin_Netanyahu>
<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Ashraf_Ghani_Ahmadzai,<Demand_diplomatic_cooperation_(such_as_policy_support)>North_Atlantic_Treaty_Organization,	<UN_Security_Council>
<Criticize_or_denounce>Citizen_(India),<Criticize_or_denounce>Indigenous_People_(India),	<Oil_Tanker_(Bangladesh)>
<Consult>Head_of_Government_(Turkmenistan),	<Armed_Gang_(Benin)>
<Accuse>Citizen_(India),	<Head_of_Government_(India)>
<Make_pessimistic_comment>Citizen_(Nigeria),	<Cristina_Fernández_de_Kirchner>
<Make_an_appeal_or_request>Celso_de_Mello,	<Education_Ministry_(France)>
<Express_intent_to_meet_or_negotiate>Labor_Union_(India),	<South_Sudan>
<Engage_in_negotiation>John_Kerry,<Express_intent_to_meet_or_negotiate>Efkan_Ala,	<Rights_Activist_(Kenya)>
<Consult>Alexander_Vasilyevich_Bortnikov,	<Villager_(Philippines)>
<Retreat_or_surrender_militarily>Iraq,	<Military_Personnel_-_Special_(Nigeria)>
<Use_unconventional_violence>Al-Shabaab,	<Businessperson_(Kenya)>
<Use_conventional_military_force>Terrorist_(Jabhat_al-Nusra),<Cooperate_militarily>Hezbollah,	<Armed_Gang_(Benin)>
<Use_conventional_military_force>Mexico,<fight_with_small_arms_and_light_weapons>Criminal_(Mexico),	<Insurgent_(Thailand)>
<Express_intent_to_meet_or_negotiate>Philippines,	<Criminal_(Philippines)>
<Express_intent_to_provide_military_protection_or_peacekeeping>South_Sudan,	<Imad_Mugniyah>
<Consult>Military_(China),	<Head_of_Government_(Latvia)>
<Use_tactics_of_violent_repression>Citizen_(Turkey),	<Combatant_(Turkey)>
<Consult>Governor_(Bahrain),	<Joaquim_Barbosa>
<Make_an_appeal_or_request>Citizen_(Thailand),	<Thailand>
<Consult>Michael_Sata,	<Media_(Romania)>
<Use_conventional_military_force>Al-Shabaab,	<South_Korea>
<Express_intent_to_meet_or_negotiate>John_Kerry,<Consult>Abdel_Fattah_Al-Sisi,	<Western_Sahara>
<Sign_formal_agreement>Treasury/Finance_Ministry_(Sudan),	<Government_(Sudan)>
<Demand>Party_Member_(Tanzania),	<Barack_Obama>
<Investigate>Thailand,	<Thailand>
<Make_a_visit>Iran,<Express_intent_to_meet_or_negotiate>Iran,	<Government_(South_Africa)>
<Consult>John_Kerry,<Consult>Julie_Bishop,<Demand>Iran,	<Iran>
<Express_intent_to_meet_or_negotiate>Sid_Ahmed_Ghozali,	<Civil_Guard>
<Make_an_appeal_or_request>Party_Member_(Yemen),	<National_Liberation_Army>
<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Vietnam,	<Vietnam>
<Engage_in_diplomatic_cooperation>Serbia,<Make_a_visit>Curacao,<Meet_at_a_'third'_location>Barack_Obama,<Threaten_with_military_force>Citizen_(United_Kingdom),<Express_intent_to_meet_or_negotiate>Barack_Obama,	<Military_(Russia)>
<Accuse>Citizen_(South_Korea),<Make_an_appeal_or_request>Japan,<Reject_proposal_to_meet_discuss_or_negotiate>South_Korea,<Meet_at_a_'third'_location>Japan,	<South_Korea>
<Accuse>Men_(India),	<Lawyer/Attorney_(Argentina)>
<Make_an_appeal_or_request>Other_Authorities_/_Officials_(Guatemala),	<Military_Personnel_-_Special_(Guinea)>
<Investigate>Defense_Attorney_(Bahrain),	<Coalition_of_the_Radical_Left>
<Confiscate_property>Citizen_(Sudan),	<Maldives>
<Impose_administrative_sanctions>South_Africa,	<City_Mayor_(Croatia)>
<Investigate>Citizen_(Turkey),	<Hezbollah>
<Express_intent_to_meet_or_negotiate>Government_(Pakistan),<Grant_diplomatic_recognition>Legislature_(Pakistan),	<Imran_Khan>
<Consult>John_Kerry,	<Iraq>
<Investigate>Citizen_(Australia),<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Armed_Separatist_(China),<fight_with_small_arms_and_light_weapons>Criminal_(Australia),	<Sue-Ellen_Kovack>
<Reject>Citizen_(Cote_d'Ivoire),	<Ogbeni_Rauf_Aregbesola>
<Use_tactics_of_violent_repression>Education_(Egypt),	<Agence_France-Presse>
<Arrest_detain_or_charge_with_legal_action>Citizen_(Greece),	<Education_(Greece)>
<Arrest_detain_or_charge_with_legal_action>Criminal_(Guinea),	<Vytenis_Povilas_Andriukaitis>
<Use_tactics_of_violent_repression>Protester_(Hong_Kong),<Use_conventional_military_force>Student_(Hong_Kong),	<Protester_(Hong_Kong)>
<Investigate>Men_(Indonesia),	<New_Zealand>
<Arrest_detain_or_charge_with_legal_action>Citizen_(Germany),	<Immigrants_(Ethiopia)>
<Investigate>Citizen_(Kosovo),	<Party_Member_(Kosovo)>
<Arrest_detain_or_charge_with_legal_action>Citizen_(Malaysia),	<Malaysia>
<fight_with_small_arms_and_light_weapons>Citizen_(Namibia),	<Business_(New_Zealand)>
<Arrest_detain_or_charge_with_legal_action>Director_General_(Rwanda),	<Cristina_Fernández_de_Kirchner>
<Express_intent_to_release_persons_or_property>Ministry_(South_Africa),<Bring_lawsuit_against>Defense_/_Security_Ministry_(South_Africa),<Increase_police_alert_status>South_Africa,<Investigate>Men_(South_Africa),	<Romania>
<Arrest_detain_or_charge_with_legal_action>Citizen_(Sudan),<Arrest_detain_or_charge_with_legal_action>Student_(Sudan),	<Dmitry_Anatolyevich_Medvedev>
<Arrest_detain_or_charge_with_legal_action>Murderer_(Ukraine),	<Protester_(Ukraine)>
<Use_conventional_military_force>Armed_Rebel_(Yemen),	<Armed_Rebel_(Yemen)>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Citizen_(Indonesia),	<AvtoVAZ>
<Make_a_visit>Philippines,<Reject>Paraguay,	<South_Korea>
<Make_a_visit>Malaysia,<Make_a_visit>Thailand,<Make_an_appeal_or_request>Citizen_(Thailand),	<Insurgent_(Thailand)>
<Protest_violently_riot>Police_(Hong_Kong),	<China>
<Protest_violently_riot>Government_(Pakistan),	<Guerrilla_(Revolutionary_Armed_Forces_of_Colombia)>
<Consult>Independent_Corrupt_Practices_Commission,	<Government_(Nigeria)>
<Consult>Stephane_Le_Foll,	<Villager_(Hong_Kong)>
<Consult>Jakaya_Mrisho_Kikwete,	<European_Parliament>
<Praise_or_endorse>Nonaligned_Movement,	<Kidnapper_(Mexico)>
<Express_intent_to_meet_or_negotiate>Sergey_Viktorovich_Lavrov,<Criticize_or_denounce>South_Korea,	<Bhupinder_Singh_Hooda>
<Make_a_visit>Iran,	<Austria_Press_Agency>
<Make_an_appeal_or_request>Citizen_(Nigeria),	<John_Kerry>
<Engage_in_negotiation>François_Hollande,	<Nicos_Anastasiades>
<Express_intent_to_meet_or_negotiate>Barack_Obama,<Consult>Barack_Obama,	<Farm_Worker_(Nigeria)>
<Consult>Mohammad_Javad_Zarif,	<Member_of_Parliament_(Ukraine)>
<Express_intent_to_meet_or_negotiate>Elmar_Mammadyarov,	<Head_of_Government_(India)>
<Consult>Rajiv_Shah,	<National_Liberal_Party>
<Consult>Nabih_Berri,	<Iran>
<Make_a_visit>Ethiopia,<Consult>African_Union,<Criticize_or_denounce>North_Atlantic_Treaty_Organization,<Discuss_by_telephone>Federica_Mogherini,	<ITAR_TASS>
<Consult>Chang_Wanquan,	<Cabinet_/_Council_of_Ministers_/_Advisors_(Kazakhstan)>
<Make_an_appeal_or_request>Citizen_(International),	<Member_of_Parliament_(Bangladesh)>
<Sign_formal_agreement>Amit_Shah,	<Raj_Thackeray>
<Express_intent_to_meet_or_negotiate>Mouloud_Hamrouche,	<Ethiopia>
<Host_a_visit>China,<Host_a_visit>Employee_(Cuba),	<Armed_Forces_of_the_Republic_of_Armenia>
<Make_an_appeal_or_request>Citizen_(India),	<Police_(Jordan)>
<Host_a_visit>Head_of_Government_(Lesotho),<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>China,	<China>
