sentences	sensitiveAttr
<Make_pessimistic_comment>Government_(Nigeria),<Make_an_appeal_or_request>Scholar_(Nigeria),	<Morteza_Sarmadi>
<Praise_or_endorse>Evo_Morales,	<Tonga>
<Arrest_detain_or_charge_with_legal_action>Opposition_Activist_(Bahrain),	<Industrial_/_Textiles_/_Mining_Ministry_(Azerbaijan)>
<Impose_administrative_sanctions>Citizen_(India),<Consult>Justice_Department/Ministery_(India),<Accuse>Medical_Personnel_(India),<Arrest_detain_or_charge_with_legal_action>Indigenous_People_(India),	<Medical_Personnel_(India)>
<Threaten>Nuri_al-Maliki,	<Indigenous_People_(Nigeria)>
<Reject>Citizen_(Namibia),<Arrest_detain_or_charge_with_legal_action>Citizen_(Namibia),	<African_Union>
<Arrest_detain_or_charge_with_legal_action>Boko_Haram,<Investigate>Murtala_Nyako,	<Oversight_Court_(Nigeria)>
<Physically_assault>Shahid_Khan,	<Party_Member_(Iraq)>
<Arrest_detain_or_charge_with_legal_action>Citizen_(India),	<Employee_(Liberia)>
<Make_a_visit>South_Korea,<Engage_in_negotiation>Foreign_Affairs_(South_Korea),<Express_intent_to_meet_or_negotiate>Japan,	<Armed_Gang_(United_States)>
<Make_a_visit>South_Korea,<Make_a_visit>Japan,	<Emilio_Pérez_Touriño>
<Use_conventional_military_force>Iraq,	<Militant_(Iraq)>
<Consult>Bismillah_Khan_Mohammadi,	<North_Korea>
<Threaten>Citizen_(Nigeria),	<Raúl_Castro>
<Make_a_visit>Angola,	<Employee_(Kenya)>
<Praise_or_endorse>Hellenic_Navy,	<New_Democracy>
<Engage_in_negotiation>Mohamed_Hassad,	<Guerrilla_(Revolutionary_Armed_Forces_of_Colombia)>
<Make_a_visit>The_Hague,	<Guerrilla_(Revolutionary_Armed_Forces_of_Colombia)>
<Engage_in_diplomatic_cooperation>Abu_Dhabi_Education_Council,	<Malawi_Electoral_Commission>
<Criticize_or_denounce>Rashtriya_Swayamsevak_Sangh,	<Thief_(India)>
<Express_intent_to_meet_or_negotiate>Cabinet_/_Council_of_Ministers_/_Advisors_(Fiji),	<James_Ongwae>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Government_(Sudan),	<Al-Shabaab>
<Consult>Portugal,	<Head_of_Government_(Bahrain)>
<Make_optimistic_comment>Party_Member_(Bolivia),	<Bolivia>
<Make_an_appeal_or_request>Government_(Nigeria),	<Main_Opposition_(South_Africa)>
<Host_a_visit>Omar_Abdullah,	<Holy_See>
<Accuse>Jeremy_Clarkson,	<Abu_Sayyaf>
<Provide_humanitarian_aid>Doctors_Without_Borders,	<Other_Authorities_/_Officials_(Russia)>
<Make_an_appeal_or_request>Swaziland,	<Sue-Ellen_Kovack>
<Consult>Governor_General_(Antigua_and_Barbuda),	<Haaretz>
<Make_a_visit>France,	<Other_Authorities_/_Officials_(Libya)>
<Express_intent_to_meet_or_negotiate>Indigenous_People_(Portugal),	<Mahinda_Rajapaksa>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>UN_Security_Council,	<Armenia>
<Make_an_appeal_or_request>Party_Member_(Japan),	<South_Korea>
<Praise_or_endorse>Manuel_Zelaya,<Sign_formal_agreement>Mohamad_Hanif_Atmar,<Consult>Abdelkader_Messahel,	<Angola>
<Mediate>Armenia,<Praise_or_endorse>Malaysia,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Opposition_Force_(Syria),<Express_intent_to_meet_or_negotiate>Kazakhstan,<Host_a_visit>Mohamed_Ould_Abdel_Aziz,	<Boko_Haram>
<Make_a_visit>France,<Engage_in_negotiation>François_Hollande,	<Military_(China)>
<Make_an_appeal_or_request>Citizen_(Nigeria),	<Government_(Nigeria)>
<Arrest_detain_or_charge_with_legal_action>Mambury_Njie,	<City_Mayor_(Italy)>
<Criticize_or_denounce>The_Chronicle,	<Pope_Francis>
<Engage_in_diplomatic_cooperation>Employee_(Kenya),<Refuse_to_yield>Citizen_(Kenya),	<Militia_(Kenya)>
<Engage_in_negotiation>Other_Authorities_/_Officials_(China),	<Member_of_the_Judiciary_(Nigeria)>
<Provide_aid>Citizen_(Nigeria),<Express_intent_to_meet_or_negotiate>Citizen_(Nigeria),<Sign_formal_agreement>Boko_Haram,<Declare_truce_ceasefire>Boko_Haram,<Express_intent_to_cooperate>Boko_Haram,<Praise_or_endorse>Education_(Nigeria),	<Medical_Personnel_(Nigeria)>
<Consult>Military_(China),	<Foreign_Affairs_(Syria)>
<Grant_diplomatic_recognition>Iran,	<Riek_Machar>
<Use_conventional_military_force>Armed_Rebel_(Syria),<Reject_request_for_military_aid>Militant_(Syria),	<Armed_Rebel_(Syria)>
<Make_an_appeal_or_request>Head_of_Government_(India),	<Education_Ministry_(France)>
<Express_intent_to_cooperate>Employee_(Kenya),	<James_Ongwae>
<Express_intent_to_meet_or_negotiate>Xi_Jinping,	<Defense_/_Security_Ministry_(India)>
<Make_an_appeal_or_request>Other_Authorities_/_Officials_(Guatemala),	<Bala_Abdulkadir_Mohammed>
<Consult>Iran,<Make_an_appeal_or_request>Legislature_(Iraq),<Consult>Philip_Hammond,	<Iraq>
<fight_with_artillery_and_tanks>Israeli_Defense_Forces,	<Israeli_Defense_Forces>
<Express_intent_to_meet_or_negotiate>China,<Make_a_visit>China,	<Movement_for_Democratic_Change>
<Express_intent_to_meet_or_negotiate>China,	<Japan>
<Praise_or_endorse>Foreign_Affairs_(Norway),	<Riek_Machar>
<Express_intent_to_meet_or_negotiate>Citizen_(Kenya),	<Governor_(Kenya)>
<Make_optimistic_comment>Jens_Stoltenberg,	<Valdis_Dombrovskis>
<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Citizen_(Nigeria),	<Ministry_(Nigeria)>
<Engage_in_negotiation>Government_Official_(United_States),<Consult>Arseniy_Yatsenyuk,<Consult>Angela_Merkel,	<Verkhovna_Rada>
<Express_intent_to_meet_or_negotiate>Citizen_(Bangladesh),	<Military_(Lebanon)>
<Praise_or_endorse>Tanzania,	<Iran>
<Criticize_or_denounce>Citizen_(Nigeria),	<Nadine_Heredia>
<Criticize_or_denounce>Citizen_(Nigeria),<Appeal_for_intelligence>Other_Authorities_/_Officials_(United_States),	<China>
<Use_unconventional_violence>Citizen_(United_Kingdom),	<African_Union>
<Make_a_visit>France,	<Armenia>
<Host_a_visit>Nguyen_Xuan_Phuc,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Iraq,<Make_a_visit>France,<Express_intent_to_provide_economic_aid>Military_(Lebanon),<Express_intent_to_provide_military_aid>Military_(Lebanon),<Engage_in_diplomatic_cooperation>Iraq,<Engage_in_material_cooperation>Iraq,	<Morteza_Sarmadi>
<Criticize_or_denounce>Police_(Turkmenistan),<Host_a_visit>Julie_Bishop,<Employ_aerial_weapons>Militant_(Iraq),<Host_a_visit>Military_Advisor_(United_States),<Investigate>Health_Ministry_(Iraq),	<National_Alliance_(Iraq)>
<Express_intent_to_meet_or_negotiate>China,<Demand>Citizen_(Tanzania),<Make_empathetic_comment>Michael_Sata,<Make_a_visit>China,	<Tanzania>
<Sign_formal_agreement>China,<Express_intent_to_meet_or_negotiate>South_Korea,<Consult>North_Korea,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Citizen_(Unidentified_State_Actor),<Host_a_visit>Terry_McAuliffe,<Host_a_visit>Willem-Alexander,<Express_intent_to_cooperate>South_Korea,<Make_an_appeal_or_request>North_Korea,<Reject_plan_agreement_to_settle_dispute>South_Korea,	<China>
<Consult>François_Hollande,	<Foroyaa>
<Make_a_visit>Ibrahim_Boubacar_Keïta,	<France>
<Consult>Mevlut_Cavusoglu,	<North_Atlantic_Treaty_Organization>
<Express_intent_to_meet_or_negotiate>Vietnam,	<Media_Personnel_(Australia)>
<Make_optimistic_comment>Other_Authorities_/_Officials_(Hong_Kong),<Sign_formal_agreement>Sergey_Viktorovich_Lavrov,<Express_intent_to_meet_or_negotiate>John_Baird,<Make_optimistic_comment>North_Korea,<Discuss_by_telephone>Foreign_Affairs_(Russia),<Express_intent_to_meet_or_negotiate>Mohamed_al-Dairi,<Demand_release_of_persons_or_property>North_Korea,	<Iran>
<Accuse>Assemblies_(Nigeria),	<Government_(Nigeria)>
<Make_a_visit>Morocco,<Apologize>Royal_Administration_(Saudi_Arabia),<Express_intent_to_meet_or_negotiate>Citizen_(Turkey),	<Daniel_Ortega>
<Use_unconventional_violence>Citizen_(Bangladesh),	<Military_Personnel_-_Special_(Guinea)>
<Express_intent_to_meet_or_negotiate>Frank_Bainimarama,	<Barack_Obama>
<Consult>Court_Judge_(India),	<Ministry_(Thailand)>
<Make_an_appeal_or_request>Citizen_(Nigeria),	<Haiti>
<Express_intent_to_cooperate>Malaysia,<Host_a_visit>Vesna_Pusić,	<Government_(Nepal)>
<Make_an_appeal_or_request>Victor_Ponta,	<Romania>
<Criticize_or_denounce>Other_Authorities_/_Officials_(Nigeria),	<Guerrilla_(Revolutionary_Armed_Forces_of_Colombia)>
<Engage_in_material_cooperation>Student_(Hong_Kong),	<Villager_(Hong_Kong)>
<Appeal_for_easing_of_administrative_sanctions>The_Hague,<Impose_administrative_sanctions>Student_(Kenya),<Coerce>Men_(Kenya),	<Uhuru>
<Mobilize_or_increase_armed_forces>Iraq,	<Associated_Press>
<Make_a_visit>South_Korea,	<Education_(Nigeria)>
<Praise_or_endorse>Head_of_Government_(Afghanistan),<Make_an_appeal_or_request>Ashraf_Ghani_Ahmadzai,	<Afghanistan>
<Engage_in_diplomatic_cooperation>Colombia,	<Fernando_Henrique_Cardoso>
<Halt_negotiations>Xi_Jinping,<Rally_support_on_behalf_of>Party_Member_(Taiwan),	<China>
<Consult>Undersecretary_(United_States),	<Iran>
<Engage_in_diplomatic_cooperation>Thailand,<Arrest_detain_or_charge_with_legal_action>Police_(Malaysia),	<Armed_Rebel_(Ukraine)>
<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Citizen_(Namibia),	<Cobra_Matata>
<Praise_or_endorse>Military_(Lebanon),	<Iran>
<Consult>Bishop_(South_Africa),	<Businessperson_(Kenya)>
<Make_an_appeal_or_request>North_Korea,	<Holy_See>
<Express_intent_to_meet_or_negotiate>Iran,	<Militant_(Somalia)>
<Criticize_or_denounce>Member_of_Parliament_(India),	<Business_(Tonga)>
<Reject>Democratic_Party_(Nigeria),	<City_Mayor_(New_Zealand)>
<Reject>Ashraf_Ghani_Ahmadzai,	<François_Hollande>
<Appeal_for_de-escalation_of_military_engagement>Bangladesh_Nationalist_Party,	<Criminal_(El_Salvador)>
<Refuse_to_ease_administrative_sanctions>Education_(Nigeria),<Arrest_detain_or_charge_with_legal_action>Boko_Haram,<Arrest_detain_or_charge_with_legal_action>Criminal_(Boko_Haram),	<Cristina_Fernández_de_Kirchner>
<Abduct_hijack_or_take_hostage>Police_(Philippines),<Conduct_suicide_car_or_other_non-military_bombing>Philippines,	<Industrial_/_Textiles_/_Mining_Ministry_(Azerbaijan)>
<Consult>Government_(Nepal),	<China>
<Grant_diplomatic_recognition>Angola,<Host_a_visit>Salvador_Sánchez_Cerén,	<Indigenous_People_(India)>
<Make_empathetic_comment>Citizen_(Zambia),	<Court_Judge_(Iraq)>
<Occupy_territory>Iraq,	<Military_Personnel_-_Special_(Nigeria)>
<Abduct_hijack_or_take_hostage>Men_(United_Kingdom),<Use_unconventional_violence>Military_(Lebanon),	<Jan_Kohout>
<Use_unconventional_violence>Combatant_(Syrian_Kurds),	<Government_(Ecuador)>
<Use_unconventional_violence>Military_(United_Kingdom),<Use_unconventional_violence>Military_Personnel_-_Special_(Afghanistan),	<Government_Official_(Russia)>
<Abduct_hijack_or_take_hostage>Women_(Ukraine),	<Legislature_(Iraq)>
<Sexually_assault>Women_(Argentina),	<Thailand>
<Reduce_relations>Xu_Caihou,	<Iran>
<Mobilize_or_increase_armed_forces>Angola,	<Defense_/_Security_Ministry_(Malaysia)>
<Accuse>Armed_Band_(Philippines),	<Criminal_(Philippines)>
<Use_conventional_military_force>South_Sudan,	<Imad_Mugniyah>
<Make_an_appeal_or_request>Indigenous_People_(Nigeria),<Consult>Daily_Trust,<Make_an_appeal_or_request>Citizen_(Nigeria),	<Militant_(Boko_Haram)>
<Express_intent_to_meet_or_negotiate>Air_Force_(Taiwan),	<Mwai_Kibaki>
<Use_conventional_military_force>Militant_(Taliban),<Arrest_detain_or_charge_with_legal_action>Military_Personnel_(Afghanistan),	<Media_(Romania)>
<Use_conventional_military_force>Boko_Haram,<Use_conventional_military_force>Citizen_(Nigeria),	<Raj_Thackeray>
<Use_conventional_military_force>Mob_(Sierra_Leone),	<Argentine_Naval_Prefecture>
<Share_intelligence_or_information>Milan_Chovanec,<Express_intent_to_meet_or_negotiate>Citizen_(Czech_Republic),	<Jan_Kohout>
<Host_a_visit>Haider_Al-Abadi,	<Mehr_News_Agency>
<Praise_or_endorse>Other_Authorities_/_Officials_(Nigeria),<Make_an_appeal_or_request>Government_(Nigeria),	<Other_Authorities_/_Officials_(Nigeria)>
<Provide_humanitarian_aid>Iraq,	<Chuck_Hagel>
<Sign_formal_agreement>Foreign_Affairs_(United_States),	<Hezbollah>
<Make_a_visit>France,	<Militia_(Kenya)>
<fight_with_small_arms_and_light_weapons>Children_(Thailand),	<Head_of_Government_(Greece)>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Mauritania,	<Tamerlan_Tsarnaev>
<Make_an_appeal_or_request>Citizen_(Nigeria),	<Air_Force_(Iraq)>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Thailand,<Express_intent_to_cooperate>Thailand,	<Police_(United_States)>
<Praise_or_endorse>Canadian_Armed_Forces,	<Dzhokhar_Tsarnaev>
<Make_an_appeal_or_request>Farm_Worker_(Nigeria),	<State_Security_Service>
<Express_intent_to_meet_or_negotiate>Maldives,	<China>
<Make_a_visit>South_Korea,	<Vietnam>
<Make_a_visit>Iran,	<Government_Official_(Afghanistan)>
<Consult>Antonis_Samaras,	<Police_(Dominican_Republic)>
<Make_empathetic_comment>Okey_Wali,	<Okey_Wali>
<Praise_or_endorse>Poland,	<Military_(Russia)>
<Host_a_visit>Ministry_(Russia),<Engage_in_negotiation>Ryoo_Kihl-jae,<Host_a_visit>Japan,<Provide_aid>Citizen_(North_Korea),<Consult>South_Korea,<Reject>South_Korea,<Arrest_detain_or_charge_with_legal_action>Jeffrey_Fowle,<Return_release_person(s)>Jeffrey_Fowle,<Engage_in_diplomatic_cooperation>Vietnam,	<South_Korea>
<Make_a_visit>Sierra_Leone,	<Government_Official_(Afghanistan)>
<Express_intent_to_meet_or_negotiate>Freedom_Party_(Ukraine),	<Angola>
<Consult>Labor_Union_(India),	<Muhammadu_Buhari>
<Use_unconventional_violence>Government_(Syria),	<United_Arab_Emirates>
<Make_an_appeal_or_request>Umar_al_Bashir,	<Indigenous_People_(India)>
<Reject>Citizen_(Namibia),	<Police_(Rwanda)>
<Criticize_or_denounce>Citizen_(Nigeria),<Sign_formal_agreement>Boko_Haram,	<Government_(Nigeria)>
<Arrest_detain_or_charge_with_legal_action>Men_(Venezuela),	<Social_Democratic_Union>
<Consult>Nguyen_Phu_Trong,	<Government_Official_(Afghanistan)>
<Praise_or_endorse>Farm_Worker_(Burkina_Faso),	<Business_(Bulgaria)>
<Demonstrate_or_rally>Activist_(Sri_Lanka),	<Foreign_Affairs_(United_States)>
<Accuse>Government_(South_Africa),	<Military_Personnel_-_Special_(Afghanistan)>
<Demand>Citizen_(Kenya),	<Associated_Press>
<Reject>Government_(Argentina),	<Party_Member_(Malawi)>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Detainee_(Bahrain),	<Indigenous_People_(United_Kingdom)>
<Praise_or_endorse>Canada,	<Ri_Su_Yong>
<Threaten>North_Atlantic_Treaty_Organization,<Consult>John_Kerry,<Make_empathetic_comment>Michael_Sata,	<Legislature_(Libya)>
<Arrest_detain_or_charge_with_legal_action>Citizen_(South_Korea),	<China>
<Praise_or_endorse>Vietnam,	<Criminal_(Argentina)>
<Consult>Ireland,	<Kazakhstan>
<Make_an_appeal_or_request>Citizen_(Australia),<Accuse>Citizen_(Australia),<Criticize_or_denounce>Citizen_(Australia),<Engage_in_material_cooperation>Other_Authorities_/_Officials_(China),	<Sue-Ellen_Kovack>
<Use_conventional_military_force>Nathan_Cirillo,	<Canadian_Armed_Forces>
<Arrest_detain_or_charge_with_legal_action>Criminal_(Costa_Rica),	<Party_Member_(Iraq)>
<Accuse>Women_(Indonesia),<Arrest_detain_or_charge_with_legal_action>Citizen_(Indonesia),	<New_Zealand>
<Use_conventional_military_force>Armed_Gang_(Palestinian_Territory_Occupied),<Use_conventional_military_force>Children_(Palestinian_Territory_Occupied),	<Republican_People's_Party>
<Investigate>Men_(Japan),	<Medical_Personnel_(Japan)>
<Investigate>Citizen_(Kenya),<Confiscate_property>Citizen_(Kenya),	<Immigrants_(Ethiopia)>
<Arrest_detain_or_charge_with_legal_action>Thief_(Philippines),<Arrest_detain_or_charge_with_legal_action>Employee_(Philippines),	<National_Police>
<Arrest_detain_or_charge_with_legal_action>Student_(Qatar),	<Security_Council_(Russia)>
<fight_with_small_arms_and_light_weapons>Citizen_(South_Korea),	<Student_(South_Korea)>
<Arrest_detain_or_charge_with_legal_action>Criminal_(Sudan),<Arrest_detain_or_charge_with_legal_action>Murderer_(Spain),	<Dmitry_Anatolyevich_Medvedev>
<Seize_or_damage_property>Tanzania,<Use_conventional_military_force>Business_(Tanzania),<Accuse>Criminal_(Tanzania),<fight_with_small_arms_and_light_weapons>Citizen_(Tanzania),	<Immigrants_(Sudan)>
<Return_release_person(s)>Citizen_(Yemen),	<Armed_Rebel_(Yemen)>
<Consult>Legislature_(Jamaica),	<Farm_Worker_(Nigeria)>
<Engage_in_symbolic_act>Men_(Indonesia),	<Member_of_Parliament_(Australia)>
<Demand>Ministry_(Thailand),	<Insurgent_(Thailand)>
<Demonstrate_or_rally>Other_Authorities_/_Officials_(Hong_Kong),<Demonstrate_or_rally>Police_(Hong_Kong),<Consult>Agence_France-Presse,<Consult>Police_(Hong_Kong),	<China>
<Engage_in_diplomatic_cooperation>Iran,	<Abdel_Fattah_Al-Sisi>
<Express_intent_to_meet_or_negotiate>Associated_Press,	<Barack_Obama>
<Make_a_visit>Guinea,	<Nurse_(France)>
<Return_release_person(s)>Citizen_(Germany),	<Kazakhstan>
<Consult>China,	<Military_Personnel_(Thailand)>
<Sign_formal_agreement>Government_(Nigeria),	<Criminal_(Jamaica)>
<Consult>City_Mayor_(Philippines),	<Mauritius>
<Make_pessimistic_comment>Iran,	<Kidnapper_(Mexico)>
<Use_unconventional_violence>Citizen_(India),	<Aam_Aadmi_Party>
<Host_a_visit>Klaus_Johannis,	<Austria_Press_Agency>
<Express_intent_to_meet_or_negotiate>Tom_Motsoahae_Thabane,	<Civic_Group_(Argentina)>
<Consult>Uhuru_Muigai_Kenyatta,	<Military_(Philippines)>
<Make_a_visit>Iraq,	<UN_Security_Council>
<Make_an_appeal_or_request>Citizen_(India),	<Media_Personnel_(Pakistan)>
<Accuse>Abdoulaye_Wade,	<Madeleine_Albright>
<Consult>Foreign_Affairs_(United_States),<Make_an_appeal_or_request>Iran,	<Member_of_Parliament_(Ukraine)>
<Accuse>Citizen_(Nigeria),	<Foreign_Affairs_(United_States)>
<Consult>Defense_/_Security_Ministry_(Russia),	<Malawi_Electoral_Commission>
<Reject>Cristina_Fernández_de_Kirchner,	<Employee_(Philippines)>
