sentences	sensitiveAttr
<Consult>Ministry_(Angola),	<Angola>
<Make_a_visit>Afghanistan,<Make_an_appeal_or_request>China,<Make_a_visit>Myanmar,	<Fumio_Kishida>
<Arrest_detain_or_charge_with_legal_action>Khmer_Rouge,	<Thailand>
<Express_intent_to_cooperate>South_Africa,<Accuse>Hacker_(China),<Engage_in_negotiation>Barack_Obama,<Host_a_visit>Robin_Dhowan,<Accuse_of_espionage_treason>China,	<Liberal_Party_(Canada)>
<Make_a_visit>Japan,	<Head_of_Government_(Nigeria)>
<Consult>John_Kerry,<Express_intent_to_meet_or_negotiate>Mohammad_Javad_Zarif,	<Iran>
<Assassinate>Kim_Jong-Un,	<Lawyer/Attorney_(Uganda)>
<Consult>South_African_National_Defence_Force,	<Military_(China)>
<Make_pessimistic_comment>Government_(Nigeria),	<Military_Personnel_(Mali)>
<Sign_formal_agreement>South_Korea,<Express_intent_to_provide_humanitarian_aid>South_Sudan,<Provide_aid>Cambodia,<Demand>Philippines,<Host_a_visit>Le_Hong_Anh,<Host_a_visit>Ri_Su_Yong,<Express_intent_to_provide_humanitarian_aid>Sierra_Leone,	<Afghanistan>
<Consult>Julie_Bishop,	<Iran>
<Express_intent_to_meet_or_negotiate>Police_(Australia),<Make_an_appeal_or_request>Liberal_National_Party,	<Military_(China)>
<Abduct_hijack_or_take_hostage>Criminal_(Brazil),	<Dalbir_Singh>
<Express_intent_to_meet_or_negotiate>Armenia,	<City_Mayor_(Croatia)>
<Bring_lawsuit_against>Government_(Germany),	<Member_of_Legislative_(Govt)_(Kenya)>
<Accuse>Head_of_Government_(India),<Accuse>Rioter_(India),<Express_intent_to_cooperate>Indigenous_People_(India),<Criticize_or_denounce>Thief_(India),<Threaten>Employee_(India),<Praise_or_endorse>Keshari_Nath_Tripathi,<Engage_in_symbolic_act>Governor_(India),	<Education_(Nigeria)>
<Use_unconventional_violence>Police_(Indonesia),	<Imad_Mugniyah>
<Make_an_appeal_or_request>Governor_(Kenya),	<Volvo>
<Acknowledge_or_claim_responsibility>Member_of_the_Judiciary_(Namibia),	<Ruling_Party_(India)>
<Make_an_appeal_or_request>Indigenous_People_(Nigeria),<Make_an_appeal_or_request>Treasury/Finance_Ministry_(Nigeria),<Criticize_or_denounce>Democratic_Party_(Nigeria),<Consult>The_Sunday_Independent,<Engage_in_symbolic_act>Dora_Akunyili,<Make_optimistic_comment>Foreign_Affairs_(United_States),<Make_an_appeal_or_request>Medical_Personnel_(Nigeria),<Criticize_or_denounce>Ethnic_Group_(Nigeria),	<Employee_(Kuwait)>
<Engage_in_symbolic_act>Director_General_(North_Korea),	<Cabinet_/_Council_of_Ministers_/_Advisors_(United_States)>
<Make_an_appeal_or_request>Armed_Rebel_(Yemen),<Accuse>Armed_Rebel_(Yemen),	<Volvo>
<Investigate>Daniel_Scioli,	<Ireland>
<Criticize_or_denounce>Djibouti,	<Villager_(Hong_Kong)>
<Sign_formal_agreement>Japan,	<Governor_(Spain)>
<Consult>Mohammad_Javad_Zarif,	<Thief_(Poland)>
<Host_a_visit>Juan_Carlos_Pinzon,	<Combatant_(Islamic_State_of_Iraq_and_the_Levant)>
<Retreat_or_surrender_militarily>Iraq,	<Government_(Germany)>
<Use_conventional_military_force>Militant_(Syria),	<United_Progressive_Alliance>
<Protest_violently_riot>Bhupinder_Singh_Hooda,	<Thief_(India)>
<Consult>Business_(Iran),	<Ministry_(Malaysia)>
<Consult>Algirdas_Butkevičius,	<Police_(Hong_Kong)>
<Make_pessimistic_comment>Nurse_(Africa),	<Tonga>
<Arrest_detain_or_charge_with_legal_action>Citizen_(India),	<Medical_Personnel_(India)>
<Investigate>Citizen_(Nigeria),<Investigate>Government_(Nigeria),	<Oversight_Court_(Nigeria)>
<Criticize_or_denounce>Citizen_(United_Kingdom),	<Government_(Panama)>
<Abduct_hijack_or_take_hostage>Citizen_(Brazil),	<Police_(Senegal)>
<Abduct_hijack_or_take_hostage>Citizen_(India),	<Communist_Party_of_Bohemia_and_Moravia>
<Consult>Media_(Azerbaijan),	<Austria_Press_Agency>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Citizen_(Australia),	<Police_(Senegal)>
<Express_intent_to_meet_or_negotiate>Armenia,<Express_intent_to_meet_or_negotiate>Member_of_Parliament_(Ukraine),	<Arseniy_Yatsenyuk>
<Criticize_or_denounce>François_Hollande,	<Civic_Group_(Croatia)>
<Consult>Representatives_(Bulgaria),	<Militant_(Somalia)>
<Express_intent_to_meet_or_negotiate>Citizen_(Nigeria),<Make_an_appeal_or_request>Company_-_Owner_or_Operator_(Nigeria),	<Government_(Nigeria)>
<Express_intent_to_cooperate>Sudan,	<Al-Shabaab>
<Appeal_for_change_in_leadership>Citizen_(Kenya),	<Owen_Ellington>
<Use_conventional_military_force>Military_(Lebanon),	<Military_(Lebanon)>
<Discuss_by_telephone>Mohammad_Javad_Zarif,	<Foreign_Affairs_(Russia)>
<Express_intent_to_meet_or_negotiate>Mohammad_Javad_Zarif,	<Military_(Philippines)>
<Make_a_visit>Cameroon,	<African_Union>
<Express_intent_to_meet_or_negotiate>Gjorge_Ivanov,	<Edgars_Rinkevics>
<Criticize_or_denounce>Israeli_Defense_Forces,	<Armenia>
<Consult>Director_General_(South_Korea),	<Veterans_(Croatia)>
<Appeal_for_military_aid>North_Atlantic_Treaty_Organization,	<Dmitry_Anatolyevich_Medvedev>
<Sign_formal_agreement>Julie_Bishop,	<Angola>
<Make_a_visit>Iran,<Praise_or_endorse>Iran,	<Emilio_Pérez_Touriño>
<Make_an_appeal_or_request>François_Hollande,<Make_an_appeal_or_request>Iraq,<Host_a_visit>Royal_Administration_(Saudi_Arabia),<Express_intent_to_provide_military_aid>Combatant_(Iraqi_Kurds),<Host_a_visit>House_of_Representatives_(Russia),<Make_pessimistic_comment>Iraq,	<Boko_Haram>
<Express_intent_to_meet_or_negotiate>New_Zealand,<Make_a_visit>New_Zealand,	<Fiji>
<Demand>European_Central_Bank,<Express_intent_to_meet_or_negotiate>Joachim_Gauck,<Praise_or_endorse>Government_(France),<Impose_administrative_sanctions>France,	<Boko_Haram>
<Consult>Julie_Bishop,<Consult>Ri_Su_Yong,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>John_Kerry,	<Japan>
<Consult>Other_Authorities_/_Officials_(Gambia),	<City_Mayor_(Italy)>
<Make_empathetic_comment>Citizen_(Nigeria),	<Police_(South_Africa)>
<Make_an_appeal_or_request>Air_France,	<Arnaud_Montebourg>
<Accede_to_demands_for_rights>Citizen_(Nigeria),	<Medical_Personnel_(Nigeria)>
<Yield>Tahirul_Qadri,<Consult>Opposition_Supporter_(Pakistan),<Threaten>Imran_Khan,<Express_intent_to_meet_or_negotiate>Imran_Khan,<Accuse>Protester_(Pakistan),	<Activist_(United_States)>
<Refuse_to_yield>Citizen_(Sudan),	<Riek_Machar>
<Praise_or_endorse>Government_(Nigeria),<Praise_or_endorse>Iraq,	<Civic_Group_(Kenya)>
<Reduce_relations>Colombia,	<Office_of_the_United_Nations_High_Commissioner_for_Human_Rights>
<Use_conventional_military_force>Militant_(Yemen),	<Militant_(Yemen)>
<Criticize_or_denounce>Militia_(Iraq),<Consult>Mohammad_Javad_Zarif,<Consult>Joseph_Robinette_Biden,	<Iraq>
<Express_intent_to_meet_or_negotiate>Qatar,	<Israeli_Defense_Forces>
<Praise_or_endorse>Police_(Kosovo),	<Catherine_Ashton>
<Make_an_appeal_or_request>Citizen_(Kenya),	<Government_(Kenya)>
<Discuss_by_telephone>Agence_France-Presse,	<Member_of_Parliament_(Bangladesh)>
<Praise_or_endorse>Abdel_Fattah_Al-Sisi,<Host_a_visit>Head_of_Government_(Mongolia),	<Japan>
<Express_intent_to_meet_or_negotiate>Colombia,	<Riek_Machar>
<Demand>Citizen_(Belgium),	<Kazakhstan>
<Make_a_visit>South_Africa,	<Attack_Craft_(United_Kingdom)>
<Provide_humanitarian_aid>Iraq,	<Foreign_Affairs_(Russia)>
<Make_an_appeal_or_request>Citizen_(India),	<Militia_(Kenya)>
<Mobilize_or_increase_armed_forces>Angola,	<Military_Personnel_-_Special_(Guinea)>
<Engage_in_diplomatic_cooperation>Pope_Francis,	<Vytenis_Povilas_Andriukaitis>
<Make_a_visit>France,	<Holy_See>
<Accuse>Government_(Argentina),	<Governor_(Kenya)>
<Praise_or_endorse>Government_(Nigeria),	<Nadine_Heredia>
<Consult>Sergey_Viktorovich_Lavrov,	<Employee_(Bosnia_and_Herzegovina)>
<Consult>Tahirul_Qadri,<Demonstrate_or_rally>Government_(Pakistan),<Threaten>Government_(Pakistan),	<Tahirul_Qadri>
<Threaten>Citizen_(Kenya),	<Military_(Thailand)>
<Demand>Military_Personnel_-_Special_(Nigeria),	<Education_(Nigeria)>
<Make_a_visit>Sudan,	<Argentine_Naval_Prefecture>
<Threaten>Afghanistan,	<Foreign_Affairs_(Lebanon)>
<Express_intent_to_change_institutions_regime>Iraq,<Engage_in_diplomatic_cooperation>Qatar,<Consult>Oman,<Praise_or_endorse>Hamas,	<Morteza_Sarmadi>
<Demand_military_aid>Barack_Obama,<Use_conventional_military_force>Nuri_al-Maliki,<Use_conventional_military_force>Militant_(Iraq),<Grant_diplomatic_recognition>Fiji,	<National_Alliance_(Iraq)>
<Host_a_visit>Treasury/Finance_Ministry_(Japan),	<Afghanistan>
<Host_a_visit>Keiji_Furuya,<Express_intent_to_provide_economic_aid>Myanmar,<Make_pessimistic_comment>China,<Criticize_or_denounce>China,<Host_a_visit>Shozaburo_Nakamura,<Make_an_appeal_or_request>Cho_Tai-young,	<China>
<Appeal_to_others_to_settle_dispute>China,<Express_intent_to_meet_or_negotiate>Myanmar,<Consult>Abdullah_Abdullah,<Engage_in_negotiation>Presidential_Candidate_(Afghanistan),<Make_an_appeal_or_request>Qatar,<Consult>Fumio_Kishida,<Engage_in_negotiation>Julie_Bishop,<Rally_support_on_behalf_of>Fuad_Masum,<Make_an_appeal_or_request>Haider_Al-Abadi,	<Iran>
<Discuss_by_telephone>Haider_Al-Abadi,	<Daniel_Ortega>
<Consult>Media_(Pakistan),<Criticize_or_denounce>Tahirul_Qadri,	<European_Parliament>
<Make_a_visit>Thongsing_Thammavong,	<Media_(Nigeria)>
<Appeal_for_change_in_leadership>Opposition_Supporter_(Turkey),	<Kidnapper_(Mexico)>
<Engage_in_symbolic_act>Anandiben_Patel,	<Government_(United_States)>
<Praise_or_endorse>Ogbeni_Rauf_Aregbesola,	<Nigerian_Bar_Association>
<Consult>Yoshitaka_Shindo,	<National_Liberal_Party>
<Use_unconventional_violence>Businessperson_(Taiwan),	<Military_Personnel_-_Special_(Kenya)>
<Praise_or_endorse>Governor_(Kenya),	<Environmentalist_(France)>
<Accuse>Citizen_(Nigeria),	<Guerrilla_(Revolutionary_Armed_Forces_of_Colombia)>
<Host_a_visit>North_Korea,<Consult>Cambodia,	<Al_Arabiya>
<Express_intent_to_meet_or_negotiate>Iran,	<National_Coalition_for_Syrian_Revolutionary_and_Opposition_Forces>
<Demand>Citizen_(Australia),	<Police_(Australia)>
<Arrest_detain_or_charge_with_legal_action>Justice_Department/Ministery_(Colombia),	<Criminal_(Australia)>
<Express_intent_to_provide_military_aid>Criminal_(Dominican_Republic),	<Government_(Jamaica)>
<Consult>Legislature_(Germany),	<Evangelos_Venizelos>
<Investigate>Head_of_Government_(Peru),	<Court_Judge_(Nigeria)>
<Accuse>Citizen_(South_Korea),<Investigate_crime_corruption>Citizen_(South_Korea),<Investigate>Citizen_(South_Korea),<Investigate>Media_Personnel_(Japan),<Arrest_detain_or_charge_with_legal_action>Lawmaker_(South_Korea),	<Business_(South_Korea)>
<Complain_officially>Efkan_Ala,	<Efkan_Ala>
<Demand>Citizen_(United_Kingdom),	<Frank_Bainimarama>
<Consult>Xi_Jinping,<Consult>China,	<Criminal_(Israel)>
<Express_accord>People_Associated_with_the_Opposition_(Czech_Republic),<Express_intent_to_meet_or_negotiate>Iran,	<Education_(Greece)>
<Reject>Tahirul_Qadri,	<Villager_(Hong_Kong)>
<Investigate>New_Zealand,	<City_Mayor_(New_Zealand)>
<Criticize_or_denounce>Shimon_Peres,	<Government_(Pakistan)>
<Accuse>Election_Commission_(Afghanistan),	<Afghanistan>
<Demand>China,	<China>
<Accuse>Defense_/_Security_Ministry_(Fiji),	<Guinea>
<Make_an_appeal_or_request>Citizen_(Malaysia),	<Armed_Rebel_(Ukraine)>
<Praise_or_endorse>Wan_Azizah,	<Naval_(China)>
<Make_an_appeal_or_request>Citizen_(India),	<Haiti>
<Criticize_or_denounce>Transport_Canada,	<Head_of_Government_(Bulgaria)>
<Make_empathetic_comment>China,<Praise_or_endorse>Cleric_(Iraq),	<Iran>
<Consult>François_Hollande,<Praise_or_endorse>Iran,	<Iraq>
<Consult>Criminal_(Boko_Haram),	<Businessperson_(Kenya)>
<Consult>Ishaq_Dar,	<Mauritania>
<Consult>City_Mayor_(South_Africa),	<Morocco>
<Consult>Manuel_Augusto,	<Lawyer/Attorney_(Uganda)>
<Consult>Sergey_Viktorovich_Lavrov,	<John_Kerry>
<Criticize_or_denounce>Citizen_(International),	<Militant_(Somalia)>
<Make_empathetic_comment>Citizen_(Thailand),	<Thaksin_Shinawatra>
<Consult>Government_Official_(Germany),	<Party_Member_(Turkey)>
<Use_conventional_military_force>Citizen_(Australia),	<Criminal_(Australia)>
<Make_an_appeal_or_request>Abdolreza_Rahmani-Fazli,	<Ministry_(Iran)>
<Ease_administrative_sanctions>Men_(South_Africa),	<South_Africa>
<Arrest_detain_or_charge_with_legal_action>Citizen_(United_Kingdom),	<Education_Ministry_(France)>
<Criticize_or_denounce>Court_Judge_(India),	<South_Sudan>
<Use_unconventional_violence>Morocco,	<Military_Personnel_-_Special_(Afghanistan)>
<Use_unconventional_violence>Lawmaker_(United_Kingdom),	<Michael_Sata>
<Sign_formal_agreement>Guatemala,<Arrest_detain_or_charge_with_legal_action>Men_(Mexico),	<Indigenous_People_(India)>
<Use_conventional_military_force>Morocco,<Consult>Association_of_Southeast_Asian_Nations,	<United_Arab_Emirates>
<Threaten>Iraq,	<Military_Personnel_-_Special_(Nigeria)>
<Use_unconventional_violence>Military_(Lebanon),	<Government_(Ecuador)>
<Use_conventional_military_force>Militant_(Syria),<Return_release_person(s)>Detainee_(Lebanon),<Use_conventional_military_force>Combatant_(Islamic_State_of_Iraq_and_the_Levant),	<Armed_Gang_(Benin)>
<Use_conventional_military_force>Criminal_(Mexico),	<Insurgent_(Thailand)>
<Use_conventional_military_force>Student_(Senegal),	<AvtoVAZ>
<Mobilize_or_increase_armed_forces>Sierra_Leone,	<Haaretz>
<Torture>Activist_(Thailand),	<Head_of_Government_(Latvia)>
<Make_an_appeal_or_request>Citizen_(Kenya),	<Police_(Kenya)>
<Consult>Media_(Nigeria),<Engage_in_symbolic_act>Chibuike_Rotimi_Amaechi,	<Militant_(Boko_Haram)>
<Express_intent_to_provide_military_aid>Citizen_(South_Korea),	<Ministry_(Vietnam)>
<Employ_aerial_weapons>Combatant_(Islamic_State_of_Iraq_and_the_Levant),	<Domestic_Affairs_(Kenya)>
<Make_pessimistic_comment>Al-Shabaab,	<Employee_(Bosnia_and_Herzegovina)>
<Yield>Rauf_Aregbesola,	<Other_Authorities_/_Officials_(Nigeria)>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Other_Authorities_/_Officials_(Vietnam),	<Businessperson_(Kenya)>
<Consult>UN_Security_Council,	<Umar_al_Bashir>
<Consult>Head_of_Government_(Bangladesh),<Consult>Haider_Al-Abadi,<Express_intent_to_meet_or_negotiate>Iraq,<Express_intent_to_meet_or_negotiate>Sergey_Viktorovich_Lavrov,<Consult>Amina_Mohamed,	<Iran>
<Host_a_visit>Julie_Bishop,	<Police_(United_States)>
<Host_a_visit>Armed_Forces_of_the_Republic_of_Armenia,	<Volvo>
<Appeal_for_change_in_institutions_regime>Haider_Al-Abadi,	<Armed_Gang_(United_States)>
<Make_empathetic_comment>China,<Make_an_appeal_or_request>Citizen_(Thailand),	<Other_Authorities_/_Officials_(Nigeria)>
<Express_intent_to_meet_or_negotiate>Sierra_Leone,	<China>
<Make_an_appeal_or_request>Haiti,	<Head_of_Government_(India)>
<Make_an_appeal_or_request>Ethiopia,	<Tahirul_Qadri>
<Arrest_detain_or_charge_with_legal_action>Men_(New_Zealand),	<Ministry_(Zimbabwe)>
<Consult>Party_President_(Cyprus),	<Police_(Dominican_Republic)>
<Use_conventional_military_force>Military_(Russia),<Express_intent_to_provide_military_aid>Military_Personnel_-_Special_(Afghanistan),	<Military_(Russia)>
<Consult>China,<Threaten>South_Korea,<Criticize_or_denounce>Cabinet_/_Council_of_Ministers_/_Advisors_(United_States),<Host_a_visit>Shozaburo_Nakamura,<Criticize_or_denounce>UN_Security_Council,	<South_Korea>
<Arrest_detain_or_charge_with_legal_action>Citizen_(United_Kingdom),	<Combatant_(Turkey)>
<Criticize_or_denounce>Iraq,	<Iraq>
<Consult>Raheel_Sharif,	<Attack_Craft_(United_Kingdom)>
<Engage_in_negotiation>Criminal_(Brazil),	<Middle_East>
<Refuse_to_yield>Human_Rights_Watch,	<Police_(Egypt)>
<Arrest_detain_or_charge_with_legal_action>Criminal_(Mexico),	<Héctor_Beltrán_Leyva>
<Ease_administrative_sanctions>Lawmaker_(South_Korea),	<Chief_Court_Judge_(Zambia)>
<Threaten_with_political_dissent_protest>Afghanistan,	<Justice_Department/Ministery_(Philippines)>
<Deny_responsibility>China,	<Japan>
<Criticize_or_denounce>Citizen_(India),	<Tzipi_Livni>
<Provide_aid>Boko_Haram,	<Indigenous_People_(Nigeria)>
<Express_intent_to_meet_or_negotiate>Citizen_(Belgium),<Express_intent_to_meet_or_negotiate>Foreign_Affairs_(Russia),	<Cabinet_/_Council_of_Ministers_/_Advisors_(Somalia)>
<Engage_in_symbolic_act>City_Mayor_(Philippines),	<Criminal_(Philippines)>
<Consult>Kathleen_Wynne,	<William_Ruto>
<Engage_in_diplomatic_cooperation>New_Zealand,<Make_an_appeal_or_request>Association_of_Southeast_Asian_Nations,	<China>
<Arrest_detain_or_charge_with_legal_action>Illegal_Immigrant_(Albania),	<Government_(Panama)>
<Arrest_detain_or_charge_with_legal_action>Citizen_(Australia),<Arrest_detain_or_charge_with_legal_action>Citizen_(India),	<Sue-Ellen_Kovack>
<Impose_administrative_sanctions>Women_(Palestinian_Territory_Occupied),	<Republican_People's_Party>
<Investigate>Citizen_(Thailand),<Arrest_detain_or_charge_with_legal_action>Citizen_(Thailand),	<Medical_Personnel_(Japan)>
<Engage_in_material_cooperation>Citizen_(Kenya),<Arrest_detain_or_charge_with_legal_action>Al-Shabaab,	<Immigrants_(Ethiopia)>
<Make_an_appeal_or_request>Citizen_(Malaysia),	<Malaysia>
<Engage_in_material_cooperation>Other_Authorities_/_Officials_(Switzerland),	<Cleric_(Pakistan)>
<Confiscate_property>Drug_Gang_(Mexico),<Investigate>Armed_Gang_(Peru),	<Medical_Personnel_(Peru)>
<Mobilize_or_increase_police_power>Philippines,	<National_Police>
<Use_conventional_military_force>Student_(Senegal),	<Party_Member_(Turkey)>
<fight_with_small_arms_and_light_weapons>Lungelo_Dlamini,	<Romania>
<Arrest_detain_or_charge_with_legal_action>Lawmaker_(South_Korea),	<Student_(South_Korea)>
<fight_with_small_arms_and_light_weapons>Protester_(Ukraine),	<Protester_(Ukraine)>
<Accuse>Chevron,	<Volvo>
<Praise_or_endorse>Legislature_(Pakistan),	<Jason_C._Hu>
<Express_intent_to_meet_or_negotiate>China,	<South_Korea>
<Make_an_appeal_or_request>Military_Personnel_(Thailand),	<Insurgent_(Thailand)>
<Consult>John_Kerry,	<Abdullah_Abdullah>
<Praise_or_endorse>Imran_Khan,<Demonstrate_for_leadership_change>Head_of_Government_(Pakistan),<Demonstrate_or_rally>Government_(Pakistan),	<Guerrilla_(Revolutionary_Armed_Forces_of_Colombia)>
<Make_an_appeal_or_request>Member_of_Parliament_(India),	<Government_(Argentina)>
<Consult>Imran_Khan,<Consult>Chaudhry_Nisar_Ali_Khan,	<Head_of_Government_(Greece)>
<Use_unconventional_violence>Joseph_Kabila,	<Lawyer/Attorney_(Colombia)>
<Consult>Governor_(India),	<Sergey_Viktorovich_Lavrov>
<Express_intent_to_meet_or_negotiate>Military_(Lithuania),	<Iran>
<Accuse>Japan_Self-Defense_Forces,	<Kazakhstan>
<Consult>Fumio_Kishida,	<Bhupinder_Singh_Hooda>
<Demand>China,<Consult>Umar_al_Bashir,	<Umar_al_Bashir>
<Express_intent_to_cooperate>Rauf_Aregbesola,<Make_an_appeal_or_request>Health_Ministry_(Nigeria),	<John_Kerry>
<Make_a_visit>France,	<Nicos_Anastasiades>
<Reject>Morocco,	<Armenia>
<Make_a_visit>Islamic_(Nigeria),	<Foreign_Affairs_(Syria)>
<Engage_in_symbolic_act>Prayuth_Chan-ocha,	<Ministry_(Afghanistan)>
<Engage_in_symbolic_act>Heydar_Aliyev,	<International_Monetary_Fund>
<Make_a_visit>Kazakhstan,<Discuss_by_telephone>Pavlo_Klimkin,	<ITAR_TASS>
<Reject_proposal_to_meet_discuss_or_negotiate>Media_(Pakistan),	<Ivan_Gasparovic>
<Consult>Tony_Blair,	<Pope_Francis>
<Make_a_visit>Japan,	<New_Democracy>
<Express_intent_to_meet_or_negotiate>Tanzania,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Mauritania,	<China>
<Consult>Chang_Wanquan,	<Medical_Personnel_(Switzerland)>
<Consult>National_Security_Advisor_(South_Korea),<Make_an_appeal_or_request>North_Korea,<Criticize_or_denounce>Japan,	<North_Korea>
<Arrest_detain_or_charge_with_legal_action>Citizen_(Kenya),	<Riek_Machar>
<Use_unconventional_violence>Police_(Senegal),	<Republican_People's_Party>
<Cooperate_economically>Ethiopia,	<Benazir_Bhutto>
<Engage_in_symbolic_act>Citizen_(Nigeria),	<Xi_Jinping>
<Protest_violently_riot>Government_(Pakistan),	<Government_(Pakistan)>
<Consult>Iran,<Consult>Energy_Department/Ministry_(Iran),	<Turkish_Airlines>
<Reject>Japan,	<United_Progressive_Alliance>
<Use_unconventional_violence>Citizen_(Australia),	<Ahmed_Abu_Khatallah>
<Host_a_visit>Foreign_Affairs_(Russia),<Impose_administrative_sanctions>Citizen_(Australia),	<Cambodia>
<Accuse>Citizen_(Thailand),	<Tamerlan_Tsarnaev>
<Demand_change_in_leadership>Citizen_(United_Kingdom),	<Cabinet_/_Council_of_Ministers_/_Advisors_(Libya)>
<Consult>Abdelilah_Benkirane,	<Business_(South_Korea)>
<Express_intent_to_meet_or_negotiate>Xi_Jinping,<Praise_or_endorse>South_Korea,	<Japan>
<Make_an_appeal_or_request>Armed_Rebel_(Yemen),<Consult>Edmond_Mulet,<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Legislature_(Lebanon),<Criticize_or_denounce>Armed_Band_(South_Sudan),<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Haider_Al-Abadi,<Make_a_visit>South_Sudan,<Make_a_visit>Riek_Machar,<Make_an_appeal_or_request>Government_(Sudan),	<Sudan>
<Provide_humanitarian_aid>Women_(Uganda),	<Thief_(India)>
<Make_a_visit>Ethiopia,<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Governor_(Kenya),	<William_Ruto>
<Engage_in_negotiation>Riek_Machar,	<Sudan>
<Deny_responsibility>Citizen_(Zambia),	<Government_(Sweden)>
<Discuss_by_telephone>Olagunsoye_Oyinlola,	<Independence_Party>
<Praise_or_endorse>Prayuth_Chan-ocha,	<Mustafa_Dzhemilev>
<Engage_in_symbolic_act>Citizen_(Turkey),	<Romania>
<Consult>Myanmar,	<Police_(Indonesia)>
<Express_intent_to_meet_or_negotiate>South_Korea,	<Cambodia>
<Make_a_visit>The_Hague,	<Government_(Kenya)>
<Sign_formal_agreement>Tsakhiagiyn_Elbegdorj,<Engage_in_negotiation>Tsakhiagiyn_Elbegdorj,<Express_intent_to_meet_or_negotiate>Tsakhiagiyn_Elbegdorj,<Engage_in_negotiation>Envoy_(Vietnam),<Consult>Le_Hong_Anh,<Make_an_appeal_or_request>Media_(China),<Make_empathetic_comment>Iran,	<China>
<Consult>Keiji_Furuya,	<Justin_Trudeau>
<Consider_policy_option>Shura_Council,	<Foreign_Affairs_(United_States)>
<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Pakistan_People's_Party,<Express_intent_to_provide_material_aid>China,	<Xi_Jinping>
<Praise_or_endorse>Military_Personnel_(Afghanistan),	<Government_(Venezuela)>
