sentences	sensitiveAttr
<Use_unconventional_violence>Citizen_(Indonesia),<Criticize_or_denounce>Malaysia,<Make_optimistic_comment>Malaysia,	<Foreign_Affairs_(Chile)>
<Criticize_or_denounce>Government_(Mauritania),	<Ukrinform>
<Use_unconventional_violence>Farm_Worker_(Nigeria),<Demand>Mukhtar_Ramalan_Yero,<Use_unconventional_violence>Company_-_Owner_or_Operator_(Nigeria),<Make_an_appeal_or_request>Muslim_(Nigeria),<Make_empathetic_comment>Government_(Nigeria),<Make_an_appeal_or_request>Other_Authorities_/_Officials_(Nigeria),	<Employee_(Kuwait)>
<Use_unconventional_violence>Armed_Rebel_(Syria),	<Héctor_Beltrán_Leyva>
<Demonstrate_or_rally>Foreign_Affairs_(Russia),	<Defense_/_Security_Ministry_(Cyprus)>
<Demonstrate_or_rally>Student_(Sudan),<Accuse>Government_(Sudan),<Accuse>Sudan,<Engage_in_symbolic_act>Student_(Sudan),	<Head_of_Government_(Germany)>
<Demonstrate_or_rally>Justice_and_Development_Party,<Express_intent_to_meet_or_negotiate>Other_Authorities_/_Officials_(Turkey),	<Government_(France)>
<Accuse>Police_(Uganda),<Use_unconventional_violence>Uganda_People's_Defence_Force,	<Lawyer/Attorney_(Turkey)>
<Criticize_or_denounce>Alex_Salmond,<Use_unconventional_violence>Combatant_(Taliban),	<Member_of_Parliament_(Ukraine)>
<Rally_support_on_behalf_of>Detainee_(Venezuela),<Criticize_or_denounce>High_Ranking_Military_Personnel_(Venezuela),<Accuse>Militant_(Venezuela),<Criticize_or_denounce>Government_(Venezuela),<Criticize_or_denounce>Leopoldo_López,	<Military_(Lebanon)>
<Abduct_hijack_or_take_hostage>Governor_(Yemen),	<Volvo>
<Consult>Agustín_Rossi,	<Ireland>
<Accuse_of_human_rights_abuses>Head_of_Government_(Colombia),	<Militia_(Kenya)>
<Provide_aid>Philippines,	<Employee_(Philippines)>
<Make_an_appeal_or_request>Citizen_(Zambia),	<Party_Member_(Turkey)>
<Accuse>Governor_(Kenya),	<Criminal_(Argentina)>
<Consult>Tsai_Ing-wen,	<New_Zealand>
<Make_an_appeal_or_request>Legislature_(Lebanon),	<Michael_Sata>
<Use_unconventional_violence>Somali_National_Army,	<Congress_(Philippines)>
<Accuse>Government_(Pakistan),	<Military_(Philippines)>
<Accuse>Citizen_(India),	<Thief_(India)>
<Express_intent_to_meet_or_negotiate>South_Africa,<Engage_in_diplomatic_cooperation>Angola,	<Romania>
<Consult>Cristina_Fernández_de_Kirchner,	<Guy_Scott>
<Accuse>Citizen_(Nigeria),	<Morteza_Sarmadi>
<Consult>Benjamin_Netanyahu,	<Police_(Hong_Kong)>
<Make_a_visit>Romania,	<Student_(Tanzania)>
<Arrest_detain_or_charge_with_legal_action>Rafael_Correa,	<Sikh_(India)>
<Arrest_detain_or_charge_with_legal_action>Prem_Singh,<Ease_administrative_sanctions>Citizen_(India),	<Medical_Personnel_(India)>
<Reject>Citizen_(Nigeria),<Demand>Government_(Nigeria),<Demand>Citizen_(Nigeria),<Make_an_appeal_or_request>Government_(Nigeria),<Reject>State_Security_Service,	<Oversight_Court_(Nigeria)>
<Use_unconventional_violence>Citizen_(Brazil),	<Police_(Senegal)>
<Sexually_assault>Children_(Sudan),	<Moro_Islamic_Liberation_Front>
<Express_intent_to_cooperate>Justicialist_Party,<Express_intent_to_meet_or_negotiate>France,<Meet_at_a_'third'_location>Sergey_Viktorovich_Lavrov,	<Government_(Argentina)>
<Make_an_appeal_or_request>Congress_(United_States),<Make_a_visit>Tajikistan,	<Military_(China)>
<Make_a_visit>China,	<North_Korea>
<Make_an_appeal_or_request>Citizen_(Czech_Republic),	<Police_(Kenya)>
<Consult>Zaheerul_Islam,<Consult>Chaudhry_Nisar_Ali_Khan,	<Sudan>
<Make_an_appeal_or_request>Company_-_Owner_or_Operator_(Zambia),	<Nadine_Heredia>
<Consult>Sudan,	<Legislature_(Turkey)>
<Make_an_appeal_or_request>Citizen_(Indonesia),	<Ministry_(Thailand)>
<Express_intent_to_meet_or_negotiate>Citizen_(Kyrgyzstan),	<Arseniy_Yatsenyuk>
<Make_a_visit>Wang_Yang,<Engage_in_negotiation>UN_Security_Council,	<France>
<Provide_aid>Healthcare_Facility_(Chad),	<Nurse_(France)>
<Reject>Women_(Australia),	<Ministry_(Croatia)>
<Praise_or_endorse>International_Government_Organizations,	<Businessperson_(Philippines)>
<Make_a_visit>Iran,	<Middle_East>
<Use_conventional_military_force>Police_(Egypt),	<Mauritius>
<Criticize_or_denounce>Party_Member_(Afghanistan),<Consult>Military_Personnel_(Afghanistan),	<Party_Member_(Afghanistan)>
<Accuse>Amit_Shah,<Appeal_for_economic_aid>Citizen_(India),<Criticize_or_denounce>Citizen_(India),<Investigate>Member_of_Parliament_(India),<Demand>Citizen_(India),	<Ministry_(Czech_Republic)>
<Demand>Citizen_(Nigeria),<Make_an_appeal_or_request>Citizen_(Nigeria),<Investigate>Government_(Nigeria),	<Government_(Nigeria)>
<Consult>Toomas_Hendrik_Ilves,	<Militant_(Boko_Haram)>
<fight_with_small_arms_and_light_weapons>Canada,	<Police_(Dominican_Republic)>
<Provide_humanitarian_aid>Citizen_(India),<Conduct_strike_or_boycott>Sharad_Pawar,	<Thief_(India)>
<Make_a_visit>Doctors_Without_Borders,	<UN_Security_Council>
<Consult>Treasury/Finance_Ministry_(Germany),	<Agence_France-Presse>
<Consult>China,	<Arseniy_Yatsenyuk>
<Make_an_appeal_or_request>Other_Authorities_/_Officials_(Nigeria),<Make_a_visit>Japan,<Consult>Raheel_Sharif,	<Iran>
<Consult>Morgan_Tsvangirai,	<Government_(Namibia)>
<Host_a_visit>John_Kerry,<Provide_humanitarian_aid>South_Sudan,	<Al-Shabaab>
<Make_an_appeal_or_request>Other_Authorities_/_Officials_(Turkey),	<Armed_Gang_(Egypt)>
<Consult>Laura_Boldrini,	<Mahinda_Rajapaksa>
<Express_intent_to_meet_or_negotiate>International_Court_of_Justice,	<Bolivia>
<Abduct_hijack_or_take_hostage>Citizen_(Nigeria),	<François_Hollande>
<Engage_in_symbolic_act>Military_(China),	<Civic_Group_(Croatia)>
<Employ_aerial_weapons>Sudan,	<Attack_Craft_(United_Kingdom)>
<Make_a_visit>Iran,<Praise_or_endorse>Iran,	<Government_(Austria)>
<Make_an_appeal_or_request>UN_Security_Council,	<Dzhokhar_Tsarnaev>
<Praise_or_endorse>Actor_(Hungary),	<Kuwait>
<Impose_restrictions_on_political_freedoms>Representatives_(Russia),<Express_intent_to_meet_or_negotiate>Iran,	<Edgars_Rinkevics>
<Threaten>Military_Personnel_(Libya),	<Other_Authorities_/_Officials_(Libya)>
<Rally_support_on_behalf_of>Student_(Iran),	<Oil_Tanker_(Bangladesh)>
<Make_an_appeal_or_request>France,	<Armenia>
<Consult>John_Kerry,<Criticize_or_denounce>Military_(Russia),	<Dmitry_Anatolyevich_Medvedev>
<Accuse>Sudan,<Make_an_appeal_or_request>Citizen_(Malaysia),<Consult>Massoud_Barzani,<Criticize_or_denounce>Japan,	<Angola>
<Express_intent_to_meet_or_negotiate>Iran,	<Emilio_Pérez_Touriño>
<Engage_in_diplomatic_cooperation>Niger,<Arrest_detain_or_charge_with_legal_action>Children_(France),<Sign_formal_agreement>Iran,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>China,<Arrest_detain_or_charge_with_legal_action>Youssef_Boutros_Ghali,<Arrest_detain_or_charge_with_legal_action>News_Editor_(France),<Employ_aerial_weapons>Combatant_(Al_Qaeda),<Cooperate_militarily>Military_(Niger),<Host_a_visit>Abdoulaye_Wade,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Government_(Palestinian_Territory_Occupied),<Arrest_detain_or_charge_with_legal_action>Pascal_Simbikangwa,	<Boko_Haram>
<Investigate>Secretariat_for_the_Prevention_of_Drug_Abuse_and_Drug_Trafficking,	<Cristina_Fernández_de_Kirchner>
<Consult>John_Dramani_Mahama,<Host_a_visit>Xi_Jinping,	<Boko_Haram>
<Make_a_visit>Religion_(France),	<Government_(Kenya)>
<Praise_or_endorse>Police_(Gambia),	<City_Mayor_(Italy)>
<Consult>AB_Lithuanian_Gas,	<Interfax>
<Investigate>Police_(South_Africa),	<Canada>
<Express_intent_to_meet_or_negotiate>Alexei_Pushkov,	<Communist_Party_of_Bohemia_and_Moravia>
<Make_pessimistic_comment>Serbia,	<Government_(Nepal)>
<Praise_or_endorse>UN_Security_Council,	<Employee_(India)>
<Threaten>Ministry_(France),	<Arnaud_Montebourg>
<Praise_or_endorse>Military_(Italy),	<Sergey_Viktorovich_Lavrov>
<Refuse_to_yield>Medical_Personnel_(Nigeria),	<Medical_Personnel_(Nigeria)>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Pervez_Musharraf,<Consult>Tehrik-i-Taliban_Pakistan,<Reject>Pervez_Musharraf,	<Activist_(United_States)>
<Engage_in_negotiation>Business_(Panama),	<Foreign_Affairs_(Russia)>
<Engage_in_negotiation>Bank_(South_Africa),<Accuse>Foreign_Affairs_(Rwanda),	<Defense_/_Security_Ministry_(Nigeria)>
<Make_an_appeal_or_request>Government_(Sudan),	<Civic_Group_(Kenya)>
<Criticize_or_denounce>Citizen_(Venezuela),	<Office_of_the_United_Nations_High_Commissioner_for_Human_Rights>
<Express_intent_to_meet_or_negotiate>Businessperson_(Uzbekistan),	<Police_(Senegal)>
<Make_an_appeal_or_request>Population_(Angola),	<Angola>
<Appeal_for_economic_cooperation>Company_-_Owner_or_Operator_(India),	<Education_Ministry_(France)>
<Expel_or_deport_individuals>Citizen_(Kenya),<Consult>Media_(Africa),	<James_Ongwae>
<Make_an_appeal_or_request>Citizen_(Thailand),	<High_Commission_for_Refugees>
<Arrest_detain_or_charge_with_legal_action>Citizen_(Venezuela),	<Assemblies_(Nigeria)>
<Consult>Military_Personnel_(Yemen),	<Militant_(Yemen)>
<Make_an_appeal_or_request>Government_(Cote_d'Ivoire),	<Fula_people>
<Sign_formal_agreement>Morocco,	<Court_Judge_(Mexico)>
<Make_an_appeal_or_request>Government_(Nigeria),	<Head_of_Government_(Nigeria)>
<Consult>Ethiopia,	<Member_of_Parliament_(Bangladesh)>
<Consult>Ministry_(Angola),	<Foreign_Affairs_(Syria)>
<Make_a_visit>Abdul_Aziz,	<Other_Authorities_/_Officials_(Greece)>
<Make_an_appeal_or_request>Election_Commission_(India),<Reduce_relations>Ruling_Party_(India),<Make_an_appeal_or_request>Employee_(India),	<Company_-_Owner_or_Operator_(India)>
<Consult>Catherine_Ashton,	<Fiji>
<Praise_or_endorse>Government_(Nigeria),	<Ministry_(Nigeria)>
<Consider_policy_option>Afghanistan,	<Benazir_Bhutto>
<Make_pessimistic_comment>North_Atlantic_Treaty_Organization,	<Poland>
<Make_a_visit>Sudan,	<Qatar>
<Engage_in_negotiation>Barack_Obama,	<Indigenous_People_(South_Korea)>
<Engage_in_negotiation>Barack_Obama,<Make_a_visit>Barack_Obama,<Discuss_by_telephone>Joseph_Robinette_Biden,	<Verkhovna_Rada>
<Make_pessimistic_comment>Employee_(Sudan),<Criticize_or_denounce>Asylum_Seeker_(Kenya),	<Iran>
<Consult>Lilian_Samaniego,	<Government_(United_States)>
<Appeal_to_others_to_meet_or_negotiate>Barack_Obama,<Accuse_of_human_rights_abuses>Government_(Kenya),	<China>
<Consult>Vanguard,	<Education_(Nigeria)>
<Consult>Business_(Russia),	<Argentine_Naval_Prefecture>
<Praise_or_endorse>Media_(India),	<Ethnic_Group_(India)>
<Use_unconventional_violence>Afghanistan,	<Foreign_Affairs_(Lebanon)>
<Use_unconventional_violence>Citizen_(Yemen),	<Government_(Venezuela)>
<fight_with_small_arms_and_light_weapons>Citizen_(Thailand),	<Employee_(Iraq)>
<Arrest_detain_or_charge_with_legal_action>Citizen_(India),	<City_Mayor_(Ukraine)>
<Praise_or_endorse>Refugee_(Ethiopia),	<Police_(Sudan)>
<Consult>Angola,	<Colombia>
<Sign_formal_agreement>Poland,<Investigate>Ministry_(Iran),<Sign_formal_agreement>Justice_Department/Ministery_(Azerbaijan),<Host_a_visit>Javier_Solana,<Cooperate_economically>Japan,<Consult>Catherine_Ashton,<Host_a_visit>Mohammad_Javad_Zarif,<Host_a_visit>Foreign_Affairs_(Latvia),<Host_a_visit>South_Korea,<Sign_formal_agreement>European_Parliament,<Engage_in_negotiation>Barack_Obama,<Host_a_visit>Catherine_Ashton,<Host_a_visit>Sebastian_Kurz,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Oman,<Consult>Kazakhstan,<Host_a_visit>Hossein_Salami,<Consult>Japan,	<Morteza_Sarmadi>
<Engage_in_negotiation>Aero_Vodochody,<Make_an_appeal_or_request>Iraqi_Islamic_Party,	<National_Alliance_(Iraq)>
<Host_a_visit>Alexis_Tsipras,	<Army_Personnel_(Egypt)>
<Consult>Environment_Department/Ministry_(Mauritania),	<Media_(Romania)>
<Appeal_for_intelligence>Government_(Kenya),	<Nurse_(United_States)>
<Use_unconventional_violence>Military_(Philippines),	<Daily_Monitor>
<Make_a_visit>Tatarstan,	<Police_(Egypt)>
<fight_with_small_arms_and_light_weapons>Children_(Palestinian_Territory_Occupied),	<Iran>
<Consult>Carlos_Pascual,	<Găgăuzia>
<Praise_or_endorse>Foreign_Affairs_(Slovakia),	<Fiji>
<Host_a_visit>Chuck_Hagel,<Deny_responsibility>China,<Express_intent_to_cooperate_economically>Myanmar,<Consult>Iran,<Host_a_visit>Hashim_Thaçi,<Host_a_visit>Hu_Deping,<Deny_responsibility>North_Korea,<Engage_in_negotiation>North_Korea,<Express_intent_to_meet_or_negotiate>China,<Criticize_or_denounce>Citizen_(South_Korea),<Engage_in_negotiation>South_Korea,<Complain_officially>North_Korea,<Express_intent_to_cooperate>North_Korea,<Engage_in_diplomatic_cooperation>Vietnam,<Reject>China,<Host_a_visit>Toomas_Hendrik_Ilves,	<China>
<Use_tactics_of_violent_repression>Simon_Ostrovsky,	<Police_(Philippines)>
<Consult>Canada,	<Civic_Group_(Argentina)>
<Make_a_visit>Guinea-Bissau,	<Ministry_(Czech_Republic)>
<Make_a_visit>Guatemala,	<Opposition_Supporter_(Venezuela)>
<Make_empathetic_comment>Romania,<Praise_or_endorse>Foreign_Affairs_(Ukraine),<Make_a_visit>Morocco,<Consult>Børge_Brende,<Consult>Sergey_Viktorovich_Lavrov,<Express_intent_to_meet_or_negotiate>Joseph_Kabila,<Make_pessimistic_comment>Militant_(Ukraine),<Engage_in_negotiation>Head_of_Government_(Pakistan),<Engage_in_negotiation>Benjamin_Netanyahu,<Express_intent_to_cooperate>Sergey_Viktorovich_Lavrov,<Make_pessimistic_comment>Sergey_Viktorovich_Lavrov,<Consult>Head_of_Government_(Pakistan),<Engage_in_negotiation>Arseniy_Yatsenyuk,<Express_intent_to_meet_or_negotiate>Catherine_Ashton,<Express_intent_to_meet_or_negotiate>Benjamin_Netanyahu,<Meet_at_a_'third'_location>Sergey_Viktorovich_Lavrov,	<Iran>
<Engage_in_negotiation>Antonis_Samaras,<Consult>Benjamin_Netanyahu,<Consult>Head_of_Government_(Latvia),<Meet_at_a_'third'_location>Toomas_Hendrik_Ilves,<Make_optimistic_comment>Arseniy_Yatsenyuk,<Consult>Arseniy_Yatsenyuk,<Consult>Milo_Djukanovic,	<Daniel_Ortega>
<Make_a_visit>Kuwait,<Engage_in_diplomatic_cooperation>Royal_Administration_(Spain),<Host_a_visit>Rafael_Correa,	<Sikh_(India)>
<Criticize_or_denounce>Government_(South_Africa),	<South_Africa>
<Sign_formal_agreement>Iran,	<Guy_Scott>
<Consult>Taavi_Rõivas,	<Government_(Jamaica)>
<Bring_lawsuit_against>Tim_Hudak,	<Police_(Bulgaria)>
